vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,兆易创新2017年1月至2026年7月市盈率TTM历史走势,1,股票价值分析,,,"|股票名称|股票代码|交易日|总市值（亿元）|流通市值（亿元）|市盈率PE(LYR)|市盈率PE(TTM)|市净率PB(MRQ)|市净率PB(LF)|市现率PCF(LYR)|市现率PCF(TTM)|市销率PS(LYR)|市销率PS(TTM)|股息率|滚动股息率|PEG|企业价值(含货币资金)EV1(亿元)|企业价值(剔除货币资金)EV2(亿元)|企业价值倍数EV2/EBITDA|
|兆易创新|603986.SH|2021-03-03|944.05|873.94|155.55|113.72|9.01|9.01|97.59|107.1|29.47|22.62|0.13|0.13|-8655.05|944.89|874.48|117.36|
|兆易创新|603986.SH|2021-03-02|970.9|898.8|159.97|116.95|9.27|9.26|100.37|110.15|30.31|23.27|0.13|0.13|-8901.22|971.75|901.33|120.97|
|兆易创新|603986.SH|2021-03-01|962.08|890.63|158.52|115.89|9.18|9.18|99.46|109.15|30.04|23.05|0.13|0.13|-8820.32|962.92|892.5|119.78|
|兆易创新|603986.SH|2021-02-26|913.21|845.39|150.47|110|8.72|8.71|94.4|103.61|28.51|21.88|0.13|0.13|-8372.35|914.06|843.64|113.22|
|兆易创新|603986.SH|2021-02-25|931.76|862.56|153.52|112.24|8.89|8.89|96.32|105.71|29.09|22.33|0.13|0.13|-8542.4|932.61|862.19|115.71|
|兆易创新|603986.SH|2021-02-24|916.45|853.43|151|110.39|8.75|8.74|94.74|103.97|28.61|21.96|0.13|0.13|-8402.02|917.29|846.88|113.66|
|兆易创新|603986.SH|2021-02-23|863.96|804.55|142.35|104.07|8.25|8.24|89.31|98.02|26.97|20.7|0.14|0.14|-7920.8|864.81|794.39|106.61|
|兆易创新|603986.SH|2021-02-22|886.6|825.63|146.08|106.8|8.46|8.46|91.65|100.59|27.68|21.25|0.14|0.14|-8128.33|887.44|817.02|109.65|
|兆易创新|603986.SH|2021-02-19|923.9|860.37|152.23|111.29|8.82|8.81|95.51|104.82|28.85|22.14|0.13|0.13|-8470.33|924.75|854.33|114.66|
|兆易创新|603986.SH|2021-02-18|891.64|830.33|146.91|107.4|8.51|8.51|92.17|101.16|27.84|21.37|0.14|0.14|-8174.6|892.49|822.07|110.33|
|兆易创新|603986.SH|2021-02-10|866.88|807.27|142.83|104.42|8.27|8.27|89.61|98.35|27.07|20.77|0.14|0.14|-7947.61|867.73|797.31|107.01|
|兆易创新|603986.SH|2021-02-09|866.13|806.57|142.71|104.33|8.27|8.26|89.54|98.26|27.04|20.76|0.14|0.14|-7940.69|866.98|796.56|106.91|
|兆易创新|603986.SH|2021-02-08|844.48|786.41|139.14|101.72|8.06|8.06|87.3|95.81|26.37|20.24|0.14|0.14|-7742.24|845.33|774.91|104|
|兆易创新|603986.SH|2021-02-05|828.59|771.61|136.52|99.81|7.91|7.91|85.66|94.01|25.87|19.86|0.15|0.15|-7596.53|829.44|759.02|101.87|
|兆易创新|603986.SH|2021-02-04|877.02|816.72|144.5|105.64|8.37|8.37|90.66|99.5|27.38|21.02|0.14|0.14|-8040.56|877.87|807.45|108.37|
|兆易创新|603986.SH|2021-02-03|858.3|799.28|141.42|103.39|8.19|8.19|88.73|97.38|26.8|20.57|0.14|0.14|-7868.92|859.15|788.73|105.86|
|兆易创新|603986.SH|2021-02-02|893.91|832.44|147.29|107.68|8.53|8.53|92.41|101.42|27.91|21.42|0.14|0.14|-8195.35|894.75|824.33|110.63|
|兆易创新|603986.SH|2021-02-01|869.43|809.65|143.25|104.73|8.3|8.29|89.88|98.64|27.14|20.83|0.14|0.14|-7970.96|870.28|799.86|107.35|
|兆易创新|603986.SH|2021-01-29|858.3|799.28|141.42|103.39|8.19|8.19|88.73|97.38|26.8|20.57|0.14|0.14|-7868.92|859.15|788.73|105.86|
|兆易创新|603986.SH|2021-01-28|878.58|818.16|144.76|105.83|8.39|8.38|90.82|99.68|27.43|21.05|0.14|0.14|-8054.83|879.43|809.01|108.58|
|兆易创新|603986.SH|2021-01-27|899.24|837.4|148.16|108.32|8.58|8.58|92.96|102.02|28.08|21.55|0.14|0.14|-8244.21|900.08|829.66|111.35|
|兆易创新|603986.SH|2021-01-26|922.96|859.49|152.07|111.18|8.81|8.81|95.41|104.71|28.82|22.12|0.13|0.13|-8461.68|923.8|853.38|114.53|
|兆易创新|603986.SH|2021-01-25|952.95|887.42|157.01|114.79|9.1|9.09|98.51|108.11|29.75|22.84|0.13|0.13|-8736.66|953.8|883.38|118.56|
|兆易创新|603986.SH|2021-01-22|988.84|920.84|162.93|119.11|9.44|9.43|102.22|112.19|30.87|23.7|0.12|0.12|-9065.69|989.68|919.27|123.37|
|兆易创新|603986.SH|2021-01-21|1028.31|957.6|169.43|123.87|9.81|9.81|106.3|116.66|32.11|24.64|0.12|0.12|-9427.57|1029.16|958.74|128.67|
|兆易创新|603986.SH|2021-01-20|1063.45|990.32|175.22|128.1|10.15|10.15|109.93|120.65|33.2|25.48|0.11|0.11|-9749.68|1064.29|993.87|133.39|
|兆易创新|603986.SH|2021-01-19|1061.09|988.12|174.83|127.81|10.13|10.12|109.69|120.38|33.13|25.43|0.12|0.12|-9728.06|1061.93|991.51|133.07|
|兆易创新|603986.SH|2021-01-18|1059.34|986.5|174.54|127.6|10.11|10.11|109.51|120.19|33.07|25.39|0.12|0.12|-9712.06|1060.19|989.77|132.84|
|兆易创新|603986.SH|2021-01-15|1012.98|943.33|166.91|122.02|9.67|9.66|104.72|114.93|31.63|24.27|0.12|0.12|-9287.05|1013.83|943.41|126.62|
|兆易创新|603986.SH|2021-01-14|1034.77|963.62|170.5|124.65|9.88|9.87|106.97|117.4|32.31|24.8|0.12|0.12|-9486.8|1035.62|965.2|129.54|
|兆易创新|603986.SH|2021-01-13|1014.54|944.78|167.16|122.21|9.68|9.68|104.88|115.1|31.68|24.31|0.12|0.12|-9301.32|1015.39|944.97|126.82|
|兆易创新|603986.SH|2021-01-12|972.14|905.3|160.18|117.1|9.28|9.27|100.5|110.29|30.35|23.3|0.13|0.13|-8912.63|972.99|902.57|121.13|
|兆易创新|603986.SH|2021-01-11|962.95|896.73|158.66|115.99|9.19|9.19|99.55|109.25|30.06|23.08|0.13|0.13|-8828.32|963.79|893.38|119.9|
|兆易创新|603986.SH|2021-01-08|955.33|889.57|157.41|115.08|9.12|9.11|98.76|108.38|29.83|22.89|0.13|0.13|-8758.45|956.17|885.75|118.88|
|兆易创新|603986.SH|2021-01-07|945.85|880.75|155.84|113.93|9.03|9.02|97.78|107.31|29.53|22.67|0.13|0.13|-8671.54|946.69|876.27|117.6|
|兆易创新|603986.SH|2021-01-06|960.8|894.67|158.31|115.73|9.17|9.17|99.32|109|30|23.02|0.13|0.13|-8808.6|961.64|891.22|119.61|
|兆易创新|603986.SH|2021-01-05|985.23|917.42|162.33|118.68|9.4|9.4|101.85|111.78|30.76|23.61|0.12|0.12|-9032.58|986.07|915.65|122.89|
|兆易创新|603986.SH|2021-01-04|936.74|872.27|154.34|112.84|8.94|8.94|96.84|106.28|29.25|22.45|0.13|0.13|-8588.08|937.59|867.17|116.38|
|兆易创新|603986.SH|2020-12-31|931.46|867.35|153.47|112.2|8.89|8.89|96.29|105.68|29.08|22.32|0.09|0.13|-8539.66|932.31|861.89|115.67|
|兆易创新|603986.SH|2020-12-30|920.71|857.34|151.7|110.91|8.79|8.78|95.18|104.46|28.75|22.06|0.09|0.13|-8441.07|921.56|851.14|114.23|
|兆易创新|603986.SH|2020-12-29|914.06|851.15|150.61|110.1|8.72|8.72|94.49|103.7|28.54|21.9|0.09|0.13|-8380.11|914.91|844.49|113.34|
|兆易创新|603986.SH|2020-12-28|868.97|809.16|143.18|104.67|8.29|8.29|89.83|98.59|27.13|20.82|0.09|0.14|-7966.74|869.82|799.4|107.29|
|兆易创新|603986.SH|2020-12-25|863.69|804.24|142.31|104.04|8.24|8.24|89.28|97.99|26.97|20.7|0.09|0.14|-7918.32|864.54|794.12|106.58|
|兆易创新|603986.SH|2020-12-24|891.37|830.02|146.87|107.37|8.51|8.5|92.15|101.13|27.83|21.36|0.09|0.14|-8172.13|892.22|821.8|110.29|
|兆易创新|603986.SH|2020-12-23|917.27|854.13|151.13|110.49|8.75|8.75|94.82|104.07|28.64|21.98|0.09|0.13|-8409.51|918.11|847.69|113.77|
|兆易创新|603986.SH|2020-12-22|912.6|849.78|150.36|109.93|8.71|8.71|94.34|103.54|28.49|21.87|0.09|0.13|-8366.7|913.44|843.02|113.14|
|兆易创新|603986.SH|2020-12-21|944.15|879.16|155.56|113.73|9.01|9.01|97.6|107.12|29.48|22.63|0.09|0.13|-8655.97|944.99|874.58|117.38|
|兆易创新|603986.SH|2020-12-18|952.21|886.67|156.89|114.7|9.09|9.08|98.44|108.03|29.73|22.82|0.09|0.13|-8729.91|953.06|882.64|118.46|
|兆易创新|603986.SH|2020-12-17|968.3|901.65|159.54|116.64|9.24|9.24|100.1|109.86|30.23|23.2|0.08|0.13|-8877.35|969.14|898.72|120.62|
|兆易创新|603986.SH|2020-12-16|957.45|891.55|157.75|115.33|9.14|9.13|98.98|108.63|29.89|22.94|0.08|0.13|-8777.9|958.29|887.88|119.16|
|兆易创新|603986.SH|2020-12-15|966.36|899.85|159.22|116.4|9.22|9.22|99.9|109.64|30.17|23.16|0.08|0.13|-8859.62|967.21|896.79|120.36|
|兆易创新|603986.SH|2020-12-14|969.62|902.88|159.76|116.8|9.25|9.25|100.23|110.01|30.27|23.24|0.08|0.13|-8889.46|970.46|900.04|120.79|
|兆易创新|603986.SH|2020-12-11|945.61|880.53|155.8|113.91|9.03|9.02|97.75|107.28|29.52|22.66|0.09|0.13|-8669.37|946.46|876.04|117.57|
|兆易创新|603986.SH|2020-12-10|989.94|921.81|163.11|119.25|9.45|9.44|102.34|112.31|30.91|23.72|0.08|0.12|-9075.82|990.79|920.37|123.52|
|兆易创新|603986.SH|2020-12-09|977.49|910.21|161.06|117.75|9.33|9.33|101.05|110.9|30.52|23.42|0.08|0.12|-8961.67|978.34|907.92|121.85|
|兆易创新|603986.SH|2020-12-08|1006.92|937.62|165.91|121.29|9.61|9.61|104.09|114.24|31.44|24.13|0.08|0.12|-9231.48|1007.77|937.35|125.8|
|兆易创新|603986.SH|2020-12-07|1009.28|939.81|166.29|121.57|9.63|9.63|104.33|114.51|31.51|24.19|0.08|0.12|-9253.1|1010.13|939.71|126.12|
|兆易创新|603986.SH|2020-12-04|1021.07|950.79|168.24|122.99|9.75|9.74|105.55|115.84|31.88|24.47|0.08|0.12|-9361.19|1021.92|951.5|127.7|
|兆易创新|603986.SH|2020-12-03|1004.47|935.33|165.5|121|9.59|9.58|103.84|113.96|31.36|24.07|0.08|0.12|-9208.99|1005.32|934.9|125.47|
|兆易创新|603986.SH|2020-12-02|1014.42|898.96|167.14|122.19|9.68|9.68|104.87|115.09|31.67|24.31|0.08|0.12|-9300.23|1015.27|944.85|126.81|
|兆易创新|603986.SH|2020-12-01|976.6|865.44|160.91|117.64|9.32|9.32|100.96|110.8|30.49|23.4|0.08|0.12|-8953.45|977.44|907.02|121.73|
|兆易创新|603986.SH|2020-11-30|974.33|863.43|160.54|117.36|9.3|9.3|100.72|110.54|30.42|23.35|0.08|0.13|-8932.7|975.18|904.76|121.43|
|兆易创新|603986.SH|2020-11-27|960.18|850.9|158.21|115.66|9.16|9.16|99.26|108.94|29.98|23.01|0.08|0.13|-8802.98|961.03|890.61|119.53|
|兆易创新|603986.SH|2020-11-26|951.55|843.25|156.78|114.62|9.08|9.08|98.37|107.96|29.71|22.8|0.09|0.13|-8723.85|952.4|881.98|118.37|
|兆易创新|603986.SH|2020-11-25|970.61|860.13|159.92|116.92|9.26|9.26|100.34|110.12|30.3|23.26|0.08|0.13|-8898.54|971.45|901.03|120.93|
|兆易创新|603986.SH|2020-11-24|993.25|880.19|163.65|119.64|9.48|9.48|102.68|112.69|31.01|23.8|0.08|0.12|-9106.08|994.09|923.67|123.97|
|兆易创新|603986.SH|2020-11-23|993.29|880.24|163.66|119.65|9.48|9.48|102.68|112.69|31.01|23.8|0.08|0.12|-9106.52|994.14|923.72|123.97|
|兆易创新|603986.SH|2020-11-20|979.1|867.66|161.32|117.94|9.34|9.34|101.21|111.08|30.57|23.46|0.08|0.12|-8976.37|979.94|909.52|122.07|
|兆易创新|603986.SH|2020-11-19|999.85|886.05|164.74|120.44|9.54|9.54|103.36|113.44|31.22|23.96|0.08|0.12|-9166.62|1000.69|930.28|124.85|
|兆易创新|603986.SH|2020-11-18|994.19|881.03|163.81|119.76|9.49|9.48|102.77|112.79|31.04|23.82|0.08|0.12|-9114.73|995.03|924.62|124.09|
|兆易创新|603986.SH|2020-11-17|1012.18|896.96|166.77|121.92|9.66|9.66|104.63|114.83|31.6|24.26|0.08|0.12|-9279.67|1013.03|942.61|126.51|
|兆易创新|603986.SH|2020-11-16|945.5|837.87|155.79|113.89|9.02|9.02|97.74|107.27|29.52|22.66|0.09|0.13|-8668.35|946.34|875.93|117.56|
|兆易创新|603986.SH|2020-11-13|976.86|865.66|160.95|117.67|9.32|9.32|100.98|110.83|30.5|23.41|0.08|0.12|-8955.85|977.7|907.29|121.77|
|兆易创新|603986.SH|2020-11-12|959.18|849.99|158.04|115.54|9.15|9.15|99.16|108.82|29.95|22.99|0.08|0.13|-8793.72|960.02|889.6|119.39|
|兆易创新|603986.SH|2020-11-11|952.62|844.18|156.96|114.75|9.09|9.09|98.48|108.08|29.74|22.83|0.09|0.13|-8733.63|953.47|883.05|118.51|
|兆易创新|603986.SH|2020-11-10|1020.67|904.48|168.17|122.95|9.74|9.74|105.51|115.8|31.87|24.46|0.08|0.12|-9357.49|1021.51|951.09|127.65|
|兆易创新|603986.SH|2020-11-09|1061.46|940.63|174.89|127.86|10.13|10.13|109.73|120.43|33.14|25.44|0.08|0.11|-9731.46|1062.3|991.89|133.12|
|兆易创新|603986.SH|2020-11-06|1000.48|886.6|164.85|120.52|9.55|9.55|103.43|113.51|31.24|23.98|0.08|0.12|-9172.45|1001.33|930.91|124.94|
|兆易创新|603986.SH|2020-11-05|975.21|864.2|160.68|117.47|9.31|9.31|100.81|110.64|30.45|23.37|0.08|0.13|-8940.72|976.05|905.64|121.55|
|兆易创新|603986.SH|2020-11-04|966.72|856.68|159.28|116.45|9.23|9.23|99.94|109.68|30.18|23.17|0.08|0.13|-8862.9|967.57|897.15|120.41|
|兆易创新|603986.SH|2020-11-03|958.7|849.57|157.96|115.48|9.15|9.15|99.11|108.77|29.93|22.97|0.08|0.13|-8789.4|959.55|889.13|119.33|
|兆易创新|603986.SH|2020-11-02|969.55|859.18|159.75|116.79|9.25|9.25|100.23|110|30.27|23.23|0.08|0.13|-8888.84|970.4|899.98|120.79|
|兆易创新|603986.SH|2020-10-30|918.15|813.63|151.28|110.6|8.76|8.76|94.91|104.17|28.67|22|0.09|0.13|-8417.59|918.99|848.58|113.89|
|兆易创新|603986.SH|2020-10-29|834.68|739.67|137.53|106.65|8.26|8.2|86.29|120.26|26.06|22.81|0.1|0.15|1299.45|835.55|803.25|107.8|
|兆易创新|603986.SH|2020-10-28|854.25|757.01|140.75|109.15|8.46|8.39|88.31|123.08|26.67|23.35|0.1|0.14|1329.92|855.12|822.82|110.43|
|兆易创新|603986.SH|2020-10-27|837.7|742.34|138.02|107.03|8.29|8.23|86.6|120.7|26.15|22.9|0.1|0.15|1304.15|838.57|806.27|108.21|
|兆易创新|603986.SH|2020-10-26|825.15|731.22|135.96|105.43|8.17|8.11|85.3|118.89|25.76|22.55|0.1|0.15|1284.62|826.02|793.72|106.53|
|兆易创新|603986.SH|2020-10-23|834.87|739.83|137.56|106.67|8.27|8.2|86.31|120.29|26.07|22.82|0.1|0.15|1299.74|835.74|803.44|107.83|
|兆易创新|603986.SH|2020-10-22|850.34|753.54|140.11|108.65|8.42|8.36|87.9|122.52|26.55|23.24|0.1|0.14|1323.82|851.2|818.91|109.91|
|兆易创新|603986.SH|2020-10-21|837.75|742.38|138.03|107.04|8.29|8.23|86.6|120.7|26.16|22.9|0.1|0.15|1304.22|838.61|806.32|108.22|
|兆易创新|603986.SH|2020-10-20|856.89|759.35|141.19|109.48|8.48|8.42|88.58|123.46|26.75|23.42|0.09|0.14|1334.03|857.76|825.46|110.78|
|兆易创新|603986.SH|2020-10-19|854.91|757.59|140.86|109.23|8.46|8.4|88.38|123.18|26.69|23.37|0.1|0.14|1330.94|855.78|823.48|110.52|
|兆易创新|603986.SH|2020-10-16|865.47|766.95|142.6|110.58|8.57|8.5|89.47|124.7|27.02|23.66|0.09|0.14|1347.39|866.34|834.04|111.94|
|兆易创新|603986.SH|2020-10-15|875.09|775.48|144.19|111.81|8.66|8.6|90.46|126.08|27.32|23.92|0.09|0.14|1362.37|875.96|843.66|113.23|
|兆易创新|603986.SH|2020-10-14|868.82|769.92|143.15|111.01|8.6|8.54|89.81|125.18|27.13|23.75|0.09|0.14|1352.6|869.69|837.39|112.39|
|兆易创新|603986.SH|2020-10-13|876.93|777.11|144.49|112.05|8.68|8.62|90.65|126.35|27.38|23.97|0.09|0.14|1365.23|877.8|845.5|113.47|
|兆易创新|603986.SH|2020-10-12|884.05|783.42|145.66|112.96|8.75|8.69|91.39|127.38|27.6|24.16|0.09|0.14|1376.31|884.92|852.62|114.43|
|兆易创新|603986.SH|2020-10-09|847.98|751.45|139.72|108.35|8.4|8.33|87.66|122.18|26.48|23.18|0.1|0.14|1320.15|848.85|816.55|109.59|
|兆易创新|603986.SH|2020-09-30|816.34|723.41|134.5|104.3|8.08|8.02|84.39|117.62|25.49|22.31|0.1|0.15|1270.89|817.2|784.91|105.34|
|兆易创新|603986.SH|2020-09-29|821.71|728.17|135.39|104.99|8.14|8.07|84.94|118.39|25.66|22.46|0.1|0.15|1279.26|822.58|790.28|106.06|
|兆易创新|603986.SH|2020-09-28|820.53|727.13|135.2|104.84|8.12|8.06|84.82|118.22|25.62|22.43|0.1|0.15|1277.42|821.4|789.1|105.91|
|兆易创新|603986.SH|2020-09-25|841.75|745.93|138.69|107.55|8.33|8.27|87.02|121.28|26.28|23.01|0.1|0.14|1310.46|842.62|810.32|108.75|
|兆易创新|603986.SH|2020-09-24|850.71|753.87|140.17|108.7|8.42|8.36|87.94|122.57|26.56|23.25|0.1|0.14|1324.41|851.58|819.28|109.96|
|兆易创新|603986.SH|2020-09-23|861.56|763.49|141.96|110.08|8.53|8.47|89.06|124.13|26.9|23.55|0.09|0.14|1341.3|862.43|830.13|111.41|
|兆易创新|603986.SH|2020-09-22|834.68|739.67|137.53|106.65|8.26|8.2|86.29|120.26|26.06|22.81|0.1|0.15|1299.45|835.55|803.25|107.8|
|兆易创新|603986.SH|2020-09-21|845.62|749.36|139.33|108.04|8.37|8.31|87.42|121.84|26.4|23.11|0.1|0.14|1316.48|846.49|814.19|109.27|
|兆易创新|603986.SH|2020-09-18|862.03|763.9|142.03|110.14|8.53|8.47|89.11|124.2|26.91|23.56|0.09|0.14|1342.03|862.9|830.6|111.47|
|兆易创新|603986.SH|2020-09-17|850.94|753.91|140.21|108.72|8.42|8.41|87.97|122.6|26.57|23.26|0.1|0.14|1324.76|851.8|819.51|109.99|
|兆易创新|603986.SH|2020-09-16|841.66|745.69|138.68|107.54|8.33|8.32|87.01|121.27|26.28|23|0.1|0.14|1310.32|842.53|810.23|108.74|
|兆易创新|603986.SH|2020-09-15|849.76|752.87|140.01|108.57|8.41|8.4|87.84|122.43|26.53|23.23|0.1|0.14|1322.92|850.63|818.33|109.83|
|兆易创新|603986.SH|2020-09-14|838.13|742.56|138.1|107.09|8.3|8.28|86.64|120.76|26.17|22.91|0.1|0.15|1304.82|839|806.7|108.27|
|兆易创新|603986.SH|2020-09-11|842.23|746.19|138.77|107.61|8.34|8.32|87.07|121.35|26.3|23.02|0.1|0.14|1311.2|843.09|810.8|108.82|
|兆易创新|603986.SH|2020-09-10|821.51|727.84|135.36|104.96|8.13|8.12|84.92|118.36|25.65|22.45|0.1|0.15|1278.95|822.38|790.08|106.04|
|兆易创新|603986.SH|2020-09-09|828.57|734.1|136.52|105.87|8.2|8.19|85.65|119.38|25.87|22.65|0.1|0.15|1289.94|829.44|797.14|106.98|
|兆易创新|603986.SH|2020-09-08|874.62|774.89|144.11|111.75|8.66|8.64|90.41|126.02|27.31|23.91|0.09|0.14|1361.62|875.48|843.19|113.16|
|兆易创新|603986.SH|2020-09-07|873.35|773.76|143.9|111.59|8.65|8.63|90.28|125.83|27.27|23.87|0.09|0.14|1359.64|874.21|841.91|112.99|
|兆易创新|603986.SH|2020-09-04|960.67|850.38|158.29|122.75|9.51|9.51|99.31|138.42|29.99|26.26|0.08|0.13|1495.6|961.54|929.24|124.71|
|兆易创新|603986.SH|2020-09-03|953.19|843.76|157.05|121.79|9.44|9.44|98.54|137.34|29.76|26.05|0.09|0.13|1483.95|954.06|921.76|123.71|
|兆易创新|603986.SH|2020-09-02|927.06|820.63|152.75|118.45|9.18|9.18|95.84|133.57|28.94|25.34|0.09|0.13|1443.27|927.93|895.63|120.2|
|兆易创新|603986.SH|2020-09-01|940.76|832.76|155.01|120.2|9.31|9.31|97.25|135.55|29.37|25.71|0.09|0.13|1464.6|941.63|909.33|122.04|
|兆易创新|603986.SH|2020-08-31|939.35|831.51|154.77|120.02|9.3|9.3|97.11|135.34|29.33|25.67|0.09|0.13|1462.4|940.22|907.92|121.85|
|兆易创新|603986.SH|2020-08-28|927.06|820.63|152.75|118.45|9.18|9.18|95.84|133.57|28.94|25.34|0.09|0.13|1443.27|927.93|895.63|120.2|
|兆易创新|603986.SH|2020-08-27|908.09|803.83|149.62|116.03|8.99|8.99|93.87|130.84|28.35|24.82|0.09|0.13|1413.73|908.96|876.66|117.66|
|兆易创新|603986.SH|2020-08-26|900.46|797.08|148.37|115.05|8.92|8.92|93.09|129.74|28.11|24.61|0.09|0.14|1401.86|901.33|869.03|116.63|
|兆易创新|603986.SH|2020-08-25|968.87|857.63|159.64|131.79|17.81|9.98|100.16|112.36|30.25|27.28|0.08|0.13|4533.11|969.76|950.26|127.53|
|兆易创新|603986.SH|2020-08-24|969.29|858.01|159.71|131.85|17.82|9.99|100.2|112.4|30.26|27.29|0.08|0.13|4535.09|970.19|950.68|127.59|
|兆易创新|603986.SH|2020-08-21|968.87|857.63|159.64|131.79|17.81|9.98|100.16|112.36|30.25|27.28|0.08|0.13|4533.11|969.76|950.26|127.53|
|兆易创新|603986.SH|2020-08-20|969.34|858.05|159.71|131.85|17.82|9.99|100.21|112.41|30.26|27.29|0.08|0.13|4535.31|970.24|950.73|127.6|
|兆易创新|603986.SH|2020-08-19|973.81|862.01|160.45|132.46|17.9|10.03|100.67|112.93|30.4|27.42|0.08|0.13|4556.24|974.71|955.2|128.2|
|兆易创新|603986.SH|2020-08-18|1007.38|891.72|165.98|137.03|18.52|10.38|104.14|116.82|31.45|28.36|0.08|0.12|4713.29|1008.27|988.77|132.7|
|兆易创新|603986.SH|2020-08-17|1012.13|895.93|166.76|137.67|18.6|10.43|104.63|117.37|31.6|28.49|0.08|0.12|4735.53|1013.03|993.52|133.34|
|兆易创新|603986.SH|2020-08-14|998.53|883.89|164.52|135.82|18.35|10.29|103.22|115.79|31.18|28.11|0.08|0.12|4671.88|999.42|979.92|131.51|
|兆易创新|603986.SH|2020-08-13|991.61|877.76|163.38|134.88|18.23|10.22|102.51|114.99|30.96|27.92|0.08|0.12|4639.5|992.5|972.99|130.59|
|兆易创新|603986.SH|2020-08-12|995.7|881.39|164.06|135.44|18.3|10.26|102.93|115.47|31.09|28.03|0.08|0.12|4658.66|996.6|977.09|131.14|
|兆易创新|603986.SH|2020-08-11|1015.29|898.72|167.28|138.1|18.66|10.46|104.96|117.74|31.7|28.58|0.08|0.12|4750.29|1016.18|996.68|133.76|
|兆易创新|603986.SH|2020-08-10|1026.49|908.64|169.13|139.63|18.87|10.58|106.11|119.04|32.05|28.9|0.08|0.12|4802.71|1027.39|1007.88|135.27|
|兆易创新|603986.SH|2020-08-07|1039.91|920.52|171.34|141.45|19.11|10.71|107.5|120.59|32.47|29.28|0.08|0.12|4865.49|1040.81|1021.3|137.07|
|兆易创新|603986.SH|2020-08-06|1083.5|917.36|178.52|147.38|19.91|11.16|112.01|125.65|33.83|30.5|0.07|0.11|5069.46|1084.4|1064.89|142.92|
|兆易创新|603986.SH|2020-08-05|1112.45|941.88|183.29|151.32|20.45|11.46|115|129.01|34.73|31.32|0.07|0.11|5204.92|1113.35|1093.84|146.8|
|兆易创新|603986.SH|2020-08-04|1101.16|932.31|181.43|149.78|20.24|11.35|113.83|127.7|34.38|31|0.07|0.11|5152.06|1102.05|1082.55|145.29|
|兆易创新|603986.SH|2020-08-03|1094.8|926.93|180.39|148.92|20.12|11.28|113.18|126.96|34.18|30.82|0.07|0.11|5122.32|1095.7|1076.19|144.44|
|兆易创新|603986.SH|2020-07-31|1089.86|922.74|179.57|148.25|20.03|11.23|112.66|126.39|34.03|30.68|0.07|0.11|5099.2|1090.76|1071.25|143.77|
|兆易创新|603986.SH|2020-07-30|1081.19|915.41|178.14|147.07|19.87|11.14|111.77|125.38|33.76|30.44|0.08|0.11|5058.67|1082.09|1062.58|142.61|
|兆易创新|603986.SH|2020-07-29|1101.44|932.55|181.48|149.82|20.24|11.35|113.86|127.73|34.39|31.01|0.07|0.11|5153.38|1102.34|1082.83|145.33|
|兆易创新|603986.SH|2020-07-28|1059.3|896.87|174.54|144.09|19.47|10.91|109.51|122.84|33.07|29.82|0.08|0.12|4956.24|1060.2|1040.69|139.67|
|兆易创新|603986.SH|2020-07-27|1057.75|895.56|174.28|143.88|19.44|10.9|109.35|122.66|33.02|29.78|0.08|0.12|4948.97|1058.65|1039.14|139.46|
|兆易创新|603986.SH|2020-07-24|1062.03|899.19|174.99|144.46|19.52|10.94|109.79|123.16|33.16|29.9|0.08|0.11|4969.02|1062.93|1043.42|140.04|
|兆易创新|603986.SH|2020-07-23|1129.36|956.19|186.08|153.62|20.76|11.64|116.75|130.97|35.26|31.79|0.07|0.11|5284|1130.25|1110.75|149.07|
|兆易创新|603986.SH|2020-07-22|1141.78|966.71|188.13|155.31|20.99|11.76|118.03|132.41|35.65|32.14|0.07|0.11|5342.15|1142.68|1123.17|150.74|
|兆易创新|603986.SH|2020-07-21|1135.99|961.81|187.17|154.52|20.88|11.71|117.43|131.74|35.47|31.98|0.07|0.11|5315.06|1136.89|1117.38|149.96|
|兆易创新|603986.SH|2020-07-20|1130.77|957.38|186.31|153.81|20.78|11.65|116.89|131.13|35.3|31.83|0.07|0.11|5290.61|1131.67|1112.16|149.26|
|兆易创新|603986.SH|2020-07-17|1096.45|928.32|180.66|149.14|20.15|11.3|113.35|127.15|34.23|30.87|0.07|0.11|5130.03|1097.35|1077.84|144.66|
|兆易创新|603986.SH|2020-07-16|1144|968.58|188.49|155.61|21.03|11.79|118.26|132.66|35.72|32.21|0.07|0.11|5352.5|1144.9|1125.39|151.04|
|兆易创新|603986.SH|2020-07-15|1271.11|1076.2|209.44|172.9|23.36|13.1|131.4|147.4|39.69|35.79|0.06|0.1|5947.23|1272.01|1252.5|168.1|
|兆易创新|603986.SH|2020-07-14|1360.09|1151.54|224.1|185|25|14.01|140.6|157.72|42.46|38.29|0.06|0.09|6363.53|1360.98|1341.47|180.04|
|兆易创新|603986.SH|2020-07-13|1289.94|1092.15|212.54|175.46|23.71|13.29|133.35|149.59|40.27|36.32|0.06|0.09|6035.33|1290.84|1271.33|170.62|
|兆易创新|603986.SH|2020-07-10|1289|1091.35|212.38|175.33|23.69|13.28|133.25|149.48|40.24|36.29|0.06|0.09|6030.93|1289.9|1270.39|170.5|
