vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,深南电路2017年1月至2026年7月市盈率TTM历史走势,1,股票价值分析,,,"|股票名称|股票代码|交易日|总市值（亿元）|流通市值（亿元）|市盈率PE(LYR)|市盈率PE(TTM)|市净率PB(MRQ)|市净率PB(LF)|市现率PCF(LYR)|市现率PCF(TTM)|市销率PS(LYR)|市销率PS(TTM)|股息率|滚动股息率|PEG|企业价值(含货币资金)EV1(亿元)|企业价值(剔除货币资金)EV2(亿元)|企业价值倍数EV2/EBITDA|
|深南电路|002916.SZ|2024-06-27|529.7|527.59|37.89|33.71|3.91|4.04|20.46|21.51|3.92|3.6|0.97|0.87|1414.99|562.4|553.87|20.22|
|深南电路|002916.SZ|2024-06-26|546.32|544.14|39.08|34.77|4.03|4.17|21.1|22.19|4.04|3.72|0.94|0.84|1459.38|579.02|570.49|20.83|
|深南电路|002916.SZ|2024-06-25|537.24|535.1|38.43|34.19|3.96|4.1|20.75|21.82|3.97|3.65|0.95|0.86|1435.13|569.94|561.41|20.49|
|深南电路|002916.SZ|2024-06-24|545.19|543.02|38.99|34.7|4.02|4.16|21.06|22.14|4.03|3.71|0.94|0.85|1456.37|577.89|569.36|20.78|
|深南电路|002916.SZ|2024-06-21|550.83|548.64|39.4|35.06|4.06|4.2|21.27|22.37|4.07|3.75|0.93|0.84|1471.44|583.53|575|20.99|
|深南电路|002916.SZ|2024-06-20|546.21|544.04|39.07|34.76|4.03|4.17|21.1|22.18|4.04|3.72|0.94|0.85|1459.11|578.92|570.39|20.82|
|深南电路|002916.SZ|2024-06-19|550.57|548.38|39.38|35.04|4.06|4.2|21.26|22.36|4.07|3.74|0.93|0.84|1470.75|583.28|574.75|20.98|
|深南电路|002916.SZ|2024-06-18|556.52|554.31|39.81|35.42|4.1|4.25|21.49|22.6|4.11|3.79|0.92|0.83|1486.64|589.23|580.69|21.2|
|深南电路|002916.SZ|2024-06-17|563.55|561.3|40.31|35.87|4.16|4.3|21.76|22.88|4.17|3.83|0.91|0.82|1505.41|596.25|587.72|21.46|
|深南电路|002916.SZ|2024-06-14|549.8|547.61|39.32|34.99|4.05|4.2|21.23|22.33|4.06|3.74|0.93|0.84|1468.7|582.51|573.98|20.95|
|深南电路|002916.SZ|2024-06-13|527.65|525.55|37.74|33.58|3.89|4.03|20.38|21.43|3.9|3.59|0.97|0.87|1409.51|560.35|551.82|20.14|
|深南电路|002916.SZ|2024-06-12|495.95|493.98|35.47|31.56|3.66|3.79|19.15|20.14|3.67|3.37|1.03|0.93|1324.84|528.66|520.12|18.99|
|深南电路|002916.SZ|2024-06-11|489.64|487.69|35.02|31.16|3.61|3.74|18.91|19.88|3.62|3.33|1.05|0.94|1307.99|522.35|513.82|18.76|
|深南电路|002916.SZ|2024-06-07|481.23|479.32|34.42|30.63|3.55|3.67|18.59|19.54|3.56|3.27|1.07|0.96|1285.52|513.94|505.4|18.45|
|深南电路|002916.SZ|2024-06-06|494.26|492.29|35.35|31.46|3.64|3.77|19.09|20.07|3.65|3.36|1.04|0.93|1320.32|526.96|518.43|18.93|
|深南电路|002916.SZ|2024-06-05|479.34|477.43|34.28|30.51|3.53|3.66|18.51|19.47|3.54|3.26|1.07|0.96|1280.45|512.04|503.51|18.38|
|深南电路|002916.SZ|2024-06-04|481.69|479.78|34.45|30.66|3.55|3.68|18.6|19.56|3.56|3.28|1.06|0.96|1286.75|514.4|505.87|18.47|
|深南电路|002916.SZ|2024-06-03|481.59|479.67|34.45|30.65|3.55|3.68|18.6|19.56|3.56|3.28|1.06|0.96|1286.48|514.3|505.76|18.46|
|深南电路|002916.SZ|2024-05-31|461.23|459.39|32.99|29.35|3.4|3.52|17.81|18.73|3.41|3.14|1.11|1|1232.09|493.93|485.4|17.72|
|深南电路|002916.SZ|2024-05-30|470.26|468.38|33.64|29.93|3.47|3.59|18.16|19.1|3.48|3.2|1.09|0.98|1256.2|502.96|494.43|18.05|
|深南电路|002916.SZ|2024-05-29|461.23|459.39|32.99|29.35|3.4|3.4|17.81|18.73|3.41|3.14|1.11|1.11|1232.09|493.93|485.4|17.72|
|深南电路|002916.SZ|2024-05-28|459.95|458.12|32.9|29.27|3.39|3.39|17.76|18.68|3.4|3.13|1.12|1.12|1228.66|492.65|484.12|17.67|
|深南电路|002916.SZ|2024-05-27|472.46|470.58|33.79|30.07|3.48|3.48|18.25|19.19|3.49|3.21|1.09|1.09|1262.09|505.17|496.63|18.13|
|深南电路|002916.SZ|2024-05-24|466.72|464.86|33.38|29.7|3.44|3.44|18.02|18.95|3.45|3.17|1.1|1.1|1246.75|499.42|490.89|17.92|
|深南电路|002916.SZ|2024-05-23|483.75|481.82|34.6|30.79|3.57|3.57|18.68|19.64|3.58|3.29|1.06|1.06|1292.23|516.45|507.92|18.54|
|深南电路|002916.SZ|2024-05-22|469.44|467.57|33.58|29.88|3.46|3.46|18.13|19.06|3.47|3.19|1.09|1.09|1254.01|502.14|493.61|18.02|
|深南电路|002916.SZ|2024-05-21|472.87|470.99|33.82|30.09|3.49|3.49|18.26|19.2|3.5|3.22|1.08|1.08|1263.19|505.58|497.04|18.14|
|深南电路|002916.SZ|2024-05-20|454.92|453.11|32.54|28.95|3.35|3.35|17.57|18.47|3.36|3.09|1.13|1.13|1215.24|487.63|479.09|17.49|
|深南电路|002916.SZ|2024-05-17|453.13|451.32|32.41|28.84|3.34|3.34|17.5|18.4|3.35|3.08|1.13|1.13|1210.44|485.83|477.3|17.42|
|深南电路|002916.SZ|2024-05-16|454.82|453.01|32.53|28.95|3.35|3.35|17.57|18.47|3.36|3.09|1.13|1.13|1214.96|487.52|478.99|17.49|
|深南电路|002916.SZ|2024-05-15|447.13|445.35|31.98|28.46|3.3|3.3|17.27|18.16|3.31|3.04|1.15|1.15|1194.41|479.83|471.3|17.2|
|深南电路|002916.SZ|2024-05-14|451.85|450.05|32.32|28.76|3.33|3.33|17.45|18.35|3.34|3.07|1.14|1.14|1207.02|484.55|476.02|17.38|
|深南电路|002916.SZ|2024-05-13|454.67|452.85|32.52|28.94|3.35|3.35|17.56|18.46|3.36|3.09|1.13|1.13|1214.55|487.37|478.84|17.48|
|深南电路|002916.SZ|2024-05-10|451.49|449.69|32.29|28.73|3.33|3.33|17.44|18.33|3.34|3.07|1.14|1.14|1206.06|484.19|475.66|17.36|
|深南电路|002916.SZ|2024-05-09|464.67|462.82|33.24|29.57|3.43|3.43|17.95|18.87|3.44|3.16|1.1|1.1|1241.27|497.37|488.84|17.85|
|深南电路|002916.SZ|2024-05-08|465.69|463.84|33.31|29.64|3.43|3.43|17.99|18.91|3.44|3.17|1.1|1.1|1244.01|498.4|489.86|17.88|
|深南电路|002916.SZ|2024-05-07|473.18|471.3|33.84|30.11|3.49|3.49|18.27|19.22|3.5|3.22|1.08|1.08|1264.01|505.88|497.35|18.16|
|深南电路|002916.SZ|2024-05-06|476.16|474.26|34.06|30.3|3.51|3.51|18.39|19.34|3.52|3.24|1.08|1.08|1271.96|508.86|500.33|18.26|
|深南电路|002916.SZ|2024-04-30|479.13|477.22|34.27|30.49|3.53|3.53|18.5|19.46|3.54|3.26|1.07|1.07|1279.9|511.83|503.3|18.37|
|深南电路|002916.SZ|2024-04-29|480|478.09|34.33|30.55|3.54|3.54|18.54|19.49|3.55|3.26|1.07|1.07|1282.23|512.71|504.17|18.41|
|深南电路|002916.SZ|2024-04-26|472.36|470.48|33.79|30.06|3.48|3.48|18.24|19.18|3.49|3.21|1.09|1.09|1261.82|505.06|496.53|18.13|
|深南电路|002916.SZ|2024-04-25|446.87|445.09|31.96|28.44|3.29|3.29|17.26|18.15|3.3|3.04|1.15|1.15|1193.73|479.57|471.04|17.2|
|深南电路|002916.SZ|2024-04-24|447.13|445.35|31.98|28.46|3.3|3.3|17.27|18.16|3.31|3.04|1.15|1.15|1194.41|479.83|471.3|17.2|
|深南电路|002916.SZ|2024-04-23|425.74|424.04|30.45|27.1|3.14|3.14|16.44|17.29|3.15|2.9|1.2|1.2|1137.28|458.44|449.91|16.42|
|深南电路|002916.SZ|2024-04-22|428.36|426.65|30.64|27.26|3.16|3.16|16.54|17.39|3.17|2.91|1.2|1.2|1144.27|461.06|452.53|16.52|
|深南电路|002916.SZ|2024-04-19|439.02|437.27|31.4|27.94|3.24|3.24|16.96|17.83|3.25|2.99|1.17|1.17|1172.76|471.73|463.19|16.91|
|深南电路|002916.SZ|2024-04-18|457.64|455.82|32.73|29.13|3.37|3.37|17.67|18.58|3.38|3.11|1.12|1.12|1222.5|490.34|481.81|17.59|
|深南电路|002916.SZ|2024-04-17|458.92|457.09|32.82|29.21|3.38|3.38|17.72|18.64|3.39|3.12|1.12|1.12|1225.92|491.63|483.09|17.64|
|深南电路|002916.SZ|2024-04-16|456.26|454.44|32.63|29.04|3.36|3.36|17.62|18.53|3.37|3.1|1.12|1.12|1218.8|488.96|480.43|17.54|
|深南电路|002916.SZ|2024-04-15|502.52|500.52|35.94|35.94|3.81|3.81|19.41|19.41|3.72|3.72|1.02|1.02|-1566.44|534.16|525.64|19.19|
|深南电路|002916.SZ|2024-04-12|496.47|494.49|35.51|35.51|3.77|3.77|19.17|19.17|3.67|3.67|1.03|1.03|-1547.57|528.11|519.59|18.97|
|深南电路|002916.SZ|2024-04-11|461.59|459.75|33.02|33.02|3.5|3.5|17.83|17.83|3.41|3.41|1.11|1.11|-1438.86|493.24|484.71|17.69|
|深南电路|002916.SZ|2024-04-10|467.9|466.03|33.47|33.47|3.55|3.55|18.07|18.07|3.46|3.46|1.1|1.1|-1458.52|499.54|491.02|17.92|
|深南电路|002916.SZ|2024-04-09|474.21|472.32|33.92|33.92|3.6|3.6|18.31|18.31|3.51|3.51|1.08|1.08|-1478.19|505.85|497.33|18.16|
|深南电路|002916.SZ|2024-04-08|475.95|474.05|34.04|34.04|3.61|3.61|18.38|18.38|3.52|3.52|1.08|1.08|-1483.62|507.6|499.07|18.22|
|深南电路|002916.SZ|2024-04-03|480.05|478.14|34.34|34.34|3.64|3.64|18.54|18.54|3.55|3.55|1.07|1.07|-1496.41|511.7|503.17|18.37|
|深南电路|002916.SZ|2024-04-02|487.18|485.24|34.85|34.85|3.7|3.7|18.82|18.82|3.6|3.6|1.05|1.05|-1518.64|518.83|510.3|18.63|
|深南电路|002916.SZ|2024-04-01|491.85|489.89|35.18|35.18|3.73|3.73|19|19|3.64|3.64|1.04|1.04|-1533.19|523.5|514.97|18.8|
|深南电路|002916.SZ|2024-03-29|457.38|455.56|32.71|32.71|3.47|3.47|17.66|17.66|3.38|3.38|1.12|1.12|-1425.75|489.03|480.5|17.54|
|深南电路|002916.SZ|2024-03-28|454.2|452.4|32.49|32.49|3.45|3.45|17.54|17.54|3.36|3.36|1.13|1.13|-1415.84|485.85|477.32|17.43|
|深南电路|002916.SZ|2024-03-27|447.9|446.11|32.04|32.04|3.4|3.4|17.3|17.3|3.31|3.31|1.15|1.15|-1396.17|479.54|471.02|17.19|
|深南电路|002916.SZ|2024-03-26|450.31|448.51|32.21|32.21|3.42|3.42|17.39|17.39|3.33|3.33|1.14|1.14|-1403.69|481.95|473.43|17.28|
|深南电路|002916.SZ|2024-03-25|446.2|444.43|31.91|31.91|3.38|3.38|17.23|17.23|3.3|3.3|1.15|1.15|-1390.9|477.85|469.32|17.13|
|深南电路|002916.SZ|2024-03-22|461.08|459.24|32.98|32.98|3.5|3.5|17.81|17.81|3.41|3.41|1.11|1.11|-1437.26|492.72|484.2|17.68|
|深南电路|002916.SZ|2024-03-21|459.54|457.71|32.87|32.87|3.49|3.49|17.75|17.75|3.4|3.4|1.12|1.12|-1432.47|491.18|482.66|17.62|
|深南电路|002916.SZ|2024-03-20|471.23|469.35|33.7|33.7|3.57|3.57|18.2|18.2|3.48|3.48|1.09|1.09|-1468.92|502.88|494.35|18.05|
|深南电路|002916.SZ|2024-03-19|470.57|468.69|33.66|33.66|3.57|3.57|18.17|18.17|3.48|3.48|1.09|1.09|-1466.84|502.21|493.68|18.02|
|深南电路|002916.SZ|2024-03-18|470.57|468.69|33.66|33.66|3.57|3.57|18.17|18.17|3.48|3.48|1.09|1.09|-1466.84|502.21|493.68|18.02|
|深南电路|002916.SZ|2024-03-15|456.05|454.23|32.62|32.62|3.46|3.46|17.61|17.61|3.37|3.37|1.12|1.12|-1421.59|487.7|479.17|17.49|
|深南电路|002916.SZ|2024-03-14|428.66|426.79|26.14|31.38|3.38|3.38|13.48|18.65|3.06|3.31|1.2|1.2|-828.1|457.79|453.48|15.8|
|深南电路|002916.SZ|2024-03-13|434.41|432.51|26.49|31.8|3.42|3.42|13.66|18.9|3.1|3.35|1.18|1.18|-839.2|463.54|459.22|16|
|深南电路|002916.SZ|2024-03-12|432.25|430.37|26.36|31.64|3.41|3.41|13.59|18.8|3.09|3.33|1.19|1.19|-835.04|461.38|457.07|15.93|
|深南电路|002916.SZ|2024-03-11|458.51|456.51|27.96|33.56|3.61|3.61|14.42|19.95|3.28|3.54|1.12|1.12|-885.76|487.64|483.33|16.84|
|深南电路|002916.SZ|2024-03-08|458.1|456.1|27.94|33.53|3.61|3.61|14.41|19.93|3.27|3.53|1.12|1.12|-884.97|487.23|482.92|16.83|
|深南电路|002916.SZ|2024-03-07|416.46|414.64|25.4|30.49|3.28|3.28|13.1|18.12|2.98|3.21|1.23|1.23|-804.52|445.59|441.27|15.37|
|深南电路|002916.SZ|2024-03-06|404.56|402.79|24.67|29.61|3.19|3.19|12.72|17.6|2.89|3.12|1.27|1.27|-781.53|433.69|429.37|14.96|
|深南电路|002916.SZ|2024-03-05|380.61|378.95|23.21|27.86|3|3|11.97|16.56|2.72|2.93|1.35|1.35|-735.26|409.74|405.42|14.13|
|深南电路|002916.SZ|2024-03-04|379.12|377.46|23.12|27.75|2.99|2.99|11.92|16.49|2.71|2.92|1.35|1.35|-732.39|408.25|403.94|14.07|
|深南电路|002916.SZ|2024-03-01|378.09|376.44|23.06|27.68|2.98|2.98|11.89|16.45|2.7|2.92|1.36|1.36|-730.41|407.22|402.91|14.04|
|深南电路|002916.SZ|2024-02-29|360.04|358.47|21.96|26.36|2.84|2.84|11.32|15.66|2.57|2.78|1.42|1.42|-695.53|389.17|384.86|13.41|
|深南电路|002916.SZ|2024-02-28|338.5|337.02|20.64|24.78|2.67|2.67|10.65|14.73|2.42|2.61|1.52|1.52|-653.92|367.63|363.32|12.66|
|深南电路|002916.SZ|2024-02-27|358.81|357.24|21.88|26.27|2.83|2.83|11.28|15.61|2.56|2.77|1.43|1.43|-693.16|387.94|383.63|13.37|
|深南电路|002916.SZ|2024-02-26|326.19|324.77|19.89|23.88|2.57|2.57|10.26|14.19|2.33|2.52|1.57|1.57|-630.14|355.32|351.01|12.23|
|深南电路|002916.SZ|2024-02-23|334.29|332.84|20.39|24.47|2.64|2.64|10.51|14.54|2.39|2.58|1.53|1.53|-645.8|363.42|359.11|12.51|
|深南电路|002916.SZ|2024-02-22|320.91|319.51|19.57|23.49|2.53|2.53|10.09|13.96|2.29|2.47|1.6|1.6|-619.94|350.04|345.72|12.05|
|深南电路|002916.SZ|2024-02-21|291.72|290.45|17.79|21.35|2.3|2.3|9.17|12.69|2.08|2.25|1.76|1.76|-563.56|320.86|316.54|11.03|
|深南电路|002916.SZ|2024-02-20|294.29|293.01|17.95|21.54|2.32|2.32|9.25|12.8|2.1|2.27|1.74|1.74|-568.51|323.42|319.11|11.12|
|深南电路|002916.SZ|2024-02-19|291.62|290.35|17.78|21.35|2.3|2.3|9.17|12.69|2.08|2.25|1.76|1.76|-563.36|320.75|316.44|11.03|
|深南电路|002916.SZ|2024-02-08|285.57|284.32|17.42|20.9|2.25|2.25|8.98|12.42|2.04|2.2|1.8|1.8|-551.67|314.7|310.39|10.81|
|深南电路|002916.SZ|2024-02-07|276.13|274.93|16.84|20.21|2.18|2.18|8.68|12.01|1.97|2.13|1.86|1.86|-533.44|305.26|300.95|10.49|
|深南电路|002916.SZ|2024-02-06|267.72|266.55|16.33|19.6|2.11|2.11|8.42|11.65|1.91|2.06|1.92|1.92|-517.19|296.85|292.54|10.19|
|深南电路|002916.SZ|2024-02-05|252.69|251.59|15.41|18.5|1.99|1.99|7.95|10.99|1.81|1.95|2.03|2.03|-488.16|281.83|277.51|9.67|
|深南电路|002916.SZ|2024-02-02|258.39|257.26|15.76|18.91|2.04|2.04|8.13|11.24|1.85|1.99|1.98|1.98|-499.16|287.52|283.2|9.87|
|深南电路|002916.SZ|2024-02-01|270.29|269.11|16.48|19.79|2.13|2.13|8.5|11.76|1.93|2.08|1.9|1.9|-522.15|299.42|295.1|10.28|
|深南电路|002916.SZ|2024-01-31|271.06|269.87|16.53|19.84|2.14|2.14|8.52|11.79|1.94|2.09|1.89|1.89|-523.63|300.19|295.87|10.31|
|深南电路|002916.SZ|2024-01-30|275.11|273.91|16.78|20.14|2.17|2.17|8.65|11.97|1.97|2.12|1.86|1.86|-531.46|304.24|299.92|10.45|
|深南电路|002916.SZ|2024-01-29|284.65|283.41|17.36|20.84|2.24|2.24|8.95|12.38|2.03|2.19|1.8|1.8|-549.89|313.78|309.46|10.78|
|深南电路|002916.SZ|2024-01-26|291.26|289.99|17.76|21.32|2.3|2.3|9.16|12.67|2.08|2.25|1.76|1.76|-562.67|320.39|316.08|11.01|
|深南电路|002916.SZ|2024-01-25|299.67|298.37|18.28|21.94|2.36|2.36|9.42|13.04|2.14|2.31|1.71|1.71|-578.92|328.81|324.49|11.31|
|深南电路|002916.SZ|2024-01-24|290.08|288.82|17.69|21.23|2.29|2.29|9.12|12.62|2.07|2.24|1.77|1.77|-560.39|319.21|314.9|10.97|
|深南电路|002916.SZ|2024-01-23|290.24|288.97|17.7|21.25|2.29|2.29|9.13|12.63|2.07|2.24|1.77|1.77|-560.69|319.37|315.05|10.98|
|深南电路|002916.SZ|2024-01-22|287.78|286.52|17.55|21.07|2.27|2.27|9.05|12.52|2.06|2.22|1.78|1.78|-555.93|316.91|312.59|10.89|
|深南电路|002916.SZ|2024-01-19|304.39|303.06|18.56|22.28|2.4|2.4|9.57|13.24|2.18|2.35|1.68|1.68|-588.03|333.52|329.21|11.47|
|深南电路|002916.SZ|2024-01-18|307.57|306.23|18.76|22.51|2.42|2.42|9.67|13.38|2.2|2.37|1.67|1.67|-594.18|336.7|332.39|11.58|
|深南电路|002916.SZ|2024-01-17|310.86|309.5|18.96|22.76|2.45|2.45|9.78|13.52|2.22|2.4|1.65|1.65|-600.52|339.99|335.67|11.7|
|深南电路|002916.SZ|2024-01-16|316.96|315.58|19.33|23.2|2.5|2.5|9.97|13.79|2.27|2.44|1.62|1.62|-612.31|346.09|341.77|11.91|
|深南电路|002916.SZ|2024-01-15|322.09|320.68|19.64|23.58|2.54|2.54|10.13|14.01|2.3|2.48|1.59|1.59|-622.22|351.22|346.9|12.09|
|深南电路|002916.SZ|2024-01-12|325.68|324.26|19.86|23.84|2.57|2.57|10.24|14.17|2.33|2.51|1.57|1.57|-629.15|354.81|350.49|12.21|
|深南电路|002916.SZ|2024-01-11|332.04|330.59|20.25|24.31|2.62|2.62|10.44|14.44|2.37|2.56|1.54|1.54|-641.44|361.17|356.85|12.43|
|深南电路|002916.SZ|2024-01-10|329.83|328.39|20.11|24.14|2.6|2.6|10.37|14.35|2.36|2.54|1.55|1.55|-637.18|358.96|354.65|12.36|
|深南电路|002916.SZ|2024-01-09|332.55|331.1|20.28|24.34|2.62|2.62|10.46|14.47|2.38|2.56|1.54|1.54|-642.43|361.68|357.37|12.45|
|深南电路|002916.SZ|2024-01-08|331.93|330.49|20.24|24.3|2.62|2.62|10.44|14.44|2.37|2.56|1.55|1.55|-641.24|361.07|356.75|12.43|
|深南电路|002916.SZ|2024-01-05|341.37|339.88|20.82|24.99|2.69|2.69|10.74|14.85|2.44|2.63|1.5|1.5|-659.47|370.5|366.19|12.76|
|深南电路|002916.SZ|2024-01-04|343.63|342.13|20.96|25.15|2.71|2.71|10.81|14.95|2.46|2.65|1.49|1.49|-663.83|372.76|368.44|12.84|
|深南电路|002916.SZ|2024-01-03|352.24|350.71|21.48|25.78|2.78|2.78|11.08|15.32|2.52|2.72|1.46|1.46|-680.47|381.38|377.06|13.14|
|深南电路|002916.SZ|2024-01-02|360.55|358.98|21.99|26.39|2.84|2.84|11.34|15.69|2.58|2.78|1.42|1.42|-696.52|389.68|385.37|13.43|
|深南电路|002916.SZ|2023-12-29|364.09|362.5|22.2|26.65|2.87|2.87|11.45|15.84|2.6|2.81|1.34|1.41|-703.36|393.22|388.91|13.55|
|深南电路|002916.SZ|2023-12-28|362.76|361.18|22.12|26.55|2.86|2.86|11.41|15.78|2.59|2.8|1.34|1.41|-700.78|391.89|387.57|13.5|
|深南电路|002916.SZ|2023-12-27|354.86|353.31|21.64|25.98|2.8|2.8|11.16|15.44|2.54|2.74|1.37|1.45|-685.53|383.99|379.68|13.23|
|深南电路|002916.SZ|2023-12-26|352.09|350.55|21.47|25.77|2.78|2.78|11.07|15.32|2.52|2.71|1.38|1.46|-680.18|381.22|376.91|13.13|
|深南电路|002916.SZ|2023-12-25|357.99|356.43|21.83|26.21|2.82|2.82|11.26|15.57|2.56|2.76|1.36|1.43|-691.57|387.12|382.8|13.34|
|深南电路|002916.SZ|2023-12-22|348.14|346.62|21.23|25.48|2.74|2.74|10.95|15.14|2.49|2.68|1.4|1.47|-672.55|377.27|372.96|12.99|
|深南电路|002916.SZ|2023-12-21|356.96|355.41|21.77|26.13|2.81|2.81|11.23|15.53|2.55|2.75|1.36|1.44|-689.59|386.09|381.78|13.3|
|深南电路|002916.SZ|2023-12-20|354.65|353.11|21.63|25.96|2.8|2.8|11.15|15.43|2.53|2.73|1.37|1.45|-685.13|383.79|379.47|13.22|
|深南电路|002916.SZ|2023-12-19|359.22|357.65|21.91|26.3|2.83|2.83|11.3|15.63|2.57|2.77|1.36|1.43|-693.95|388.35|384.04|13.38|
|深南电路|002916.SZ|2023-12-18|354.35|352.8|21.61|25.94|2.79|2.79|11.14|15.41|2.53|2.73|1.38|1.45|-684.54|383.48|379.16|13.21|
|深南电路|002916.SZ|2023-12-15|358.5|356.94|21.86|26.24|2.83|2.83|11.27|15.6|2.56|2.76|1.36|1.43|-692.56|387.63|383.32|13.36|
|深南电路|002916.SZ|2023-12-14|360.3|358.72|21.97|26.37|2.84|2.84|11.33|15.67|2.57|2.78|1.35|1.42|-696.03|389.43|385.11|13.42|
|深南电路|002916.SZ|2023-12-13|363.58|361.99|22.17|26.61|2.87|2.87|11.43|15.82|2.6|2.8|1.34|1.41|-702.37|392.71|388.4|13.53|
|深南电路|002916.SZ|2023-12-12|367.73|366.13|22.43|26.92|2.9|2.9|11.56|16|2.63|2.84|1.32|1.39|-710.4|396.86|392.55|13.68|
|深南电路|002916.SZ|2023-12-11|368.5|366.89|22.47|26.98|2.91|2.91|11.59|16.03|2.63|2.84|1.32|1.39|-711.88|397.63|393.32|13.7|
|深南电路|002916.SZ|2023-12-08|363.68|362.09|22.18|26.62|2.87|2.87|11.44|15.82|2.6|2.8|1.34|1.41|-702.57|392.81|388.5|13.54|
|深南电路|002916.SZ|2023-12-07|358.5|356.94|21.86|26.24|2.83|2.83|11.27|15.6|2.56|2.76|1.36|1.43|-692.56|387.63|383.32|13.36|
|深南电路|002916.SZ|2023-12-06|358.76|357.19|21.88|26.26|2.83|2.83|11.28|15.61|2.56|2.77|1.36|1.43|-693.06|387.89|383.57|13.36|
|深南电路|002916.SZ|2023-12-05|361.07|359.49|22.02|26.43|2.85|2.85|11.35|15.71|2.58|2.78|1.35|1.42|-697.52|390.2|385.88|13.45|
|深南电路|002916.SZ|2023-12-04|372.61|370.98|22.72|27.28|2.94|2.94|11.72|16.21|2.66|2.87|1.31|1.38|-719.81|401.74|397.42|13.85|
|深南电路|002916.SZ|2023-12-01|373.02|371.39|22.75|27.31|2.94|2.94|11.73|16.23|2.67|2.88|1.31|1.37|-720.6|402.15|397.83|13.86|
|深南电路|002916.SZ|2023-11-30|374.86|373.23|22.86|27.44|2.96|2.96|11.79|16.31|2.68|2.89|1.3|1.37|-724.17|403.99|399.68|13.93|
|深南电路|002916.SZ|2023-11-29|376.96|375.32|22.99|27.59|2.97|2.97|11.85|16.4|2.69|2.91|1.29|1.36|-728.23|406.1|401.78|14|
|深南电路|002916.SZ|2023-11-28|378.66|377.01|23.09|27.72|2.99|2.99|11.91|16.47|2.71|2.92|1.29|1.35|-731.5|407.79|403.47|14.06|
|深南电路|002916.SZ|2023-11-27|376.86|375.22|22.98|27.59|2.97|2.97|11.85|16.39|2.69|2.91|1.29|1.36|-728.03|405.99|401.68|14|
|深南电路|002916.SZ|2023-11-24|373.79|372.15|22.8|27.36|2.95|2.95|11.75|16.26|2.67|2.88|1.3|1.37|-722.09|402.92|398.6|13.89|
|深南电路|002916.SZ|2023-11-23|379.94|378.28|23.17|27.81|3|3|11.95|16.53|2.72|2.93|1.28|1.35|-733.98|409.07|404.76|14.1|
|深南电路|002916.SZ|2023-11-22|378.81|377.16|23.1|27.73|2.99|2.99|11.91|16.48|2.71|2.92|1.29|1.35|-731.8|407.94|403.63|14.06|
|深南电路|002916.SZ|2023-11-21|386.56|384.87|23.57|28.3|3.05|3.05|12.16|16.82|2.76|2.98|1.26|1.33|-746.76|415.69|411.37|14.33|
|深南电路|002916.SZ|2023-11-20|395.33|393.6|24.11|28.94|3.12|3.12|12.43|17.2|2.83|3.05|1.23|1.3|-763.7|424.46|420.14|14.64|
|深南电路|002916.SZ|2023-11-17|390.56|388.85|23.82|28.59|3.08|3.08|12.28|16.99|2.79|3.01|1.25|1.31|-754.49|419.69|415.37|14.47|
|深南电路|002916.SZ|2023-11-16|391.33|389.62|23.87|28.65|3.09|3.09|12.31|17.02|2.8|3.02|1.25|1.31|-755.97|420.46|416.14|14.5|
|深南电路|002916.SZ|2023-11-15|388.5|386.81|23.69|28.44|3.06|3.06|12.22|16.9|2.78|3|1.25|1.32|-750.52|417.64|413.32|14.4|
|深南电路|002916.SZ|2023-11-14|384.91|383.24|23.47|28.18|3.03|3.03|12.1|16.74|2.75|2.97|1.27|1.33|-743.59|414.05|409.73|14.28|
|深南电路|002916.SZ|2023-11-13|379.38|377.72|23.14|27.77|2.99|2.99|11.93|16.5|2.71|2.93|1.28|1.35|-732.89|408.51|404.19|14.08|
|深南电路|002916.SZ|2023-11-10|380.61|378.95|23.21|27.86|3|3|11.97|16.56|2.72|2.93|1.28|1.35|-735.26|409.74|405.42|14.13|
|深南电路|002916.SZ|2023-11-09|382.09|380.43|23.3|27.97|3.01|3.01|12.02|16.62|2.73|2.95|1.28|1.34|-738.14|411.22|406.91|14.18|
|深南电路|002916.SZ|2023-11-08|383.99|382.32|23.42|28.11|3.03|3.03|12.08|16.7|2.74|2.96|1.27|1.34|-741.8|413.12|408.81|14.24|
|深南电路|002916.SZ|2023-11-07|383.99|382.32|23.42|28.11|3.03|3.03|12.08|16.7|2.74|2.96|1.27|1.34|-741.8|413.12|408.81|14.24|
|深南电路|002916.SZ|2023-11-06|384.45|382.78|23.45|28.14|3.03|3.03|12.09|16.72|2.75|2.96|1.27|1.33|-742.7|413.58|409.27|14.26|
|深南电路|002916.SZ|2023-11-03|362.4|360.82|22.1|26.53|2.86|2.86|11.4|15.77|2.59|2.79|1.34|1.42|-700.09|391.53|387.22|13.49|
|深南电路|002916.SZ|2023-11-02|352.91|351.37|21.52|25.83|2.78|2.78|11.1|15.35|2.52|2.72|1.38|1.45|-681.76|382.04|377.73|13.16|
|深南电路|002916.SZ|2023-11-01|356.71|355.15|21.75|26.11|2.81|2.81|11.22|15.52|2.55|2.75|1.37|1.44|-689.09|385.84|381.52|13.29|
