vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,中际旭创2021年1月至2026年7月每月末市盈率TTM走势,1,股票价值分析,,,"|股票名称|股票代码|交易日|总市值（亿元）|流通市值（亿元）|市盈率PE(LYR)|市盈率PE(TTM)|市净率PB(MRQ)|市净率PB(LF)|市现率PCF(LYR)|市现率PCF(TTM)|市销率PS(LYR)|市销率PS(TTM)|股息率|滚动股息率|PEG|企业价值(含货币资金)EV1(亿元)|企业价值(剔除货币资金)EV2(亿元)|企业价值倍数EV2/EBITDA|
|中际旭创|300308.SZ|2025-11-28|5716.7|5687.8|110.54|66.86|21.66|22.03|180.65|78.27|23.96|18.12|0.06|0.17|90.31|5734.39|5656.46|84.28|
|中际旭创|300308.SZ|2025-11-27|5822.26|5792.82|112.58|68.09|22.06|22.44|183.98|79.72|24.4|18.45|0.06|0.17|91.97|5839.94|5762.02|85.86|
|中际旭创|300308.SZ|2025-11-26|6035.82|6005.3|116.71|70.59|22.87|23.26|190.73|82.64|25.29|19.13|0.06|0.17|95.35|6053.5|5975.57|89.04|
|中际旭创|300308.SZ|2025-11-25|5329.59|5302.64|103.06|62.33|20.2|20.54|168.41|72.97|22.33|16.89|0.07|0.19|84.19|5347.27|5269.35|78.52|
|中际旭创|300308.SZ|2025-11-24|5075.59|5049.93|98.15|59.36|19.23|19.56|160.39|69.49|21.27|16.09|0.07|0.2|80.18|5093.27|5015.35|74.73|
|中际旭创|300308.SZ|2025-11-21|5155.7|5129.63|99.69|60.3|19.54|19.87|162.92|70.59|21.61|16.34|0.07|0.19|81.44|5173.38|5095.46|75.92|
|中际旭创|300308.SZ|2025-11-20|5466.7|5439.06|105.71|63.93|20.72|21.07|172.75|74.85|22.91|17.32|0.07|0.18|86.36|5484.38|5406.46|80.56|
|中际旭创|300308.SZ|2025-11-19|5428.92|5401.48|104.98|63.49|20.57|20.92|171.55|74.33|22.75|17.2|0.07|0.18|85.76|5446.61|5368.68|80|
|中际旭创|300308.SZ|2025-11-18|5254.59|5228.02|101.61|61.45|19.91|20.25|166.04|71.95|22.02|16.65|0.07|0.19|83.01|5272.27|5194.35|77.4|
|中际旭创|300308.SZ|2025-11-17|5368.92|5341.78|103.82|62.79|20.34|20.69|169.66|73.51|22.5|17.01|0.07|0.19|84.81|5386.61|5308.68|79.1|
|中际旭创|300308.SZ|2025-11-14|5142.48|5116.48|99.44|60.14|19.49|19.82|162.5|70.41|21.55|16.3|0.07|0.19|81.23|5160.16|5082.24|75.73|
|中际旭创|300308.SZ|2025-11-13|5344.48|5317.46|103.35|62.5|20.25|20.6|168.88|73.18|22.4|16.94|0.07|0.19|84.43|5362.16|5284.24|78.74|
|中际旭创|300308.SZ|2025-11-12|5463.92|5436.3|105.65|63.9|20.7|21.06|172.66|74.81|22.9|17.32|0.07|0.18|86.31|5481.61|5403.68|80.52|
|中际旭创|300308.SZ|2025-11-11|5200.59|5174.3|100.56|60.82|19.71|20.04|164.34|71.21|21.79|16.48|0.07|0.19|82.15|5218.27|5140.35|76.59|
|中际旭创|300308.SZ|2025-11-10|5444.48|5416.95|105.28|63.67|20.63|20.98|172.04|74.55|22.82|17.25|0.07|0.18|86|5462.16|5384.24|80.23|
|中际旭创|300308.SZ|2025-11-07|5445.04|5417.51|105.29|63.68|20.63|20.99|172.06|74.55|22.82|17.26|0.07|0.18|86.01|5462.72|5384.79|80.24|
|中际旭创|300308.SZ|2025-11-06|5520.92|5493.01|106.76|64.57|20.92|21.28|174.46|75.59|23.14|17.5|0.06|0.18|87.21|5538.61|5460.68|81.37|
|中际旭创|300308.SZ|2025-11-05|5300.15|5273.35|102.49|61.98|20.08|20.43|167.48|72.57|22.21|16.8|0.07|0.19|83.72|5317.83|5239.9|78.08|
|中际旭创|300308.SZ|2025-11-04|5308.92|5282.08|102.66|62.09|20.12|20.46|167.76|72.69|22.25|16.82|0.07|0.19|83.86|5326.61|5248.68|78.21|
|中际旭创|300308.SZ|2025-11-03|5333.37|5306.4|103.13|62.37|20.21|20.56|168.53|73.02|22.35|16.9|0.07|0.19|84.25|5351.05|5273.13|78.57|
|中际旭创|300308.SZ|2025-10-31|5255.7|5229.13|101.63|61.46|19.92|20.26|166.08|71.96|22.03|16.66|0.07|0.19|83.02|5273.38|5195.46|77.42|
|中际旭创|300308.SZ|2025-10-30|5719.37|5690.45|110.59|84.01|25.06|25.56|180.73|105.62|23.97|20.53|0.06|0.17|123.07|5747.04|5675.23|84.56|
|中际旭创|300308.SZ|2025-10-29|5785.82|5756.56|111.88|84.98|25.36|25.86|182.83|106.85|24.25|20.77|0.06|0.17|124.5|5813.48|5741.68|85.55|
|中际旭创|300308.SZ|2025-10-28|5700.04|5671.22|110.22|83.72|24.98|25.48|180.12|105.26|23.89|20.46|0.06|0.18|122.66|5727.7|5655.9|84.28|
|中际旭创|300308.SZ|2025-10-27|5654.93|5626.33|109.35|83.06|24.78|25.27|178.69|104.43|23.7|20.3|0.06|0.18|121.69|5682.59|5610.79|83.6|
|中际旭创|300308.SZ|2025-10-24|5488.92|5461.17|106.14|80.62|24.05|24.53|173.45|101.37|23|19.71|0.06|0.18|118.11|5516.59|5444.79|81.13|
|中际旭创|300308.SZ|2025-10-23|4898.7|4873.93|94.73|71.95|21.47|21.89|154.8|90.47|20.53|17.59|0.07|0.2|105.41|4926.37|4854.56|72.34|
|中际旭创|300308.SZ|2025-10-22|4936.7|4911.74|95.46|72.51|21.63|22.06|156|91.17|20.69|17.72|0.07|0.2|106.23|4964.37|4892.56|72.9|
|中际旭创|300308.SZ|2025-10-21|4905.59|4880.78|94.86|72.05|21.5|21.93|155.02|90.59|20.56|17.61|0.07|0.2|105.56|4933.25|4861.45|72.44|
|中际旭创|300308.SZ|2025-10-20|4477.81|4455.17|86.59|65.77|19.62|20.01|141.5|82.69|18.77|16.08|0.08|0.22|96.36|4505.47|4433.67|66.06|
|中际旭创|300308.SZ|2025-10-17|4151.14|4130.15|80.27|60.97|18.19|18.55|131.17|76.66|17.4|14.9|0.09|0.24|89.33|4178.81|4107|61.2|
|中际旭创|300308.SZ|2025-10-16|4077.47|4056.86|78.85|59.89|17.87|18.22|128.85|75.3|17.09|14.64|0.09|0.25|87.74|4105.14|4033.33|60.1|
|中际旭创|300308.SZ|2025-10-15|3934.69|3914.8|76.08|57.79|17.24|17.59|124.34|72.66|16.49|14.13|0.09|0.25|84.67|3962.36|3890.55|57.97|
|中际旭创|300308.SZ|2025-10-14|3845.58|3826.14|74.36|56.48|16.85|17.19|121.52|71.02|16.12|13.81|0.09|0.26|82.75|3873.25|3801.44|56.64|
|中际旭创|300308.SZ|2025-10-13|4188.81|4167.63|81|61.53|18.36|18.72|132.37|77.36|17.55|15.04|0.08|0.24|90.14|4216.47|4144.67|61.76|
|中际旭创|300308.SZ|2025-10-10|4333.36|4311.45|83.79|63.65|18.99|18.99|136.93|80.03|18.16|15.56|0.08|0.13|93.25|4361.03|4289.22|63.91|
|中际旭创|300308.SZ|2025-10-09|4431.25|4408.85|85.69|65.09|19.42|19.42|140.03|81.83|18.57|15.91|0.08|0.13|95.35|4458.92|4387.11|65.37|
|中际旭创|300308.SZ|2025-09-30|4485.36|4462.68|86.73|65.88|19.66|19.66|141.74|82.83|18.8|16.1|0.08|0.12|96.52|4513.03|4441.22|66.18|
|中际旭创|300308.SZ|2025-09-29|4630.59|4607.17|89.54|68.02|20.29|20.29|146.33|85.51|19.41|16.63|0.08|0.12|99.64|4658.25|4586.45|68.34|
|中际旭创|300308.SZ|2025-09-26|4596.7|4573.46|88.89|67.52|20.14|20.14|145.25|84.89|19.26|16.5|0.08|0.12|98.91|4624.36|4552.56|67.84|
|中际旭创|300308.SZ|2025-09-25|4828.92|4804.51|93.38|70.93|21.16|21.16|152.59|89.18|20.24|17.34|0.07|0.12|103.91|4856.59|4784.78|71.3|
|中际旭创|300308.SZ|2025-09-24|4705.59|4681.79|90.99|69.12|20.62|20.62|148.7|86.9|19.72|16.89|0.08|0.12|101.26|4733.25|4661.45|69.46|
|中际旭创|300308.SZ|2025-09-23|4825.48|4801.08|93.31|70.88|21.15|21.15|152.48|89.11|20.22|17.32|0.07|0.12|103.84|4853.14|4781.34|71.24|
|中际旭创|300308.SZ|2025-09-22|4644.47|4620.99|89.81|68.22|20.35|20.35|146.76|85.77|19.46|16.68|0.08|0.12|99.94|4672.14|4600.34|68.55|
|中际旭创|300308.SZ|2025-09-19|4683.36|4659.68|90.56|68.79|20.52|20.52|147.99|86.49|19.63|16.81|0.08|0.12|100.78|4711.03|4639.23|69.13|
|中际旭创|300308.SZ|2025-09-18|4548.92|4525.92|87.96|66.82|19.94|19.94|143.74|84.01|19.06|16.33|0.08|0.12|97.89|4576.59|4504.78|67.12|
|中际旭创|300308.SZ|2025-09-17|4513.36|4490.54|87.27|66.29|19.78|19.78|142.62|83.35|18.91|16.2|0.08|0.12|97.12|4541.03|4469.22|66.59|
|中际旭创|300308.SZ|2025-09-16|4571.36|4548.25|88.4|67.15|20.03|20.03|144.45|84.42|19.16|16.41|0.08|0.12|98.37|4599.03|4527.22|67.46|
|中际旭创|300308.SZ|2025-09-15|4533.59|4510.66|87.67|66.59|19.87|19.87|143.26|83.72|19|16.28|0.08|0.12|97.56|4561.25|4489.45|66.9|
|中际旭创|300308.SZ|2025-09-12|4689.92|4666.21|90.69|68.89|20.55|20.55|148.2|86.61|19.65|16.84|0.08|0.12|100.92|4717.59|4645.78|69.22|
|中际旭创|300308.SZ|2025-09-11|4888.59|4863.87|94.53|71.8|21.42|21.42|154.48|90.28|20.49|17.55|0.07|0.11|105.2|4916.25|4844.45|72.18|
|中际旭创|300308.SZ|2025-09-10|4277.81|4256.18|82.72|62.83|18.75|18.75|135.18|79|17.93|15.36|0.08|0.13|92.05|4305.47|4233.67|63.08|
|中际旭创|300308.SZ|2025-09-09|3992.14|3971.95|77.2|58.64|17.5|17.5|126.15|73.72|16.73|14.33|0.09|0.14|85.91|4019.8|3948|58.83|
|中际旭创|300308.SZ|2025-09-08|4111.03|4090.24|79.49|60.38|18.02|18.02|129.91|75.92|17.23|14.76|0.09|0.14|88.46|4138.69|4066.89|60.6|
|中际旭创|300308.SZ|2025-09-05|4522.25|4499.39|87.45|66.42|19.82|19.82|142.9|83.51|18.95|16.24|0.08|0.12|97.31|4549.92|4478.11|66.73|
|中际旭创|300308.SZ|2025-09-04|4101.58|4080.84|79.31|60.24|17.97|17.97|129.61|75.75|17.19|14.73|0.09|0.14|88.26|4129.25|4057.44|60.46|
|中际旭创|300308.SZ|2025-09-03|4735.48|4711.53|91.57|69.56|20.75|20.75|149.64|87.45|19.85|17|0.07|0.12|101.9|4763.14|4691.34|69.9|
|中际旭创|300308.SZ|2025-09-02|4266.69|4245.12|82.5|62.67|18.7|18.7|134.83|78.79|17.88|15.32|0.08|0.13|91.81|4294.36|4222.56|62.92|
|中际旭创|300308.SZ|2025-09-01|4512.25|4489.44|87.25|66.28|19.77|19.77|142.59|83.33|18.91|16.2|0.08|0.12|97.1|4539.92|4468.11|66.58|
|中际旭创|300308.SZ|2025-08-29|3943.58|3923.64|76.26|57.92|17.28|17.28|124.62|72.83|16.53|14.16|0.09|0.14|84.86|3971.25|3899.44|58.1|
|中际旭创|300308.SZ|2025-08-28|3989.25|3969.08|77.14|58.59|17.48|17.48|126.06|73.67|16.72|14.32|0.09|0.14|85.84|4016.92|3945.11|58.78|
|中际旭创|300308.SZ|2025-08-27|3612.25|3593.98|69.85|53.06|15.83|15.83|114.15|66.71|15.14|12.97|0.1|0.15|77.73|3639.91|3568.11|53.17|
|中际旭创|300308.SZ|2025-08-26|3488.91|3471.79|67.46|60.73|16.84|17.18|110.25|74.57|14.62|13.58|0.1|0.16|96.48|3516.43|3445.2|51.34|
|中际旭创|300308.SZ|2025-08-25|3555.58|3538.13|68.75|61.89|17.16|17.51|112.36|76|14.9|13.84|0.1|0.16|98.33|3583.1|3511.87|52.33|
|中际旭创|300308.SZ|2025-08-22|3098.91|3083.7|59.92|53.94|14.96|15.26|97.92|66.24|12.99|12.06|0.11|0.18|85.7|3126.43|3055.2|45.52|
|中际旭创|300308.SZ|2025-08-21|2946.91|2932.45|56.98|51.29|14.23|14.51|93.12|62.99|12.35|11.47|0.12|0.19|81.5|2974.43|2903.2|43.26|
|中际旭创|300308.SZ|2025-08-20|2975.46|2960.86|57.54|51.79|14.36|14.65|94.02|63.6|12.47|11.58|0.12|0.19|82.29|3002.99|2931.75|43.68|
|中际旭创|300308.SZ|2025-08-19|3061.13|3046.11|59.19|53.28|14.78|15.07|96.73|65.43|12.83|11.91|0.12|0.18|84.65|3088.65|3017.42|44.96|
|中际旭创|300308.SZ|2025-08-18|2888.91|2874.73|55.86|50.28|13.95|14.22|91.29|61.75|12.11|11.24|0.12|0.19|79.89|2916.43|2845.2|42.39|
|中际旭创|300308.SZ|2025-08-15|2645.02|2632.04|51.15|46.04|12.77|13.02|83.58|56.54|11.08|10.29|0.13|0.21|73.15|2672.54|2601.3|38.76|
|中际旭创|300308.SZ|2025-08-14|2660.8|2647.74|51.45|46.31|12.85|13.1|84.08|56.87|11.15|10.36|0.13|0.21|73.58|2688.32|2617.08|39|
|中际旭创|300308.SZ|2025-08-13|2800.02|2786.28|54.14|48.74|13.52|13.79|88.48|59.85|11.73|10.9|0.13|0.2|77.43|2827.54|2756.31|41.07|
|中际旭创|300308.SZ|2025-08-12|2507.57|2495.27|48.49|43.65|12.11|12.35|79.24|53.6|10.51|9.76|0.14|0.22|69.35|2535.09|2463.86|36.71|
|中际旭创|300308.SZ|2025-08-11|2386.13|2374.42|46.14|41.53|11.52|11.75|75.4|51|10|9.29|0.15|0.23|65.99|2413.65|2342.41|34.9|
|中际旭创|300308.SZ|2025-08-08|2325.57|2314.16|44.97|40.48|11.23|11.45|73.49|49.71|9.75|9.05|0.15|0.24|64.31|2353.09|2281.86|34|
|中际旭创|300308.SZ|2025-08-07|2316.24|2304.87|44.79|40.32|11.18|11.4|73.19|49.51|9.71|9.01|0.15|0.24|64.05|2343.76|2272.52|33.86|
|中际旭创|300308.SZ|2025-08-06|2339.13|2327.65|45.23|40.72|11.29|11.52|73.92|50|9.8|9.1|0.15|0.24|64.69|2366.65|2295.41|34.2|
|中际旭创|300308.SZ|2025-08-05|2343.57|2332.07|45.32|40.79|11.31|11.54|74.06|50.09|9.82|9.12|0.15|0.24|64.81|2371.09|2299.86|34.27|
|中际旭创|300308.SZ|2025-08-04|2315.79|2304.43|44.78|40.31|11.18|11.4|73.18|49.5|9.7|9.01|0.15|0.24|64.04|2343.32|2272.08|33.86|
|中际旭创|300308.SZ|2025-08-01|2340.35|2328.87|45.25|40.74|11.3|11.52|73.95|50.02|9.81|9.11|0.15|0.24|64.72|2367.87|2296.64|34.22|
|中际旭创|300308.SZ|2025-07-31|2417.9|2406.04|46.75|42.09|11.67|11.9|76.41|51.68|10.13|9.41|0.15|0.23|66.87|2445.43|2374.19|35.38|
|中际旭创|300308.SZ|2025-07-30|2340.02|2328.53|45.25|40.73|11.3|11.52|73.94|50.02|9.81|9.11|0.15|0.24|64.71|2367.54|2296.3|34.22|
|中际旭创|300308.SZ|2025-07-29|2332.57|2321.13|45.1|40.6|11.26|11.48|73.71|49.86|9.78|9.08|0.15|0.24|64.51|2360.09|2288.86|34.11|
|中际旭创|300308.SZ|2025-07-28|2131.9|2121.44|41.22|37.11|10.29|10.5|67.37|45.57|8.93|8.3|0.17|0.26|58.96|2159.43|2088.19|31.12|
|中际旭创|300308.SZ|2025-07-25|2058.01|2047.92|39.8|35.82|9.94|10.13|65.03|43.99|8.62|8.01|0.17|0.27|56.91|2085.54|2014.3|30.01|
|中际旭创|300308.SZ|2025-07-24|2057.79|2047.69|39.79|35.82|9.93|10.13|65.03|43.98|8.62|8.01|0.17|0.27|56.91|2085.31|2014.08|30.01|
|中际旭创|300308.SZ|2025-07-23|2068.68|2058.53|40|36.01|9.99|10.19|65.37|44.22|8.67|8.05|0.17|0.27|57.21|2096.2|2024.97|30.17|
|中际旭创|300308.SZ|2025-07-22|2049.35|2039.29|39.63|35.67|9.89|10.09|64.76|43.8|8.59|7.98|0.17|0.27|56.67|2076.87|2005.63|29.89|
|中际旭创|300308.SZ|2025-07-21|2088.35|2078.1|40.38|36.35|10.08|10.28|65.99|44.64|8.75|8.13|0.17|0.27|57.75|2115.87|2044.63|30.47|
|中际旭创|300308.SZ|2025-07-18|2006.9|1997.05|38.81|34.93|9.69|9.88|63.42|42.9|8.41|7.81|0.18|0.28|55.5|2034.42|1963.19|29.25|
|中际旭创|300308.SZ|2025-07-17|1965.01|1955.37|38|34.2|9.49|9.67|62.09|42|8.23|7.65|0.18|0.28|54.34|1992.54|1921.3|28.63|
|中际旭创|300308.SZ|2025-07-16|1897.35|1888.04|36.69|33.03|9.16|9.34|59.96|40.55|7.95|7.38|0.19|0.29|52.47|1924.87|1853.63|27.62|
|中际旭创|300308.SZ|2025-07-15|1942.35|1932.82|37.56|33.81|9.38|9.56|61.38|41.52|8.14|7.56|0.18|0.29|53.71|1969.87|1898.63|28.29|
|中际旭创|300308.SZ|2025-07-14|1664.68|1656.51|32.19|28.98|8.04|8.2|52.6|35.58|6.98|6.48|0.21|0.33|46.04|1692.2|1620.97|24.15|
|中际旭创|300308.SZ|2025-07-11|1614.23|1606.31|31.21|28.1|7.79|7.95|51.01|34.5|6.76|6.28|0.22|0.34|44.64|1641.76|1570.52|23.4|
|中际旭创|300308.SZ|2025-07-10|1628.79|1620.8|31.5|28.35|7.86|8.02|51.47|34.81|6.83|6.34|0.22|0.34|45.04|1656.31|1585.08|23.62|
|中际旭创|300308.SZ|2025-07-09|1614.45|1606.53|31.22|28.1|7.79|7.95|51.02|34.51|6.77|6.28|0.22|0.34|44.65|1641.98|1570.74|23.4|
|中际旭创|300308.SZ|2025-07-08|1609.79|1601.89|31.13|28.02|7.77|7.93|50.87|34.41|6.75|6.27|0.22|0.35|44.52|1637.31|1566.08|23.34|
|中际旭创|300308.SZ|2025-07-07|1501.68|1494.31|29.04|26.14|7.25|7.39|47.45|32.1|6.29|5.84|0.24|0.37|41.53|1529.2|1457.96|21.72|
|中际旭创|300308.SZ|2025-07-04|1549.45|1541.85|29.96|26.97|7.48|7.63|48.96|33.12|6.49|6.03|0.23|0.36|42.85|1576.98|1505.74|22.44|
|中际旭创|300308.SZ|2025-07-03|1580.68|1572.92|30.57|27.51|7.63|7.78|49.95|33.79|6.62|6.15|0.22|0.35|43.71|1608.2|1536.96|22.9|
|中际旭创|300308.SZ|2025-07-02|1543.68|1536.1|29.85|26.87|7.45|7.6|48.78|32.99|6.47|6.01|0.23|0.36|42.69|1571.2|1499.96|22.35|
|中际旭创|300308.SZ|2025-07-01|1614.45|1606.53|31.22|28.1|7.79|7.95|51.02|34.51|6.77|6.28|0.22|0.34|44.65|1641.98|1570.74|23.4|
|中际旭创|300308.SZ|2025-06-30|1620.68|1612.72|31.34|28.21|7.82|7.98|51.21|34.64|6.79|6.31|0.22|0.34|44.82|1648.2|1576.96|23.5|
|中际旭创|300308.SZ|2025-06-27|1537.79|1530.24|29.74|26.77|7.42|7.57|48.59|32.87|6.44|5.99|0.23|0.36|42.53|1565.31|1494.08|22.26|
|中际旭创|300308.SZ|2025-06-26|1441.12|1434.05|27.87|25.08|6.96|7.1|45.54|30.8|6.04|5.61|0.25|0.39|39.85|1468.64|1397.41|20.82|
|中际旭创|300308.SZ|2025-06-25|1397.01|1390.15|27.01|24.32|6.74|6.88|44.15|29.86|5.85|5.44|0.25|0.4|38.63|1424.53|1353.3|20.16|
|中际旭创|300308.SZ|2025-06-24|1391.68|1384.85|26.91|24.22|6.72|6.85|43.98|29.75|5.83|5.42|0.26|0.4|38.49|1419.2|1347.96|20.09|
|中际旭创|300308.SZ|2025-06-23|1412.12|1405.19|27.31|24.58|6.82|6.95|44.62|30.18|5.92|5.5|0.25|0.39|39.05|1439.64|1368.41|20.39|
|中际旭创|300308.SZ|2025-06-20|1438.9|1431.84|27.82|25.05|6.95|7.08|45.47|30.76|6.03|5.6|0.25|0.39|39.79|1466.42|1395.19|20.79|
|中际旭创|300308.SZ|2025-06-19|1425.56|1418.57|27.57|24.81|6.88|7.02|45.05|30.47|5.97|5.55|0.25|0.39|39.42|1453.09|1381.85|20.59|
|中际旭创|300308.SZ|2025-06-18|1389.56|1382.75|26.87|24.19|6.71|6.66|43.91|29.7|5.82|5.41|0.26||38.43|1417.09|1345.85|20.05|
|中际旭创|300308.SZ|2025-06-17|1326.23|1319.72|25.65|23.08|6.4|6.36|41.91|28.35|5.56|5.16|0.27||36.68|1353.75|1282.52|19.11|
|中际旭创|300308.SZ|2025-06-16|1339.68|1333.1|25.91|23.32|6.47|6.42|42.33|28.63|5.61|5.21|0.27||37.05|1367.2|1295.96|19.31|
|中际旭创|300308.SZ|2025-06-13|1296.12|1289.76|25.06|22.56|6.26|6.21|40.96|27.7|5.43|5.04|0.27||35.84|1323.64|1252.41|18.66|
|中际旭创|300308.SZ|2025-06-12|1288.9|1282.57|24.92|22.43|6.22|6.18|40.73|27.55|5.4|5.02|0.28||35.64|1316.42|1245.18|18.55|
|中际旭创|300308.SZ|2025-06-11|1199.79|1193.9|23.2|20.88|5.79|5.75|37.91|25.64|5.03|4.67|0.3||33.18|1227.31|1156.07|17.23|
|中际旭创|300308.SZ|2025-06-10|1195.3|1189.42|23.11|20.81|5.77|5.75|37.77|25.55|5.01|4.65|0.3||33.06|1222.82|1151.58|17.16|
|中际旭创|300308.SZ|2025-06-09|1203.95|1198.03|23.28|20.96|5.81|5.79|38.04|25.73|5.05|4.69|0.29||33.29|1231.47|1160.24|17.29|
|中际旭创|300308.SZ|2025-06-06|1147.38|1141.74|22.19|19.97|5.54|5.52|36.26|24.52|4.81|4.47|0.31||31.73|1174.91|1103.67|16.45|
|中际旭创|300308.SZ|2025-06-05|1141.06|1135.45|22.06|19.86|5.51|5.49|36.06|24.39|4.78|4.44|0.31|0.31|31.56|1168.58|1097.35|16.35|
|中际旭创|300308.SZ|2025-06-04|1079.17|1073.87|20.87|18.78|5.21|5.19|34.1|23.07|4.52|4.2|0.33|0.33|29.84|1106.69|1035.46|15.43|
|中际旭创|300308.SZ|2025-06-03|1017.73|1012.72|19.68|17.71|4.91|4.89|32.16|21.75|4.26|3.96|0.35|0.35|28.14|1045.25|974.01|14.51|
|中际旭创|300308.SZ|2025-05-30|1037.58|1032.48|20.06|18.06|5.01|4.99|32.79|22.18|4.35|4.04|0.34|0.34|28.69|1065.1|993.87|14.81|
|中际旭创|300308.SZ|2025-05-29|1053|1047.82|20.36|18.33|5.08|5.06|33.27|22.51|4.41|4.1|0.34|0.34|29.12|1080.52|1009.28|15.04|
|中际旭创|300308.SZ|2025-05-28|1027.26|1022.22|19.86|17.88|4.96|4.94|32.46|21.96|4.3|4|0.35|0.35|28.41|1054.79|983.55|14.66|
|中际旭创|300308.SZ|2025-05-27|999.98|995.07|19.34|17.41|4.83|4.81|31.6|21.37|4.19|3.89|0.36|0.36|27.65|1027.5|956.27|14.25|
|中际旭创|300308.SZ|2025-05-26|1020.82|1015.78|19.74|17.77|4.93|4.93|32.26|21.82|4.28|3.97|0.35|0.35|28.23|1048.34|977.11|14.56|
|中际旭创|300308.SZ|2025-05-23|1015.4|1010.39|19.63|17.67|4.9|4.9|32.09|21.7|4.26|3.95|0.35|0.35|28.08|1042.93|971.69|14.48|
|中际旭创|300308.SZ|2025-05-22|1044.03|1038.88|20.19|18.17|5.04|5.04|32.99|22.32|4.38|4.06|0.34|0.34|28.87|1071.55|1000.32|14.91|
|中际旭创|300308.SZ|2025-05-21|1057.53|1052.31|20.45|18.41|5.11|5.11|33.42|22.6|4.43|4.12|0.34|0.34|29.25|1085.05|1013.82|15.11|
|中际旭创|300308.SZ|2025-05-20|1060.07|1054.84|20.5|18.45|5.12|5.12|33.5|22.66|4.44|4.13|0.34|0.34|29.32|1087.59|1016.36|15.14|
|中际旭创|300308.SZ|2025-05-19|1052.56|1047.36|20.35|18.32|5.08|5.08|33.26|22.5|4.41|4.1|0.34|0.34|29.11|1080.08|1008.85|15.03|
|中际旭创|300308.SZ|2025-05-16|1080.73|1075.39|20.9|18.81|5.22|5.22|34.15|23.1|4.53|4.21|0.33|0.33|29.89|1108.25|1037.02|15.45|
|中际旭创|300308.SZ|2025-05-15|1039.74|1034.61|20.11|18.1|5.02|5.02|32.86|22.22|4.36|4.05|0.34|0.34|28.75|1067.27|996.03|14.84|
|中际旭创|300308.SZ|2025-05-14|1086.91|1081.55|21.02|18.92|5.25|5.25|34.35|23.23|4.55|4.23|0.33|0.33|30.06|1114.44|1043.2|15.54|
|中际旭创|300308.SZ|2025-05-13|1065.26|1060.01|20.6|18.54|5.14|5.14|33.66|22.77|4.46|4.15|0.33|0.33|29.46|1092.79|1021.55|15.22|
|中际旭创|300308.SZ|2025-05-12|1074.54|1069.24|20.78|18.7|5.19|5.19|33.96|22.97|4.5|4.18|0.33|0.33|29.72|1102.07|1030.83|15.36|
|中际旭创|300308.SZ|2025-05-09|1047.26|1042.09|20.25|18.23|5.06|5.06|33.09|22.38|4.39|4.08|0.34|0.34|28.96|1074.78|1003.54|14.95|
|中际旭创|300308.SZ|2025-05-08|1065.93|1060.66|20.61|18.55|5.15|5.15|33.68|22.78|4.47|4.15|0.33|0.33|29.48|1093.45|1022.21|15.23|
|中际旭创|300308.SZ|2025-05-07|957.22|952.5|18.51|16.66|4.62|4.62|30.25|20.46|4.01|3.73|0.37|0.37|26.47|984.75|913.51|13.61|
|中际旭创|300308.SZ|2025-05-06|957.22|952.5|18.51|16.66|4.62|4.62|30.25|20.46|4.01|3.73|0.37|0.37|26.47|984.75|913.51|13.61|
|中际旭创|300308.SZ|2025-04-30|922.31|917.76|17.83|16.05|4.45|4.45|29.14|19.71|3.87|3.59|0.39|0.39|25.51|949.84|878.6|13.09|
|中际旭创|300308.SZ|2025-04-29|917.9|913.37|17.75|15.98|4.43|4.43|29.01|19.62|3.85|3.57|0.39|0.39|25.38|945.42|874.18|13.03|
|中际旭创|300308.SZ|2025-04-28|921.21|916.66|17.81|16.03|4.45|4.45|29.11|19.69|3.86|3.59|0.39|0.39|25.48|948.73|877.5|13.08|
|中际旭创|300308.SZ|2025-04-25|941.98|937.33|18.21|16.4|4.55|4.55|29.77|20.13|3.95|3.67|0.38|0.38|26.05|969.5|898.27|13.38|
|中际旭创|300308.SZ|2025-04-24|898.45|894.02|17.37|15.64|4.34|4.34|28.39|19.2|3.77|3.5|0.4|0.4|24.85|925.98|854.74|12.74|
|中际旭创|300308.SZ|2025-04-23|922.65|918.09|17.84|16.06|4.45|4.45|29.16|19.72|3.87|3.59|0.38|0.38|25.52|950.17|878.93|13.1|
|中际旭创|300308.SZ|2025-04-22|884.53|880.17|17.1|15.4|4.27|4.27|27.95|18.91|3.71|3.44|0.4|0.4|24.46|912.06|840.82|12.53|
|中际旭创|300308.SZ|2025-04-21|896.91|892.48|17.34|15.61|4.33|4.33|28.34|19.17|3.76|3.49|0.4|0.4|24.8|924.43|853.19|12.71|
|中际旭创|300308.SZ|2025-04-18|874.26|869.95|40.22|16.91|4.95|4.57|46.08|49.39|8.16|3.66|0.41|0.41|27.52|894.08|859.93|29.1|
|中际旭创|300308.SZ|2025-04-17|857.36|853.13|39.45|16.58|4.85|4.48|45.19|48.43|8|3.59|0.41|0.41|26.99|877.18|843.03|28.53|
|中际旭创|300308.SZ|2025-04-16|861.56|857.3|39.64|16.66|4.88|4.5|45.41|48.67|8.04|3.61|0.41|0.41|27.12|881.38|847.23|28.67|
