vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,中际旭创2021年1月至2026年7月每月末市盈率TTM走势,1,股票价值分析,,,"|股票名称|股票代码|交易日|总市值（亿元）|流通市值（亿元）|市盈率PE(LYR)|市盈率PE(TTM)|市净率PB(MRQ)|市净率PB(LF)|市现率PCF(LYR)|市现率PCF(TTM)|市销率PS(LYR)|市销率PS(TTM)|股息率|滚动股息率|PEG|企业价值(含货币资金)EV1(亿元)|企业价值(剔除货币资金)EV2(亿元)|企业价值倍数EV2/EBITDA|
|中际旭创|300308.SZ|2022-03-08|278.76|230.06|32.21|31.87|3.26|2.43|1285.32|54.56|3.95|3.62|0.31|0.31|-543.46|311.88|299.46|21.71|
|中际旭创|300308.SZ|2022-03-07|280.76|231.71|32.44|32.1|3.29|2.45|1294.54|54.95|3.98|3.65|0.31|0.31|-547.35|313.88|301.46|21.86|
|中际旭创|300308.SZ|2022-03-04|301.07|248.48|34.79|34.42|3.52|2.62|1388.19|58.93|4.27|3.91|0.29|0.29|-586.95|334.19|321.77|23.33|
|中际旭创|300308.SZ|2022-03-03|301.47|248.81|34.83|34.47|3.53|2.63|1390.03|59.01|4.28|3.92|0.29|0.29|-587.73|334.59|322.17|23.36|
|中际旭创|300308.SZ|2022-03-02|307.07|253.43|35.48|35.11|3.59|2.67|1415.84|60.1|4.36|3.99|0.28|0.28|-598.64|340.19|327.77|23.76|
|中际旭创|300308.SZ|2022-03-01|306.35|252.83|35.4|35.02|3.58|2.67|1412.53|59.96|4.35|3.98|0.28|0.28|-597.24|339.47|327.05|23.71|
|中际旭创|300308.SZ|2022-02-28|307.47|253.76|35.53|35.15|3.6|2.68|1417.69|60.18|4.36|4|0.28|0.28|-599.42|340.59|328.17|23.79|
|中际旭创|300308.SZ|2022-02-25|296.44|244.65|34.25|35.9|3.47|2.65|1366.81|58.02|4.21|4.14|0.29|0.29|1672.84|329.55|317.14|22.99|
|中际旭创|300308.SZ|2022-02-24|296.12|254.15|34.21|35.86|3.46|2.64|1365.33|57.96|4.2|4.13|0.29|0.29|1671.03|329.23|316.82|22.97|
|中际旭创|300308.SZ|2022-02-23|302.76|259.85|34.98|36.67|3.54|2.7|1395.95|59.26|4.29|4.22|0.28|0.28|1708.51|335.88|323.46|23.45|
|中际旭创|300308.SZ|2022-02-22|299|256.62|34.55|36.21|3.5|2.67|1378.61|58.52|4.24|4.17|0.29|0.29|1687.29|332.11|319.7|23.18|
|中际旭创|300308.SZ|2022-02-21|309.56|265.68|35.77|37.49|3.62|2.76|1427.31|60.59|4.39|4.32|0.28|0.28|1746.89|342.68|330.26|23.95|
|中际旭创|300308.SZ|2022-02-18|298.92|256.55|34.54|36.2|3.5|2.67|1378.24|58.51|4.24|4.17|0.29|0.29|1686.84|332.03|319.62|23.17|
|中际旭创|300308.SZ|2022-02-17|284.83|244.47|32.91|34.5|3.33|2.54|1313.31|55.75|4.04|3.97|0.3|0.3|1607.37|317.95|305.53|22.15|
|中际旭创|300308.SZ|2022-02-16|284.03|243.78|32.82|34.4|3.32|2.53|1309.62|55.6|4.03|3.96|0.3|0.3|1602.86|317.15|304.73|22.09|
|中际旭创|300308.SZ|2022-02-15|284.75|244.4|32.9|34.49|3.33|2.54|1312.94|55.74|4.04|3.97|0.3|0.3|1606.92|317.87|305.45|22.15|
|中际旭创|300308.SZ|2022-02-14|278.75|239.25|32.21|33.76|3.26|2.49|1285.28|54.56|3.95|3.89|0.31|0.31|1573.06|311.87|299.45|21.71|
|中际旭创|300308.SZ|2022-02-11|277.95|238.56|32.12|33.66|3.25|2.48|1281.59|54.41|3.94|3.88|0.31|0.31|1568.54|311.07|298.65|21.65|
|中际旭创|300308.SZ|2022-02-10|293.16|251.61|33.87|35.5|3.43|2.61|1351.68|57.38|4.16|4.09|0.29|0.29|1654.33|326.27|313.86|22.76|
|中际旭创|300308.SZ|2022-02-09|295.56|253.67|34.15|35.79|3.46|2.64|1362.75|57.85|4.19|4.12|0.29|0.29|1667.87|328.67|316.26|22.93|
|中际旭创|300308.SZ|2022-02-08|288.43|247.56|33.33|34.93|3.37|2.57|1329.91|56.46|4.09|4.02|0.3|0.3|1627.69|321.55|309.14|22.41|
|中际旭创|300308.SZ|2022-02-07|286.83|246.18|33.14|34.74|3.36|2.56|1322.54|56.14|4.07|4|0.3|0.3|1618.66|319.95|307.53|22.3|
|中际旭创|300308.SZ|2022-01-28|286.43|245.84|33.1|34.69|3.35|2.55|1320.69|56.07|4.06|4|0.3|0.3|1616.4|319.55|307.13|22.27|
|中际旭创|300308.SZ|2022-01-27|284.67|244.33|32.89|34.48|3.33|2.54|1312.58|55.72|4.04|3.97|0.3|0.3|1606.47|317.79|305.37|22.14|
|中际旭创|300308.SZ|2022-01-26|294.52|252.77|34.03|35.67|3.45|2.63|1357.95|57.65|4.18|4.11|0.29|0.29|1662|327.63|315.22|22.85|
|中际旭创|300308.SZ|2022-01-25|301.96|259.16|34.89|36.57|3.53|2.69|1392.26|59.1|4.28|4.21|0.29|0.29|1703.99|335.08|322.66|23.39|
|中际旭创|300308.SZ|2022-01-24|311.4|267.26|35.98|37.71|3.64|2.78|1435.79|60.95|4.42|4.34|0.28|0.28|1757.27|344.52|332.1|24.08|
|中际旭创|300308.SZ|2022-01-21|307.96|264.31|35.58|37.3|3.6|2.75|1419.93|60.28|4.37|4.3|0.28|0.28|1737.86|341.08|328.66|23.83|
|中际旭创|300308.SZ|2022-01-20|308.12|264.45|35.6|37.32|3.61|2.75|1420.67|60.31|4.37|4.3|0.28|0.28|1738.76|341.24|328.82|23.84|
|中际旭创|300308.SZ|2022-01-19|314.68|270.08|36.36|38.11|3.68|2.81|1450.92|61.59|4.46|4.39|0.27|0.27|1775.78|347.8|335.38|24.32|
|中际旭创|300308.SZ|2022-01-18|316.6|271.73|36.58|38.34|3.7|2.82|1459.77|61.97|4.49|4.42|0.27|0.27|1786.62|349.72|337.3|24.46|
|中际旭创|300308.SZ|2022-01-17|321.24|275.71|37.12|38.9|3.76|2.87|1481.17|62.88|4.56|4.48|0.27|0.27|1812.81|354.36|341.94|24.79|
|中际旭创|300308.SZ|2022-01-14|312.6|268.29|36.12|37.86|3.66|2.79|1441.33|61.19|4.43|4.36|0.28|0.28|1764.05|345.72|333.3|24.17|
|中际旭创|300308.SZ|2022-01-13|309.8|265.89|35.79|37.52|3.62|2.76|1428.41|60.64|4.39|4.32|0.28|0.28|1748.24|342.92|330.5|23.96|
|中际旭创|300308.SZ|2022-01-12|323.24|277.43|37.35|39.15|3.78|2.88|1490.39|63.27|4.59|4.51|0.27|0.27|1824.1|356.36|343.94|24.94|
|中际旭创|300308.SZ|2022-01-11|343.24|294.6|39.66|41.57|4.02|3.06|1582.62|67.18|4.87|4.79|0.25|0.25|1936.97|376.36|363.94|26.39|
|中际旭创|300308.SZ|2022-01-10|346.76|297.62|40.07|42|4.06|3.09|1598.85|67.87|4.92|4.84|0.25|0.25|1956.84|379.88|367.46|26.64|
|中际旭创|300308.SZ|2022-01-07|338.68|290.68|39.13|41.02|3.96|3.02|1561.59|66.29|4.8|4.73|0.25|0.25|1911.24|371.8|359.38|26.06|
|中际旭创|300308.SZ|2022-01-06|331.64|284.64|38.32|40.16|3.88|2.96|1529.13|64.91|4.7|4.63|0.26|0.26|1871.5|364.76|352.34|25.55|
|中际旭创|300308.SZ|2022-01-05|335.24|287.73|38.73|40.6|3.92|2.99|1545.73|65.62|4.76|4.68|0.26|0.26|1891.82|368.36|355.94|25.81|
|中际旭创|300308.SZ|2022-01-04|335.64|288.07|38.78|40.65|3.93|2.99|1547.57|65.7|4.76|4.68|0.26|0.26|1894.08|368.76|356.34|25.84|
|中际旭创|300308.SZ|2021-12-31|340.04|291.85|39.29|41.18|3.98|3.03|1567.86|66.56|4.82|4.74|0.18|0.25|1918.91|373.16|360.74|26.16|
|中际旭创|300308.SZ|2021-12-30|347.16|297.96|40.11|42.04|4.06|3.1|1600.69|67.95|4.92|4.84|0.17|0.25|1959.1|380.28|367.86|26.67|
|中际旭创|300308.SZ|2021-12-29|344.04|295.28|39.75|41.67|4.03|3.07|1586.31|67.34|4.88|4.8|0.17|0.25|1941.49|377.16|364.74|26.45|
|中际旭创|300308.SZ|2021-12-28|340.04|291.85|39.29|41.18|3.98|3.03|1567.86|66.56|4.82|4.74|0.18|0.25|1918.91|373.16|360.74|26.16|
|中际旭创|300308.SZ|2021-12-27|337.8|289.93|39.03|40.91|3.95|3.01|1557.53|66.12|4.79|4.71|0.18|0.26|1906.27|370.92|358.5|25.99|
|中际旭创|300308.SZ|2021-12-24|331.16|284.23|38.26|40.11|3.87|2.95|1526.91|64.82|4.7|4.62|0.18|0.26|1868.8|364.28|351.86|25.51|
|中际旭创|300308.SZ|2021-12-23|337.24|289.44|38.97|40.84|3.95|3.01|1554.95|66.01|4.78|4.71|0.18|0.26|1903.11|370.36|357.94|25.95|
|中际旭创|300308.SZ|2021-12-22|340.04|291.85|39.29|41.18|3.98|3.03|1567.86|66.56|4.82|4.74|0.18|0.25|1918.91|373.16|360.74|26.16|
|中际旭创|300308.SZ|2021-12-21|338.36|290.41|39.09|40.98|3.96|3.02|1560.11|66.23|4.8|4.72|0.18|0.26|1909.43|371.48|359.06|26.03|
|中际旭创|300308.SZ|2021-12-20|323.24|277.43|37.35|39.15|3.78|2.88|1490.39|63.27|4.59|4.51|0.19|0.27|1824.1|356.36|343.94|24.94|
|中际旭创|300308.SZ|2021-12-17|323.08|277.29|37.33|39.13|3.78|2.88|1489.65|63.24|4.58|4.51|0.19|0.27|1823.19|356.2|343.78|24.93|
|中际旭创|300308.SZ|2021-12-16|326.04|279.83|37.67|39.49|3.81|2.91|1503.3|63.82|4.62|4.55|0.18|0.26|1839.9|359.16|346.74|25.14|
|中际旭创|300308.SZ|2021-12-15|330.6|283.75|38.2|40.04|3.87|2.95|1524.33|64.71|4.69|4.61|0.18|0.26|1865.63|363.72|351.3|25.47|
|中际旭创|300308.SZ|2021-12-14|326.84|280.52|37.76|39.58|3.82|2.92|1506.99|63.97|4.64|4.56|0.18|0.26|1844.41|359.96|347.54|25.2|
|中际旭创|300308.SZ|2021-12-13|316.84|271.93|36.61|38.37|3.71|2.83|1460.88|62.02|4.49|4.42|0.19|0.27|1787.98|349.96|337.54|24.47|
|中际旭创|300308.SZ|2021-12-10|309.64|265.75|35.78|37.5|3.62|2.76|1427.68|60.61|4.39|4.32|0.19|0.28|1747.34|342.76|330.34|23.95|
|中际旭创|300308.SZ|2021-12-09|305.16|261.91|35.26|36.96|3.57|2.72|1407.02|59.73|4.33|4.26|0.2|0.28|1722.06|338.28|325.86|23.63|
|中际旭创|300308.SZ|2021-12-08|314.28|269.74|36.31|38.06|3.68|2.8|1449.07|61.52|4.46|4.39|0.19|0.27|1773.53|347.4|334.98|24.29|
|中际旭创|300308.SZ|2021-12-07|297.56|255.38|34.38|36.04|3.48|2.65|1371.97|58.24|4.22|4.15|0.2|0.29|1679.16|330.67|318.26|23.07|
|中际旭创|300308.SZ|2021-12-06|302.44|259.57|34.94|36.63|3.54|2.7|1394.47|59.2|4.29|4.22|0.2|0.29|1706.7|335.56|323.14|23.43|
|中际旭创|300308.SZ|2021-12-03|313.16|268.78|36.18|37.93|3.66|2.79|1443.91|61.3|4.44|4.37|0.19|0.28|1767.21|346.28|333.86|24.21|
|中际旭创|300308.SZ|2021-12-02|309.8|265.89|35.79|37.52|3.62|2.76|1428.41|60.64|4.39|4.32|0.19|0.28|1748.24|342.92|330.5|23.96|
|中际旭创|300308.SZ|2021-12-01|314.12|269.6|36.29|38.04|3.68|2.8|1448.33|61.48|4.46|4.38|0.19|0.27|1772.62|347.24|334.82|24.28|
|中际旭创|300308.SZ|2021-11-30|305.16|261.91|35.26|36.96|3.57|2.72|1407.02|59.73|4.33|4.26|0.2|0.28|1722.06|338.28|325.86|23.63|
|中际旭创|300308.SZ|2021-11-29|303.48|260.47|35.06|36.75|3.55|2.71|1399.27|59.4|4.3|4.23|0.2|0.28|1712.57|336.6|324.18|23.5|
|中际旭创|300308.SZ|2021-11-26|305.64|262.32|35.31|37.02|3.58|2.73|1409.23|59.82|4.34|4.26|0.2|0.28|1724.76|338.76|326.34|23.66|
|中际旭创|300308.SZ|2021-11-25|313.32|268.91|36.2|37.95|3.67|2.79|1444.65|61.33|4.44|4.37|0.19|0.28|1768.11|346.44|334.02|24.22|
|中际旭创|300308.SZ|2021-11-24|320.04|274.68|36.98|38.76|3.74|2.85|1475.63|62.64|4.54|4.47|0.19|0.27|1806.04|353.16|340.74|24.71|
|中际旭创|300308.SZ|2021-11-23|311.16|267.06|35.95|37.68|3.64|2.78|1434.68|60.9|4.41|4.34|0.19|0.28|1755.92|344.28|331.86|24.06|
|中际旭创|300308.SZ|2021-11-22|303.32|260.33|35.05|36.73|3.55|2.71|1398.53|59.37|4.3|4.23|0.2|0.28|1711.67|336.44|324.02|23.49|
|中际旭创|300308.SZ|2021-11-19|270.43|232.11|31.25|32.75|3.16|2.41|1246.91|52.93|3.84|3.77|0.22|0.32|1526.1|303.55|291.13|21.11|
|中际旭创|300308.SZ|2021-11-18|266.83|229.02|30.83|32.32|3.12|2.38|1230.31|52.23|3.79|3.72|0.22|0.32|1505.78|299.95|287.53|20.85|
|中际旭创|300308.SZ|2021-11-17|273.23|234.51|31.57|33.09|3.2|2.44|1259.82|53.48|3.88|3.81|0.22|0.32|1541.9|306.35|293.93|21.31|
|中际旭创|300308.SZ|2021-11-16|270.19|231.9|31.22|32.72|3.16|2.41|1245.8|52.89|3.83|3.77|0.22|0.32|1524.75|303.31|290.89|21.09|
|中际旭创|300308.SZ|2021-11-15|278.03|238.63|32.12|33.67|3.25|2.48|1281.96|54.42|3.94|3.88|0.22|0.31|1568.99|311.15|298.73|21.66|
|中际旭创|300308.SZ|2021-11-12|283.39|243.23|32.74|34.32|3.32|2.53|1306.67|55.47|4.02|3.95|0.21|0.3|1599.24|316.51|304.09|22.05|
|中际旭创|300308.SZ|2021-11-11|282.91|242.82|32.69|34.26|3.31|2.52|1304.46|55.38|4.01|3.95|0.21|0.3|1596.54|316.03|303.61|22.01|
|中际旭创|300308.SZ|2021-11-10|278.43|238.97|32.17|33.72|3.26|2.48|1283.8|54.5|3.95|3.88|0.22|0.31|1571.25|311.55|299.13|21.69|
|中际旭创|300308.SZ|2021-11-09|279.15|239.59|32.25|33.81|3.27|2.49|1287.12|54.64|3.96|3.9|0.21|0.31|1575.31|312.27|299.85|21.74|
|中际旭创|300308.SZ|2021-11-08|279.39|239.8|32.28|33.84|3.27|2.49|1288.23|54.69|3.96|3.9|0.21|0.31|1576.67|312.51|300.09|21.76|
|中际旭创|300308.SZ|2021-11-05|279.47|239.86|32.29|33.85|3.27|2.49|1288.6|54.7|3.96|3.9|0.21|0.31|1577.12|312.59|300.17|21.76|
|中际旭创|300308.SZ|2021-11-04|280.75|240.96|32.44|34|3.29|3.29|1294.5|54.95|3.98|3.92|0.21|0.31|1584.34|313.87|301.45|21.86|
|中际旭创|300308.SZ|2021-11-03|248.49|239.32|28.71|30.09|2.91|2.91|1145.72|48.64|3.52|3.47|0.24|0.35|1402.25|281.6|269.19|19.52|
|中际旭创|300308.SZ|2021-11-02|248.27|239.11|28.69|30.07|2.9|2.9|1144.73|48.6|3.52|3.46|0.24|0.35|1401.05|281.39|268.97|19.5|
|中际旭创|300308.SZ|2021-11-01|241.14|232.24|27.86|29.2|2.82|2.82|1111.86|47.2|3.42|3.36|0.25|0.36|1360.81|274.26|261.84|18.98|
|中际旭创|300308.SZ|2021-10-29|235.79|227.09|27.24|28.56|2.76|2.76|1087.2|46.15|3.34|3.29|0.25|0.37|1330.63|268.91|256.49|18.6|
|中际旭创|300308.SZ|2021-10-28|233.94|225.31|27.03|28.33|2.74|2.74|1078.65|45.79|3.32|3.26|0.26|0.37|1320.17|267.06|254.64|18.46|
|中际旭创|300308.SZ|2021-10-27|237.65|228.88|27.46|28.78|2.78|2.78|1095.75|46.52|3.37|3.32|0.25|0.36|1341.09|270.77|258.35|18.73|
|中际旭创|300308.SZ|2021-10-26|244.64|235.61|28.27|29.63|2.86|2.86|1127.97|47.88|3.47|3.41|0.24|0.35|1380.52|277.75|265.34|19.24|
|中际旭创|300308.SZ|2021-10-25|236.79|228.05|27.36|28.15|2.89|2.85|1091.8|97.28|3.36|3.33|0.25|0.36|500.84|270.54|257.2|18.65|
|中际旭创|300308.SZ|2021-10-22|234.01|225.38|27.04|27.82|2.85|2.81|1078.98|96.13|3.32|3.29|0.26|0.37|494.96|267.76|254.42|18.45|
|中际旭创|300308.SZ|2021-10-21|236.86|228.12|27.37|28.16|2.89|2.85|1092.13|97.31|3.36|3.33|0.25|0.36|500.99|270.61|257.27|18.65|
|中际旭创|300308.SZ|2021-10-20|239.07|230.25|27.62|28.42|2.91|2.87|1102.32|98.21|3.39|3.37|0.25|0.36|505.67|272.82|259.48|18.81|
|中际旭创|300308.SZ|2021-10-19|238.29|229.5|27.53|28.33|2.91|2.87|1098.71|97.89|3.38|3.35|0.25|0.36|504.01|272.04|258.7|18.76|
|中际旭创|300308.SZ|2021-10-18|235.51|226.82|27.21|28|2.87|2.83|1085.89|96.75|3.34|3.32|0.25|0.37|498.12|269.26|255.92|18.55|
|中际旭创|300308.SZ|2021-10-15|244.07|235.06|28.2|29.02|2.98|2.93|1125.34|100.26|3.46|3.44|0.25|0.35|516.22|277.81|264.47|19.18|
|中际旭创|300308.SZ|2021-10-14|248.63|239.45|28.73|29.56|3.03|2.99|1146.38|102.14|3.53|3.5|0.24|0.35|525.87|282.38|269.03|19.51|
|中际旭创|300308.SZ|2021-10-13|250.34|241.1|28.92|29.76|3.05|3.01|1154.27|102.84|3.55|3.52|0.24|0.34|529.49|284.09|270.75|19.63|
|中际旭创|300308.SZ|2021-10-12|247.99|238.83|28.65|29.48|3.02|2.98|1143.42|101.87|3.52|3.49|0.24|0.35|524.52|281.74|268.39|19.46|
|中际旭创|300308.SZ|2021-10-11|253.83|244.47|29.33|30.18|3.09|3.05|1170.38|104.28|3.6|3.57|0.24|0.34|536.88|287.58|274.24|19.88|
|中际旭创|300308.SZ|2021-10-08|249.98|240.76|28.88|29.72|3.05|3.01|1152.62|102.69|3.55|3.52|0.24|0.35|528.74|283.73|270.39|19.6|
|中际旭创|300308.SZ|2021-09-30|248.7|239.52|28.74|29.57|3.03|2.99|1146.71|102.17|3.53|3.5|0.24|0.35|526.02|282.45|269.11|19.51|
|中际旭创|300308.SZ|2021-09-29|248.91|239.73|28.76|29.59|3.03|2.99|1147.69|102.26|3.53|3.5|0.24|0.35|526.48|282.66|269.32|19.53|
|中际旭创|300308.SZ|2021-09-28|243.57|234.58|28.14|28.96|2.97|2.93|1123.04|100.06|3.46|3.43|0.25|0.35|515.17|277.32|263.97|19.14|
|中际旭创|300308.SZ|2021-09-27|251.98|242.68|29.11|29.96|3.07|3.03|1161.83|103.52|3.57|3.55|0.24|0.34|532.96|285.73|272.39|19.75|
|中际旭创|300308.SZ|2021-09-24|247.06|236.35|28.55|29.37|3.01|3|1139.14|101.49|3.5|3.48|0.24|0.35|522.56|280.81|267.47|19.39|
|中际旭创|300308.SZ|2021-09-23|243.99|233.41|28.19|29.01|2.97|2.97|1125.01|100.23|3.46|3.44|0.25|0.35|516.07|277.74|264.4|19.17|
|中际旭创|300308.SZ|2021-09-22|247.42|236.69|28.59|29.41|3.02|3.01|1140.79|101.64|3.51|3.48|0.24|0.35|523.31|281.17|267.82|19.42|
|中际旭创|300308.SZ|2021-09-17|247.42|236.69|28.59|29.41|3.02|3.01|1140.79|101.64|3.51|3.48|0.24|0.35|523.31|281.17|267.82|19.42|
|中际旭创|300308.SZ|2021-09-16|244.71|234.09|28.27|29.09|2.98|2.98|1128.3|100.53|3.47|3.45|0.24|0.35|517.58|278.46|265.11|19.22|
|中际旭创|300308.SZ|2021-09-15|248.27|237.51|28.69|29.52|3.03|3.02|1144.73|101.99|3.52|3.5|0.24|0.35|525.12|282.02|268.68|19.48|
|中际旭创|300308.SZ|2021-09-14|244.71|234.09|28.27|29.09|2.98|2.98|1128.3|100.53|3.47|3.45|0.24|0.35|517.58|278.46|265.11|19.22|
|中际旭创|300308.SZ|2021-09-13|243.99|233.41|28.19|29.01|2.97|2.97|1125.01|100.23|3.46|3.44|0.25|0.35|516.07|277.74|264.4|19.17|
|中际旭创|300308.SZ|2021-09-10|253.91|242.89|29.34|30.18|3.1|3.09|1170.71|104.31|3.6|3.57|0.24|0.34|537.03|287.65|274.31|19.89|
|中际旭创|300308.SZ|2021-09-09|252.98|242.01|29.23|30.07|3.08|3.08|1166.43|103.93|3.59|3.56|0.24|0.34|535.07|286.73|273.38|19.82|
|中际旭创|300308.SZ|2021-09-08|261.53|250.19|30.22|31.09|3.19|3.18|1205.88|107.44|3.71|3.68|0.23|0.33|553.17|295.28|281.94|20.44|
|中际旭创|300308.SZ|2021-09-07|256.76|245.62|29.67|30.52|3.13|3.12|1183.86|105.48|3.64|3.61|0.23|0.34|543.07|290.51|277.16|20.1|
|中际旭创|300308.SZ|2021-09-06|263.25|251.83|30.42|31.3|3.21|3.2|1213.77|108.14|3.73|3.71|0.23|0.33|556.79|297|283.65|20.57|
|中际旭创|300308.SZ|2021-09-03|264.03|252.36|30.51|31.39|3.22|3.22|1217.39|108.47|3.75|3.72|0.23|0.33|558.45|297.78|284.44|20.62|
|中际旭创|300308.SZ|2021-09-02|254.55|243.3|29.41|30.26|3.1|3.1|1173.66|104.57|3.61|3.58|0.24|0.34|538.39|288.3|274.95|19.94|
|中际旭创|300308.SZ|2021-09-01|254.4|243.16|29.39|30.24|3.1|3.1|1173.01|104.51|3.61|3.58|0.24|0.34|538.09|288.15|274.81|19.93|
|中际旭创|300308.SZ|2021-08-31|252.55|241.39|29.18|30.02|3.08|3.08|1164.46|103.75|3.58|3.56|0.24|0.34|534.17|286.3|272.96|19.79|
|中际旭创|300308.SZ|2021-08-30|258.54|247.11|29.87|30.74|3.15|3.15|1192.07|106.21|3.67|3.64|0.23|0.33|546.84|292.29|278.95|20.22|
|中际旭创|300308.SZ|2021-08-27|258.18|246.77|29.83|30.69|3.15|3.15|1190.43|106.06|3.66|3.63|0.23|0.33|546.08|291.93|278.59|20.2|
|中际旭创|300308.SZ|2021-08-26|262.96|251.34|30.38|31.26|3.21|3.21|1212.46|108.03|3.73|3.7|0.23|0.33|556.19|296.71|283.37|20.55|
|中际旭创|300308.SZ|2021-08-25|266.6|254.81|30.8|31.55|3.31|3.35|1229.22|114.79|3.78|3.71|0.22|0.32|147.29|289.61|280.84|20.36|
|中际旭创|300308.SZ|2021-08-24|271.8|259.79|31.4|32.17|3.37|3.41|1253.22|117.03|3.86|3.78|0.22|0.32|150.17|294.81|286.04|20.74|
|中际旭创|300308.SZ|2021-08-23|269.38|257.47|31.12|31.88|3.34|3.38|1242.05|115.99|3.82|3.74|0.22|0.32|148.83|292.39|283.62|20.56|
|中际旭创|300308.SZ|2021-08-20|268.45|256.59|31.02|31.77|3.33|3.37|1237.77|115.59|3.81|3.73|0.22|0.32|148.32|291.46|282.69|20.5|
|中际旭创|300308.SZ|2021-08-19|274.87|262.72|31.76|32.53|3.41|3.45|1267.36|118.35|3.9|3.82|0.22|0.31|151.86|297.88|289.11|20.96|
|中际旭创|300308.SZ|2021-08-18|271.37|259.38|31.36|32.12|3.37|3.4|1251.25|116.85|3.85|3.77|0.22|0.32|149.93|294.38|285.61|20.71|
|中际旭创|300308.SZ|2021-08-17|281.5|269.06|32.52|33.32|3.49|3.53|1297.93|121.2|3.99|3.91|0.21|0.31|155.53|304.51|295.74|21.44|
|中际旭创|300308.SZ|2021-08-16|290.91|278.05|33.61|34.43|3.61|3.65|1341.33|125.26|4.13|4.04|0.21|0.3|160.73|313.92|305.15|22.12|
|中际旭创|300308.SZ|2021-08-13|288.34|275.6|33.32|34.13|3.58|3.62|1329.5|124.15|4.09|4.01|0.21|0.3|159.31|311.35|302.58|21.94|
|中际旭创|300308.SZ|2021-08-12|297.33|284.19|34.35|35.19|3.69|3.73|1370.92|128.02|4.22|4.13|0.2|0.29|164.27|320.34|311.57|22.59|
|中际旭创|300308.SZ|2021-08-11|296.33|283.23|34.24|35.07|3.68|3.72|1366.32|127.59|4.2|4.12|0.2|0.29|163.72|319.34|310.57|22.52|
|中际旭创|300308.SZ|2021-08-10|299.97|286.71|34.66|35.5|3.72|3.76|1383.08|129.16|4.26|4.17|0.2|0.29|165.73|322.98|314.21|22.78|
|中际旭创|300308.SZ|2021-08-09|299.54|286.3|34.61|35.45|3.72|3.76|1381.11|128.97|4.25|4.16|0.2|0.29|165.49|322.55|313.78|22.75|
|中际旭创|300308.SZ|2021-08-06|297.61|284.46|34.39|35.23|3.69|3.73|1372.23|128.14|4.22|4.14|0.2|0.29|164.43|320.62|311.85|22.61|
|中际旭创|300308.SZ|2021-08-05|299.61|286.37|34.62|35.46|3.72|3.76|1381.44|129|4.25|4.16|0.2|0.29|165.53|322.62|313.85|22.76|
|中际旭创|300308.SZ|2021-08-04|304.24|290.8|35.15|36.01|3.78|3.82|1402.81|131|4.32|4.23|0.2|0.28|168.09|327.25|318.48|23.09|
|中际旭创|300308.SZ|2021-08-03|302.18|288.82|34.91|35.77|3.75|3.79|1393.27|130.11|4.29|4.2|0.2|0.29|166.95|325.19|316.42|22.94|
|中际旭创|300308.SZ|2021-08-02|313.73|299.86|36.25|37.13|3.89|3.94|1446.53|135.08|4.45|4.36|0.19|0.28|173.33|336.74|327.97|23.78|
|中际旭创|300308.SZ|2021-07-30|304.24|290.8|35.15|36.01|3.78|3.82|1402.81|131|4.32|4.23|0.2|0.28|168.09|327.25|318.48|23.09|
|中际旭创|300308.SZ|2021-07-29|291.34|278.46|33.66|34.48|3.62|3.66|1343.3|125.44|4.13|4.05|0.21|0.3|160.96|314.35|305.58|22.16|
|中际旭创|300308.SZ|2021-07-28|278.5|266.2|32.18|32.96|3.46|3.49|1284.13|119.92|3.95|3.87|0.22|0.31|153.87|301.51|292.74|21.23|
|中际旭创|300308.SZ|2021-07-27|272.16|260.13|31.45|32.21|3.38|3.41|1254.87|117.18|3.86|3.78|0.22|0.32|150.37|295.17|286.4|20.77|
|中际旭创|300308.SZ|2021-07-26|239.72|229.12|27.7|28.37|2.98|3.01|1105.28|103.21|3.4|3.33|0.25|0.36|132.44|262.73|253.96|18.41|
|中际旭创|300308.SZ|2021-07-23|245.49|234.64|28.36|29.06|3.05|3.08|1131.91|105.7|3.48|3.41|0.24|0.35|135.63|268.5|259.73|18.83|
|中际旭创|300308.SZ|2021-07-22|247.49|236.55|28.6|29.29|3.07|3.11|1141.12|106.56|3.51|3.44|0.24|0.35|136.74|270.5|261.73|18.98|
|中际旭创|300308.SZ|2021-07-21|242.43|231.71|28.01|28.69|3.01|3.04|1117.78|104.38|3.44|3.37|0.25|0.36|133.94|265.43|256.67|18.61|
|中际旭创|300308.SZ|2021-07-20|241.64|230.96|27.92|28.6|3|3.03|1114.16|104.04|3.43|3.36|0.25|0.36|133.51|264.65|255.88|18.55|
|中际旭创|300308.SZ|2021-07-19|237.58|227.08|27.45|28.12|2.95|2.98|1095.42|102.29|3.37|3.3|0.25|0.36|131.26|260.59|251.82|18.26|
|中际旭创|300308.SZ|2021-07-16|233.23|222.92|26.95|27.6|2.9|2.93|1075.37|100.42|3.31|3.24|0.26|0.37|128.86|256.24|247.47|17.94|
|中际旭创|300308.SZ|2021-07-15|241.57|230.89|27.91|28.59|3|3.03|1113.83|104.01|3.43|3.36|0.25|0.36|133.47|264.58|255.81|18.55|
