vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,澜起科技2017年1月至2026年7月市盈率TTM历史走势,1,股票价值分析,,,"|股票名称|股票代码|交易日|总市值（亿元）|流通市值（亿元）|市盈率PE(LYR)|市盈率PE(TTM)|市净率PB(MRQ)|市净率PB(LF)|市现率PCF(LYR)|市现率PCF(TTM)|市销率PS(LYR)|市销率PS(TTM)|股息率|滚动股息率|PEG|企业价值(含货币资金)EV1(亿元)|企业价值(剔除货币资金)EV2(亿元)|企业价值倍数EV2/EBITDA|
|澜起科技|688008.SH|2024-10-17|700.83|700.83|155.43|72.84|6.9|6.88|95.84|49.9|30.66|23.18||0.48|1304.37|700.94|642.42|160.83|
|澜起科技|688008.SH|2024-10-16|711.8|711.8|157.86|73.98|7.01|6.99|97.34|50.68|31.14|23.55||0.48|1324.79|711.91|653.39|163.58|
|澜起科技|688008.SH|2024-10-15|742.65|742.65|164.7|77.18|7.31|7.29|101.56|52.88|32.49|24.57||0.46|1382.2|742.76|684.24|171.3|
|澜起科技|688008.SH|2024-10-14|764.7|764.7|169.59|79.47|7.53|7.51|104.57|54.45|33.46|25.3||0.44|1423.24|764.81|706.29|176.82|
|澜起科技|688008.SH|2024-10-11|748.59|748.59|166.02|77.8|7.37|7.35|102.37|53.3|32.75|24.76||0.45|1393.26|748.7|690.18|172.79|
|澜起科技|688008.SH|2024-10-10|809.94|809.94|179.62|84.18|7.98|7.95|110.76|57.67|35.43|26.79||0.42|1507.45|810.05|751.54|188.15|
|澜起科技|688008.SH|2024-10-09|895.86|895.86|198.68|93.11|8.82|8.8|122.51|63.79|39.19|29.63||0.38|1667.36|895.97|837.46|209.66|
|澜起科技|688008.SH|2024-10-08|917|917|203.37|95.3|9.03|9.01|125.4|65.29|40.12|30.33||0.37|1706.7|917.11|858.59|214.95|
|澜起科技|688008.SH|2024-09-30|764.13|764.13|169.46|79.41|7.52|7.5|104.5|54.41|33.43|25.28||0.44|1422.18|764.24|705.72|176.68|
|澜起科技|688008.SH|2024-09-27|651.25|651.25|144.43|67.68|6.41|6.4|89.06|46.37|28.49|21.54||0.52|1212.08|651.36|592.84|148.42|
|澜起科技|688008.SH|2024-09-26|597.32|597.32|132.47|62.08|5.88|5.87|81.68|42.53|26.13|19.76||0.57|1111.72|597.43|538.91|134.92|
|澜起科技|688008.SH|2024-09-25|570.24|570.24|126.46|59.26|5.62|5.6|77.98|40.6|24.95|18.86||0.59|1061.32|570.35|511.83|128.14|
|澜起科技|688008.SH|2024-09-24|571.61|571.61|126.77|59.41|5.63|5.61|78.17|40.7|25.01|18.91||0.59|1063.87|571.72|513.2|128.48|
|澜起科技|688008.SH|2024-09-23|554.13|554.13|122.89|57.59|5.46|5.44|75.78|39.45|24.24|18.33||0.61|1031.34|554.24|495.72|124.11|
|澜起科技|688008.SH|2024-09-20|566.58|566.58|125.65|58.88|5.58|5.56|77.48|40.34|24.79|18.74||0.6|1054.51|566.69|508.18|127.22|
|澜起科技|688008.SH|2024-09-19|559.39|559.39|124.06|58.14|5.51|5.49|76.5|39.83|24.47|18.5||0.6|1041.12|559.5|500.98|125.42|
|澜起科技|688008.SH|2024-09-18|563.27|563.27|124.92|58.54|5.55|5.53|77.03|40.11|24.64|18.63||0.6|1048.35|563.38|504.86|126.39|
|澜起科技|688008.SH|2024-09-13|583.49|583.49|129.4|60.64|5.75|5.73|79.79|41.55|25.53|19.3||0.58|1085.99|583.6|525.09|131.46|
|澜起科技|688008.SH|2024-09-12|585.09|585.09|129.76|60.81|5.76|5.75|80.01|41.66|25.6|19.35||0.58|1088.96|585.2|526.69|131.86|
|澜起科技|688008.SH|2024-09-11|591.95|591.95|131.28|61.52|5.83|5.81|80.95|42.15|25.9|19.58||0.57|1101.72|592.06|533.54|133.57|
|澜起科技|688008.SH|2024-09-10|588.41|588.41|130.49|61.15|5.79|5.78|80.47|41.9|25.74|19.46||0.57|1095.13|588.52|530|132.69|
|澜起科技|688008.SH|2024-09-09|586.12|586.12|129.99|60.91|5.77|5.76|80.15|41.73|25.64|19.39||0.58|1090.88|586.23|527.71|132.11|
|澜起科技|688008.SH|2024-09-06|591.15|591.15|131.1|61.44|5.82|5.81|80.84|42.09|25.86|19.55||0.57|1100.23|591.26|532.74|133.37|
|澜起科技|688008.SH|2024-09-05|594.12|594.12|131.76|61.75|5.85|5.84|81.25|42.3|25.99|19.65||0.57|1105.76|594.23|535.71|134.12|
|澜起科技|688008.SH|2024-09-04|595.15|595.15|131.99|61.85|5.86|5.85|81.39|42.38|26.04|19.69||0.57|1107.68|595.26|536.74|134.37|
|澜起科技|688008.SH|2024-09-03|604.86|604.86|134.14|62.86|5.96|5.94|82.72|43.07|26.46|20.01||0.56|1125.75|604.97|546.45|136.81|
|澜起科技|688008.SH|2024-09-02|570.7|570.7|126.57|59.31|5.62|5.61|78.04|40.63|24.97|18.88||0.59|1062.17|570.81|512.29|128.25|
|澜起科技|688008.SH|2024-08-30|601.32|601.32|133.36|62.49|5.92|5.91|82.23|42.81|26.31|19.89||0.56|1119.16|601.43|542.91|135.92|
|澜起科技|688008.SH|2024-08-29|586.69|586.69|130.11|60.97|5.78|5.76|80.23|41.77|25.67|19.41||0.58|1091.94|586.8|528.29|132.26|
|澜起科技|688008.SH|2024-08-28|582.01|582.01|129.07|60.49|5.73|5.72|79.59|41.44|25.46|19.25||0.58|1083.22|582.12|523.6|131.09|
|澜起科技|688008.SH|2024-08-27|595.6|595.6|132.09|61.9|5.87|5.85|81.45|42.41|26.06|19.7||0.57|1108.53|595.71|537.2|134.49|
|澜起科技|688008.SH|2024-08-26|606.69|606.69|134.55|92.68|5.95|6.2|82.97|52.74|26.54|23.3||0.56|-729.86|606.85|549.62|137.6|
|澜起科技|688008.SH|2024-08-23|616.97|616.97|136.83|94.25|6.05|6.31|84.37|53.64|26.99|23.7||0.55|-742.23|617.14|559.9|140.17|
|澜起科技|688008.SH|2024-08-22|618.8|618.8|137.23|94.53|6.07|6.33|84.62|53.8|27.07|23.77||0.55|-744.43|618.97|561.73|140.63|
|澜起科技|688008.SH|2024-08-21|626.45|626.45|138.93|95.7|6.14|6.4|85.67|54.46|27.41|24.06||0.54|-753.64|626.62|569.39|142.55|
|澜起科技|688008.SH|2024-08-20|629.08|629.08|139.51|96.1|6.17|6.43|86.03|54.69|27.52|24.16||0.54|-756.8|629.25|572.01|143.21|
|澜起科技|688008.SH|2024-08-19|631.94|631.94|140.15|96.54|6.2|6.46|86.42|54.94|27.65|24.27||0.54|-760.24|632.1|574.87|143.92|
|澜起科技|688008.SH|2024-08-16|615.26|615.26|136.45|93.99|6.03|6.29|84.14|53.49|26.92|23.63||0.55|-740.17|615.42|558.19|139.74|
|澜起科技|688008.SH|2024-08-15|618.11|618.11|137.08|94.43|6.06|6.32|84.53|53.74|27.04|23.74||0.55|-743.61|618.28|561.05|140.46|
|澜起科技|688008.SH|2024-08-14|614.11|614.11|136.19|93.82|6.02|6.28|83.98|53.39|26.87|23.59||0.55|-738.8|614.28|557.05|139.46|
|澜起科技|688008.SH|2024-08-13|626.8|626.8|139.01|95.75|6.15|6.41|85.72|54.49|27.42|24.08||0.54|-754.05|626.96|569.73|142.63|
|澜起科技|688008.SH|2024-08-12|614.69|614.69|136.32|93.9|6.03|6.28|84.06|53.44|26.89|23.61||0.55|-739.48|614.85|557.62|139.6|
|澜起科技|688008.SH|2024-08-09|605.54|605.54|134.29|92.51|5.94|6.19|82.81|52.65|26.49|23.26||0.56|-728.49|605.71|548.48|137.31|
|澜起科技|688008.SH|2024-08-08|608.29|608.29|134.9|92.93|5.96|6.22|83.18|52.88|26.61|23.36||0.56|-731.79|608.45|551.22|138|
|澜起科技|688008.SH|2024-08-07|603.95|603.95|133.94|92.26|5.92|6.17|82.59|52.51|26.42|23.2||0.56|-726.56|604.11|546.88|136.91|
|澜起科技|688008.SH|2024-08-06|607.49|607.49|134.72|92.8|5.96|6.21|83.08|52.81|26.58|23.33||0.56|-730.83|607.65|550.42|137.8|
|澜起科技|688008.SH|2024-08-05|607.83|607.83|134.8|92.86|5.96|6.21|83.12|52.84|26.59|23.35||0.56|-731.24|608|550.76|137.89|
|澜起科技|688008.SH|2024-08-02|646.68|646.68|143.42|98.79|6.34|6.61|88.43|56.22|28.29|24.84||0.52|-777.97|646.84|589.61|147.61|
|澜起科技|688008.SH|2024-08-01|677.07|677.07|150.16|103.43|6.64|6.92|92.59|58.86|29.62|26.01||0.5|-814.53|677.23|620|155.22|
|澜起科技|688008.SH|2024-07-31|680.95|680.95|151.02|104.03|6.68|6.96|93.12|59.2|29.79|26.16||0.5|-819.21|681.12|623.89|156.19|
|澜起科技|688008.SH|2024-07-30|668.04|668.04|148.15|102.05|6.55|6.83|91.36|58.08|29.23|25.66||0.51|-803.67|668.21|610.98|152.96|
|澜起科技|688008.SH|2024-07-29|662.67|662.67|146.96|101.23|6.5|6.78|90.62|57.61|28.99|25.45||0.51|-797.21|662.84|605.61|151.62|
|澜起科技|688008.SH|2024-07-26|664.67|664.67|147.41|101.54|6.52|6.81|90.9|57.79|29.08|25.53||0.51|-799.62|664.84|607.61|152.12|
|澜起科技|688008.SH|2024-07-25|664.33|664.33|147.33|101.49|6.51|6.81|90.85|57.76|29.06|25.52||0.51|-799.21|664.5|607.26|152.03|
|澜起科技|688008.SH|2024-07-24|673.23|673.23|149.31|102.85|6.6|6.9|92.07|58.53|29.45|25.86||0.5|-809.92|673.4|616.17|154.26|
|澜起科技|688008.SH|2024-07-23|671.18|671.18|148.85|102.53|6.58|6.88|91.79|58.35|29.36|25.78||0.5|-807.45|671.35|614.11|153.75|
|澜起科技|688008.SH|2024-07-22|729.74|729.74|161.84|111.48|7.15|7.48|99.79|63.44|31.93|28.03||0.46|-877.89|729.9|672.67|168.4|
|澜起科技|688008.SH|2024-07-19|719.23|719.23|159.51|109.87|7.05|7.37|98.36|62.53|31.47|27.63||0.47|-865.26|719.4|662.17|165.78|
|澜起科技|688008.SH|2024-07-18|719.12|719.12|159.48|109.86|7.05|7.37|98.34|62.52|31.46|27.62||0.47|-865.12|719.29|662.05|165.75|
|澜起科技|688008.SH|2024-07-17|721.52|721.52|160.01|110.22|7.07|7.4|98.67|62.73|31.57|27.71||0.47|-868.01|721.68|664.45|166.35|
|澜起科技|688008.SH|2024-07-16|742.29|742.29|164.62|113.4|7.28|7.61|101.51|64.53|32.47|28.51||0.46|-893|742.46|685.23|171.55|
|澜起科技|688008.SH|2024-07-15|733.96|733.96|162.77|112.12|7.2|7.52|100.37|63.81|32.11|28.19||0.46|-882.98|734.13|676.89|169.46|
|澜起科技|688008.SH|2024-07-12|726.65|726.65|161.15|111.01|7.12|7.45|99.37|63.17|31.79|27.91||0.47|-874.19|726.82|669.59|167.63|
|澜起科技|688008.SH|2024-07-11|710.22|710.22|157.51|108.5|6.96|7.28|97.12|61.75|31.07|27.28||0.48|-854.41|710.38|653.15|163.52|
|澜起科技|688008.SH|2024-07-10|691.73|691.73|153.41|105.67|6.78|7.09|94.59|60.14|30.26|26.57||0.49|-832.17|691.89|634.66|158.89|
|澜起科技|688008.SH|2024-07-09|682.37|682.37|151.33|104.24|6.69|7|93.31|59.32|29.85|26.21||0.5|-820.91|682.53|625.3|156.55|
|澜起科技|688008.SH|2024-07-08|679.51|679.51|150.7|103.81|6.66|6.97|92.92|59.08|29.73|26.1||0.5|-817.47|679.68|622.45|155.83|
|澜起科技|688008.SH|2024-07-05|654.17|654.17|145.08|99.93|6.41|6.71|89.46|56.87|28.62|25.13||0.52|-786.99|654.34|597.1|149.49|
|澜起科技|688008.SH|2024-07-04|639.9|639.9|141.91|97.76|6.27|6.56|87.51|55.63|28|24.58||0.53|-769.82|640.07|582.84|145.91|
|澜起科技|688008.SH|2024-07-03|639.9|639.9|141.91|97.76|6.27|6.56|87.51|55.63|28|24.58||0.53|-769.82|640.07|582.84|145.91|
|澜起科技|688008.SH|2024-07-02|634.08|634.08|140.62|96.87|6.22|6.5|86.71|55.13|27.74|24.36||0.53|-762.82|634.25|577.02|144.46|
|澜起科技|688008.SH|2024-07-01|644.7|644.7|142.98|98.49|6.32|6.61|88.16|56.05|28.21|24.76||0.52|-775.59|644.86|587.63|147.12|
|澜起科技|688008.SH|2024-06-28|652.46|652.46|144.7|99.67|6.4|6.69|89.23|56.72|28.54|25.06||0.52|-784.93|652.63|595.39|149.06|
|澜起科技|688008.SH|2024-06-27|639.79|639.79|141.89|97.74|6.27|6.56|87.49|55.62|27.99|24.57||0.53|-769.69|639.96|582.72|145.89|
|澜起科技|688008.SH|2024-06-26|642.64|642.64|142.52|98.17|6.3|6.59|87.88|55.87|28.12|24.68||0.53|-773.12|642.81|585.58|146.6|
|澜起科技|688008.SH|2024-06-25|627.35|627.35|139.13|95.84|6.15|6.43|85.79|54.54|27.45|24.1||0.54|-754.72|627.51|570.28|142.77|
|澜起科技|688008.SH|2024-06-24|652.12|652.12|144.62|99.62|6.39|6.69|89.18|56.69|28.53|25.05||0.52|-784.52|652.28|595.05|148.97|
|澜起科技|688008.SH|2024-06-21|648.46|648.46|143.81|99.06|6.36|6.65|88.68|56.38|28.37|24.91||0.52|-780.12|648.63|591.4|148.06|
|澜起科技|688008.SH|2024-06-20|640.13|640.13|141.96|97.79|6.28|6.56|87.54|55.65|28.01|24.59||0.53|-770.1|640.3|583.06|145.97|
|澜起科技|688008.SH|2024-06-19|629.74|629.74|139.66|96.2|6.17|6.46|86.12|54.75|27.55|24.19||0.54|-757.6|629.91|572.68|143.37|
|澜起科技|688008.SH|2024-06-18|620.73|620.73|137.66|94.83|6.09|6.36|84.89|53.97|27.16|23.84||0.54|-746.75|620.89|563.66|141.11|
|澜起科技|688008.SH|2024-06-17|614.45|614.45|136.27|93.87|6.02|6.3|84.03|53.42|26.88|23.6||0.55|-739.2|614.62|557.38|139.54|
|澜起科技|688008.SH|2024-06-14|604.97|604.97|134.17|92.42|5.93|6.2|82.73|52.6|26.47|23.24||0.56|-727.8|605.14|547.91|137.17|
|澜起科技|688008.SH|2024-06-13|601.55|601.55|133.41|91.9|5.9|6.17|82.26|52.3|26.32|23.11||0.56|-723.68|601.72|544.48|136.31|
|澜起科技|688008.SH|2024-06-12|588.99|588.99|130.62|89.98|5.77|6.04|80.55|51.21|25.77|22.62||0.57|-708.58|589.16|531.93|133.17|
|澜起科技|688008.SH|2024-06-11|583.4|583.4|129.38|89.12|5.72|5.98|79.78|50.72|25.52|22.41||0.58|-701.85|583.57|526.33|131.77|
|澜起科技|688008.SH|2024-06-07|577.58|577.58|128.09|88.23|5.66|5.92|78.99|50.21|25.27|22.18||0.59|-694.85|577.75|520.51|130.31|
|澜起科技|688008.SH|2024-06-06|584.54|584.54|129.64|89.3|5.73|5.99|79.94|50.82|25.57|22.45||0.58|-703.22|584.71|527.48|132.06|
|澜起科技|688008.SH|2024-06-05|594.36|594.36|131.81|90.8|5.83|5.89|81.28|51.67|26|22.83||0.57|-715.03|594.53|537.29|134.51|
|澜起科技|688008.SH|2024-06-04|612.17|612.17|135.76|93.52|6|6.07|83.72|53.22|26.78|23.51||0.56|-736.45|612.33|555.1|138.97|
|澜起科技|688008.SH|2024-06-03|620.61|620.61|137.64|94.81|6.08|6.15|84.87|53.96|27.15|23.84||0.55|-746.62|620.78|563.55|141.09|
|澜起科技|688008.SH|2024-05-31|604.97|604.97|134.17|92.42|5.93|5.99|82.73|52.6|26.47|23.24||0.56|-727.8|605.14|547.91|137.17|
|澜起科技|688008.SH|2024-05-30|603.26|603.26|133.79|92.16|5.91|5.98|82.5|52.45|26.39|23.17||0.57|-725.74|603.43|546.2|136.74|
|澜起科技|688008.SH|2024-05-29|602.58|602.58|133.64|92.05|5.91|5.97|82.4|52.39|26.36|23.15||0.57|-724.92|602.74|545.51|136.57|
|澜起科技|688008.SH|2024-05-28|599.95|599.95|133.05|91.65|5.88|5.94|82.04|52.16|26.25|23.04||0.57|-721.76|600.12|542.89|135.91|
|澜起科技|688008.SH|2024-05-27|600.64|600.64|133.21|91.76|5.89|5.95|82.14|52.22|26.28|23.07||0.57|-722.58|600.8|543.57|136.08|
|澜起科技|688008.SH|2024-05-24|567.88|567.88|125.94|86.75|5.57|5.63|77.66|49.37|24.84|21.81||0.6|-683.17|568.04|510.81|127.88|
|澜起科技|688008.SH|2024-05-23|579.86|579.86|128.6|88.58|5.69|5.75|79.3|50.41|25.37|22.27||0.59|-697.59|580.03|522.8|130.88|
|澜起科技|688008.SH|2024-05-22|585.23|585.23|129.79|89.4|5.74|5.8|80.03|50.88|25.6|22.48||0.58|-704.05|585.39|528.16|132.23|
|澜起科技|688008.SH|2024-05-21|569.59|569.59|126.32|87.01|5.58|5.64|77.89|49.52|24.92|21.88||0.6|-685.23|569.76|512.52|128.31|
|澜起科技|688008.SH|2024-05-20|572.21|572.21|126.9|87.41|5.61|5.67|78.25|49.75|25.03|21.98||0.6|-688.39|572.38|515.15|128.97|
|澜起科技|688008.SH|2024-05-17|564.57|564.57|125.21|86.25|5.54|5.59|77.21|49.08|24.7|21.69||0.6|-679.19|564.73|507.5|127.05|
|澜起科技|688008.SH|2024-05-16|561.71|561.71|124.57|85.81|5.51|5.57|76.82|48.83|24.57|21.58||0.61|-675.76|561.88|504.65|126.34|
|澜起科技|688008.SH|2024-05-15|567.08|567.08|125.76|86.63|5.56|5.62|77.55|49.3|24.81|21.78||0.6|-682.21|567.24|510.01|127.68|
|澜起科技|688008.SH|2024-05-14|576.67|576.67|127.89|88.09|5.65|5.71|78.86|50.13|25.23|22.15||0.59|-693.75|576.83|519.6|130.08|
|澜起科技|688008.SH|2024-05-13|580.55|580.55|128.75|88.69|5.69|5.75|79.39|50.47|25.4|22.3||0.59|-698.42|580.71|523.48|131.06|
|澜起科技|688008.SH|2024-05-10|580.66|580.66|128.78|88.71|5.69|5.75|79.41|50.48|25.4|22.3||0.59|-698.55|580.83|523.59|131.08|
|澜起科技|688008.SH|2024-05-09|582.83|582.83|129.26|89.04|5.71|5.78|79.7|50.67|25.5|22.39||0.59|-701.16|583|525.76|131.63|
|澜起科技|688008.SH|2024-05-08|580.66|580.66|128.78|88.71|5.69|5.75|79.41|50.48|25.4|22.3||0.59|-698.55|580.83|523.59|131.08|
|澜起科技|688008.SH|2024-05-07|576.89|576.89|127.94|88.13|5.66|5.72|78.89|50.15|25.24|22.16||0.59|-694.02|577.06|519.83|130.14|
|澜起科技|688008.SH|2024-05-06|582.72|582.72|129.23|89.02|5.71|5.71|79.69|50.66|25.49|22.38||0.59|-701.02|582.88|525.65|131.6|
|澜起科技|688008.SH|2024-04-30|581.12|581.12|128.88|88.77|5.7|5.7|79.47|50.52|25.42|22.32||0.59|-699.1|581.28|524.05|131.2|
|澜起科技|688008.SH|2024-04-29|585.91|585.91|129.94|89.51|5.74|5.74|80.12|50.94|25.63|22.5||0.58|-704.87|586.08|528.85|132.4|
|澜起科技|688008.SH|2024-04-26|579.52|579.52|128.52|88.53|5.68|5.68|79.25|50.38|25.35|22.26||0.59|-697.18|579.69|522.45|130.8|
|澜起科技|688008.SH|2024-04-25|551.33|551.33|122.27|122.27|5.41|5.54|75.39|75.39|24.12|24.12||0.62|-470.4|551.46|494.02|123.68|
|澜起科技|688008.SH|2024-04-24|537.51|537.51|119.21|119.21|5.27|5.4|73.51|73.51|23.52|23.52||0.64|-458.62|537.65|480.21|120.22|
|澜起科技|688008.SH|2024-04-23|527.01|527.01|116.88|116.88|5.17|5.29|72.07|72.07|23.06|23.06||0.65|-449.66|527.15|469.71|117.59|
|澜起科技|688008.SH|2024-04-22|533.4|533.4|118.3|118.3|5.23|5.36|72.94|72.94|23.34|23.34||0.64|-455.11|533.54|476.1|119.19|
|澜起科技|688008.SH|2024-04-19|523.93|523.93|116.19|116.19|5.14|5.26|71.65|71.65|22.92|22.92||0.65|-447.03|524.06|466.63|116.82|
|澜起科技|688008.SH|2024-04-18|543.79|543.79|120.6|120.6|5.34|5.46|74.36|74.36|23.79|23.79||0.63|-463.98|543.92|486.49|121.79|
|澜起科技|688008.SH|2024-04-17|565.02|565.02|125.31|125.31|5.54|5.68|77.27|77.27|24.72|24.72||0.6|-482.09|565.16|507.72|127.11|
|澜起科技|688008.SH|2024-04-16|545.39|545.39|120.95|120.95|5.35|5.48|74.58|74.58|23.86|23.86||0.63|-465.34|545.52|488.09|122.19|
|澜起科技|688008.SH|2024-04-15|559.89|559.89|124.17|124.17|5.49|5.62|76.57|76.57|24.49|24.49||0.61|-477.71|560.02|502.58|125.82|
|澜起科技|688008.SH|2024-04-12|547.22|547.22|121.36|121.36|5.37|5.5|74.83|74.83|23.94|23.94||0.62|-466.9|547.35|489.91|122.65|
|澜起科技|688008.SH|2024-04-11|538.2|538.2|119.36|119.36|5.28|5.41|73.6|73.6|23.55|23.55||0.63|-459.2|538.33|480.9|120.39|
|澜起科技|688008.SH|2024-04-10|492.54|492.54|109.23|109.23|4.83|4.95|67.36|67.36|21.55|21.55||0.69|-420.25|492.67|435.24|108.96|
|澜起科技|688008.SH|2024-04-09|505.1|505.1|38.87|112.02|4.99|5.07|73.33|93.25|13.75|22.1||0.68|-430.96|505.25|447.98|32.32|
|澜起科技|688008.SH|2024-04-08|501.1|501.1|38.56|111.13|4.95|5.03|72.75|92.51|13.65|21.92||0.68|-427.55|501.25|443.98|32.04|
|澜起科技|688008.SH|2024-04-03|516.74|516.74|39.77|114.6|5.11|5.19|75.02|95.39|14.07|22.61||0.66|-440.89|516.89|459.62|33.16|
|澜起科技|688008.SH|2024-04-02|522.22|522.22|40.19|115.81|5.16|5.16|75.81|96.41|14.22|22.85||0.65|-445.57|522.37|465.1|33.56|
|澜起科技|688008.SH|2024-04-01|522.79|522.79|40.23|115.94|5.17|5.17|75.89|96.51|14.24|22.87||0.65|-446.06|522.94|465.67|33.6|
|澜起科技|688008.SH|2024-03-29|524.5|524.5|40.37|116.32|5.18|5.18|76.14|96.83|14.28|22.95||0.65|-447.52|524.65|467.38|33.72|
|澜起科技|688008.SH|2024-03-28|530.32|530.32|40.81|117.61|5.24|5.24|76.99|97.9|14.44|23.2||0.64|-452.48|530.47|473.21|34.14|
|澜起科技|688008.SH|2024-03-27|517.08|517.08|39.79|114.68|5.11|5.11|75.07|95.46|14.08|22.62||0.66|-441.19|517.23|459.97|33.19|
|澜起科技|688008.SH|2024-03-26|536.94|536.94|41.32|119.08|5.31|5.31|77.95|99.12|14.62|23.49||0.64|-458.13|537.09|479.83|34.62|
|澜起科技|688008.SH|2024-03-25|547.33|547.33|42.12|121.38|5.41|5.41|79.46|101.04|14.9|23.95||0.62|-467|547.48|490.21|35.37|
|澜起科技|688008.SH|2024-03-22|562.63|562.63|43.3|124.78|5.56|5.56|81.68|103.87|15.32|24.61||0.61|-480.05|562.78|505.51|36.48|
|澜起科技|688008.SH|2024-03-21|566.96|566.96|43.63|125.74|5.6|5.6|82.31|104.67|15.44|24.8||0.6|-483.75|567.11|509.85|36.79|
|澜起科技|688008.SH|2024-03-20|543.68|543.68|41.84|120.57|5.37|5.37|78.93|100.37|14.8|23.79||0.63|-463.88|543.83|486.56|35.11|
|澜起科技|688008.SH|2024-03-19|557.03|557.03|42.87|123.54|5.5|5.5|80.87|102.83|15.17|24.37||0.61|-475.27|557.18|499.92|36.07|
|澜起科技|688008.SH|2024-03-18|601.55|601.55|46.3|133.41|5.94|5.94|87.33|111.05|16.38|26.32||0.57|-513.26|601.7|544.43|39.28|
|澜起科技|688008.SH|2024-03-15|598.13|598.13|46.03|132.65|5.91|5.91|86.83|110.42|16.29|26.17||0.57|-510.33|598.28|541.01|39.04|
|澜起科技|688008.SH|2024-03-14|591.28|591.28|45.5|131.13|5.84|5.84|85.84|109.15|16.1|25.87||0.58|-504.49|591.43|534.16|38.54|
|澜起科技|688008.SH|2024-03-13|604.06|604.06|46.49|133.97|5.97|5.97|87.69|111.52|16.45|26.43||0.57|-515.4|604.21|546.94|39.47|
|澜起科技|688008.SH|2024-03-12|604.75|604.75|46.54|134.12|5.98|5.98|87.79|111.64|16.47|26.46||0.56|-515.98|604.9|547.63|39.51|
|澜起科技|688008.SH|2024-03-11|594.36|594.36|45.74|131.81|5.87|5.87|86.28|109.72|16.19|26||0.57|-507.12|594.51|537.24|38.76|
|澜起科技|688008.SH|2024-03-08|597.67|597.67|46|132.55|5.91|5.91|86.77|110.33|16.28|26.15||0.57|-509.95|597.82|540.55|39|
|澜起科技|688008.SH|2024-03-07|585.57|585.57|45.07|129.86|5.79|5.79|85.01|108.1|15.95|25.62||0.58|-499.62|585.72|528.45|38.13|
|澜起科技|688008.SH|2024-03-06|601.32|601.32|46.28|133.36|5.94|5.94|87.3|111.01|16.37|26.31||0.57|-513.06|601.47|544.2|39.27|
|澜起科技|688008.SH|2024-03-05|621.75|621.75|47.85|137.89|6.14|6.14|90.26|114.78|16.93|27.2||0.55|-530.5|621.9|564.64|40.74|
|澜起科技|688008.SH|2024-03-04|626.09|626.09|48.18|138.85|6.19|6.16|90.89|115.58|17.05|27.39||0.55|-534.2|626.24|568.97|41.05|
|澜起科技|688008.SH|2024-03-01|606.91|606.91|46.71|134.6|6|5.97|88.11|112.04|16.53|26.55||0.56|-517.83|607.07|549.8|39.67|
|澜起科技|688008.SH|2024-02-29|595.84|595.84|45.86|132.14|5.89|5.86|86.5|110|16.23|26.07||0.57|-508.39|595.99|538.73|38.87|
|澜起科技|688008.SH|2024-02-28|579.52|579.52|44.6|128.52|5.73|5.7|84.13|106.98|15.78|25.35||0.59|-494.46|579.67|522.4|37.69|
|澜起科技|688008.SH|2024-02-27|609.65|609.65|46.92|135.21|6.02|6|88.51|112.55|16.6|26.67||0.56|-520.17|609.81|552.54|39.87|
|澜起科技|688008.SH|2024-02-26|595.84|595.84|45.86|111.54|5.89|5.97|86.5|110|16.23|25.72||0.57|-536.52|595.99|538.73|38.87|
|澜起科技|688008.SH|2024-02-23|589.11|589.11|45.34|110.28|5.82|5.9|85.52|108.75|16.04|25.43||0.58|-530.46|589.26|531.99|38.39|
|澜起科技|688008.SH|2024-02-22|586.14|586.14|45.11|109.73|5.79|5.87|85.09|108.21|15.96|25.3||0.58|-527.78|586.29|529.02|38.17|
|澜起科技|688008.SH|2024-02-21|579.75|579.75|44.62|108.53|5.73|5.81|84.16|107.03|15.79|25.03||0.59|-522.03|579.9|522.63|37.71|
|澜起科技|688008.SH|2024-02-20|589.56|589.56|45.37|110.37|5.83|5.91|85.59|108.84|16.05|25.45||0.58|-530.87|589.72|532.45|38.42|
|澜起科技|688008.SH|2024-02-19|592.99|592.99|45.64|111.01|5.86|5.94|86.09|109.47|16.15|25.6||0.58|-533.95|593.14|535.87|38.67|
|澜起科技|688008.SH|2024-02-08|569.59|569.59|43.84|106.63|5.63|5.71|82.69|105.15|15.51|24.59||0.6|-512.88|569.74|512.47|36.98|
|澜起科技|688008.SH|2024-02-07|555.89|555.89|42.78|104.06|5.49|5.57|80.7|102.62|15.14|24||0.61|-500.55|556.04|498.77|35.99|
|澜起科技|688008.SH|2024-02-06|543.29|543.29|41.81|101.71|5.37|5.47|78.87|100.3|14.79|23.45||0.63|-489.2|543.44|486.18|35.08|
|澜起科技|688008.SH|2024-02-05|507.76|507.76|39.08|95.05|5.02|5.12|73.71|93.74|13.83|21.92||0.67|-457.21|507.92|450.65|32.52|
|澜起科技|688008.SH|2024-02-02|510.16|510.16|39.26|95.5|5.04|5.14|74.06|94.18|13.89|22.02||0.67|-459.36|510.31|453.04|32.69|
|澜起科技|688008.SH|2024-02-01|532.59|532.59|40.99|99.7|5.26|5.37|77.32|98.32|14.5|22.99||0.64|-479.56|532.74|475.47|34.31|
