vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,澜起科技2017年1月至2026年7月市盈率TTM历史走势,1,股票价值分析,,,"|股票名称|股票代码|交易日|总市值（亿元）|流通市值（亿元）|市盈率PE(LYR)|市盈率PE(TTM)|市净率PB(MRQ)|市净率PB(LF)|市现率PCF(LYR)|市现率PCF(TTM)|市销率PS(LYR)|市销率PS(TTM)|股息率|滚动股息率|PEG|企业价值(含货币资金)EV1(亿元)|企业价值(剔除货币资金)EV2(亿元)|企业价值倍数EV2/EBITDA|
|澜起科技|688008.SH|2020-06-02|1060.78|74.26|113.71|109.35|13.81|13.81|122.07|100.64|61.04|58.01||||1060.78|984.96|105.78|
|澜起科技|688008.SH|2020-06-01|1073.32|75.13|115.06|110.64|13.97|13.97|123.52|101.83|61.77|58.69||||1073.32|997.5|107.12|
|澜起科技|688008.SH|2020-05-29|1004.07|70.29|107.63|103.5|13.07|13.07|115.55|95.26|57.78|54.9||||1004.07|928.24|99.69|
|澜起科技|688008.SH|2020-05-28|996.27|69.74|106.8|102.7|12.97|12.97|114.65|94.52|57.33|54.48||||996.27|920.45|98.85|
|澜起科技|688008.SH|2020-05-27|1027.57|71.93|110.15|105.92|13.38|13.38|118.25|97.49|59.13|56.19||||1027.57|951.74|102.21|
|澜起科技|688008.SH|2020-05-26|1055.13|73.86|113.11|108.76|13.74|13.74|121.42|100.11|60.72|57.7||||1055.13|979.31|105.17|
|澜起科技|688008.SH|2020-05-25|989.38|69.26|106.06|101.99|12.88|12.88|113.86|93.87|56.93|54.1||||989.38|913.56|98.11|
|澜起科技|688008.SH|2020-05-22|1039.09|72.74|111.39|107.11|13.53|13.53|119.58|98.59|59.8|56.82||||1039.09|963.27|103.45|
|澜起科技|688008.SH|2020-05-21|1039.43|72.76|111.42|107.15|13.53|13.53|119.62|98.62|59.82|56.84||||1039.43|963.61|103.48|
|澜起科技|688008.SH|2020-05-20|1127.22|78.91|120.83|116.19|14.67|14.67|129.72|106.95|64.87|61.64||||1127.22|1051.39|112.91|
|澜起科技|688008.SH|2020-05-19|1171.05|81.98|125.53|120.71|15.24|15.24|134.76|111.11|67.39|64.03||||1171.05|1095.23|117.62|
|澜起科技|688008.SH|2020-05-18|1103.15|77.22|118.25|113.71|14.36|14.36|126.95|104.66|63.48|60.32||||1103.15|1027.33|110.33|
|澜起科技|688008.SH|2020-05-15|1187.21|83.11|127.27|122.38|15.46|15.46|136.62|112.64|68.32|64.92||||1187.21|1111.39|119.35|
|澜起科技|688008.SH|2020-05-14|1152.75|80.69|123.57|118.83|15.01|15.01|132.66|109.37|66.34|63.03||||1152.75|1076.93|115.65|
|澜起科技|688008.SH|2020-05-13|1163.6|81.45|124.73|119.95|15.15|15.15|133.91|110.4|66.96|63.63||||1163.6|1087.77|116.82|
|澜起科技|688008.SH|2020-05-12|1169.36|81.86|125.35|120.54|15.22|15.22|134.57|110.95|67.29|63.94||||1169.36|1093.53|117.44|
|澜起科技|688008.SH|2020-05-11|1142.24|79.96|122.45|117.74|14.87|14.87|131.45|108.37|65.73|62.46||||1142.24|1066.42|114.53|
|澜起科技|688008.SH|2020-05-08|1145.18|80.16|122.76|118.05|14.91|14.91|131.79|108.65|65.9|62.62||||1145.18|1069.36|114.84|
|澜起科技|688008.SH|2020-05-07|1152.3|80.66|123.52|118.78|15|15|132.61|109.33|66.31|63.01||||1152.3|1076.47|115.61|
|澜起科技|688008.SH|2020-05-06|1191.95|83.44|127.77|122.87|15.52|15.52|137.17|113.09|68.59|65.18||||1191.95|1116.13|119.86|
|澜起科技|688008.SH|2020-04-30|1109.82|77.69|118.97|114.4|14.45|14.45|127.72|105.3|63.87|60.69||||1109.82|1033.99|111.04|
|澜起科技|688008.SH|2020-04-29|1042.03|72.94|111.7|107.41|13.57|13.57|119.92|98.86|59.96|56.98||||1042.03|966.2|103.76|
|澜起科技|688008.SH|2020-04-28|1067.67|74.74|114.45|110.06|13.9|13.9|122.87|101.3|61.44|58.38||||1067.67|991.85|106.52|
|澜起科技|688008.SH|2020-04-27|1039.43|72.76|111.42|107.15|13.53|13.53|119.62|98.62|59.82|56.84||||1039.43|963.61|103.48|
|澜起科技|688008.SH|2020-04-24|1029.37|72.06|139.69|110.35|14.37|14.04|106.21|118.58|58.56|59.24||||1029.37|958.04|121.74|
|澜起科技|688008.SH|2020-04-23|1039.32|72.75|141.04|111.41|14.51|14.18|107.24|119.72|59.13|59.81||||1039.32|967.99|123.01|
|澜起科技|688008.SH|2020-04-22|1012.43|70.87|137.39|108.53|14.13|13.81|104.47|116.63|57.6|58.26||||1012.43|941.1|119.59|
|澜起科技|688008.SH|2020-04-21|981.81|68.73|133.24|105.25|13.71|13.39|101.31|113.1|55.86|56.5||||981.81|910.48|115.7|
|澜起科技|688008.SH|2020-04-20|998.08|69.87|135.45|106.99|13.93|13.62|102.99|114.97|56.78|57.44||||998.08|926.75|117.77|
|澜起科技|688008.SH|2020-04-17|994.24|69.6|134.93|106.58|13.88|13.56|102.59|114.53|56.57|57.21||||994.24|922.91|117.28|
|澜起科技|688008.SH|2020-04-16|956.73|66.97|129.84|102.56|13.36|13.05|98.72|110.21|54.43|55.06||||956.73|885.4|112.51|
|澜起科技|688008.SH|2020-04-15|951.64|66.62|129.15|102.01|13.29|12.98|98.19|109.62|54.14|54.76||||951.64|880.31|111.87|
|澜起科技|688008.SH|2020-04-14|944.3|66.1|128.15|101.23|13.18|12.88|97.44|108.78|53.72|54.34||||944.3|872.97|110.93|
|澜起科技|688008.SH|2020-04-13|904.98|63.35|122.81|97.01|12.63|12.35|93.38|104.25|51.49|52.08||||904.98|833.65|105.94|
|澜起科技|688008.SH|2020-04-10|902.16|63.15|122.43|96.71|12.6|12.31|93.09|103.92|51.33|51.92||||902.16|830.83|105.58|
|澜起科技|688008.SH|2020-04-09|975.37|68.28|132.36|104.56|13.62|13.31|100.64|112.36|55.49|56.13||||975.37|904.04|114.88|
|澜起科技|688008.SH|2020-04-08|988.59|69.2|134.16|105.97|13.8|13.49|102.01|113.88|56.24|56.89||||988.59|917.26|116.56|
|澜起科技|688008.SH|2020-04-07|989.83|69.29|134.33|106.11|13.82|13.5|102.13|114.02|56.32|56.96||||989.83|918.5|116.72|
|澜起科技|688008.SH|2020-04-03|977.74|68.44|132.69|104.81|13.65|13.34|100.89|112.63|55.63|56.27||||977.74|906.41|115.18|
|澜起科技|688008.SH|2020-04-02|1009.6|70.67|137.01|108.23|14.1|13.77|104.17|116.3|57.44|58.1||||1009.6|938.27|119.23|
|澜起科技|688008.SH|2020-04-01|943.62|66.05|128.06|101.15|13.17|12.87|97.37|108.7|53.69|54.3||||943.62|872.29|110.85|
|澜起科技|688008.SH|2020-03-31|901.48|63.1|122.34|96.64|12.59|12.3|93.02|103.85|51.29|51.88||||901.48|830.15|105.49|
|澜起科技|688008.SH|2020-03-30|869.62|60.87|118.01|93.22|12.14|11.86|89.73|100.18|49.48|50.04||||869.62|798.29|101.44|
|澜起科技|688008.SH|2020-03-27|879.56|61.57|119.36|94.29|12.28|12|90.76|101.32|50.04|50.62||||879.56|808.23|102.71|
|澜起科技|688008.SH|2020-03-26|876.85|61.38|119|94|12.24|11.96|90.48|101.01|49.89|50.46||||876.85|805.52|102.36|
|澜起科技|688008.SH|2020-03-25|898.99|62.93|122|96.37|12.55|12.27|92.76|103.56|51.15|51.73||||898.99|827.66|105.18|
|澜起科技|688008.SH|2020-03-24|860.92|60.27|116.83|92.29|12.02|11.75|88.83|99.17|48.98|49.54||||860.92|789.59|100.34|
|澜起科技|688008.SH|2020-03-23|858.66|60.11|116.53|92.05|11.99|11.71|88.6|98.91|48.85|49.41||||858.66|787.33|100.05|
|澜起科技|688008.SH|2020-03-20|970.28|67.92|131.67|104.01|13.55|13.24|100.12|111.77|55.2|55.84||||970.28|898.95|114.23|
|澜起科技|688008.SH|2020-03-19|977.18|68.4|132.61|104.75|13.64|13.33|100.83|112.57|55.6|56.23||||977.18|905.85|115.11|
|澜起科技|688008.SH|2020-03-18|953.56|66.75|129.41|102.22|13.31|13.01|98.39|109.85|54.25|54.87||||953.56|882.23|112.11|
|澜起科技|688008.SH|2020-03-17|982.37|68.77|133.32|105.31|13.71|13.4|101.36|113.16|55.89|56.53||||982.37|911.04|115.77|
|澜起科技|688008.SH|2020-03-16|937.75|65.64|127.26|100.52|13.09|12.79|96.76|108.02|53.35|53.96||||937.75|866.42|110.1|
|澜起科技|688008.SH|2020-03-13|977.97|68.46|132.72|104.84|13.65|13.34|100.91|112.66|55.64|56.28||||977.97|906.64|115.21|
|澜起科技|688008.SH|2020-03-12|937.52|65.63|127.23|100.5|13.09|12.79|96.74|108|53.34|53.95||||937.52|866.19|110.07|
|澜起科技|688008.SH|2020-03-11|929.84|65.09|126.19|99.68|12.98|12.69|95.94|107.11|52.9|53.51||||929.84|858.51|109.1|
|澜起科技|688008.SH|2020-03-10|972.54|68.08|131.98|104.25|13.58|13.27|100.35|112.03|55.33|55.97||||972.54|901.21|114.52|
|澜起科技|688008.SH|2020-03-09|906.22|63.44|122.98|97.14|12.65|12.36|93.51|104.39|51.56|52.15||||906.22|834.89|106.09|
|澜起科技|688008.SH|2020-03-06|992.09|69.45|134.63|106.35|13.85|13.54|102.37|114.28|56.44|57.09||||992.09|920.76|117.01|
|澜起科技|688008.SH|2020-03-05|1018.53|71.3|138.22|109.18|14.22|13.9|105.1|117.33|57.95|58.61||||1018.53|947.2|120.37|
|澜起科技|688008.SH|2020-03-04|988.59|69.2|134.16|105.97|13.8|13.49|102.01|113.88|56.24|56.89||||988.59|917.26|116.56|
|澜起科技|688008.SH|2020-03-03|1037.4|72.62|140.78|111.21|14.48|14.15|107.04|119.5|59.02|59.7||||1037.4|966.07|122.76|
|澜起科技|688008.SH|2020-03-02|1031.41|72.2|139.97|110.56|14.4|14.07|106.42|118.81|58.68|59.35||||1031.41|960.08|122|
|澜起科技|688008.SH|2020-02-28|999.89|69.99|135.69|107.19|13.96|13.64|103.17|115.18|56.89|57.54||||999.89|928.56|118|
|澜起科技|688008.SH|2020-02-27|1023.61|71.65|138.91|109.73|14.29|13.97|105.62|117.91|58.24|58.9||||1023.61|952.28|121.01|
|澜起科技|688008.SH|2020-02-26|1117.39|78.22|151.64|121.84|15.6|15.6|115.3|128.72|63.57|59.1||||1117.39|1046.06|132.93|
|澜起科技|688008.SH|2020-02-25|1252.96|87.71|170.04|136.63|17.49|17.49|129.29|144.33|71.29|66.27||||1252.96|1181.63|150.16|
|澜起科技|688008.SH|2020-02-24|1237.15|86.6|167.89|134.9|17.27|17.27|127.65|142.51|70.39|65.43||||1237.15|1165.82|148.15|
|澜起科技|688008.SH|2020-02-21|1191.16|83.38|161.65|129.89|16.63|16.63|122.91|137.22|67.77|63||||1191.16|1119.83|142.3|
|澜起科技|688008.SH|2020-02-20|1209.01|84.63|164.07|131.83|16.88|16.88|124.75|139.27|68.79|63.94||||1209.01|1137.68|144.57|
|澜起科技|688008.SH|2020-02-19|1275.33|89.28|173.07|139.07|17.8|17.8|131.59|146.91|72.56|67.45||||1275.33|1204|153|
|澜起科技|688008.SH|2020-02-18|1280.98|89.67|173.84|139.68|17.88|17.88|132.18|147.56|72.88|67.75||||1280.98|1209.65|153.72|
|澜起科技|688008.SH|2020-02-17|1257.48|88.03|170.65|137.12|17.56|17.56|129.75|144.86|71.54|66.5||||1257.48|1186.15|150.73|
|澜起科技|688008.SH|2020-02-14|1233.3|86.33|167.37|134.48|17.22|17.22|127.26|142.07|70.17|65.23||||1233.3|1161.97|147.66|
|澜起科技|688008.SH|2020-02-13|1308.32|91.58|177.55|142.66|18.27|18.27|135|150.71|74.44|69.19||||1308.32|1236.99|157.19|
|澜起科技|688008.SH|2020-02-12|1311.15|91.78|177.93|142.97|18.3|18.3|135.29|151.04|74.6|69.34||||1311.15|1239.82|157.55|
|澜起科技|688008.SH|2020-02-11|1242.8|87|168.66|135.52|17.35|17.35|128.24|143.16|70.71|65.73||||1242.8|1171.47|148.86|
|澜起科技|688008.SH|2020-02-10|1238.28|86.68|168.04|135.03|17.29|17.29|127.77|142.64|70.45|65.49||||1238.28|1166.95|148.29|
|澜起科技|688008.SH|2020-02-07|1226.3|85.84|166.42|133.72|17.12|17.12|126.53|141.26|69.77|64.86||||1226.3|1154.97|146.77|
|澜起科技|688008.SH|2020-02-06|1021.92|71.54|138.68|111.43|14.27|14.27|105.44|117.72|58.14|54.05||||1021.92|950.59|120.8|
|澜起科技|688008.SH|2020-02-05|984.41|68.91|133.59|107.34|13.74|13.74|101.57|113.4|56.01|52.06||||984.41|913.08|116.03|
|澜起科技|688008.SH|2020-02-04|994.69|69.63|134.99|108.46|13.89|13.89|102.64|114.58|56.59|52.61||||994.69|923.36|117.34|
|澜起科技|688008.SH|2020-02-03|873.35|61.14|118.52|95.23|12.19|12.19|90.11|100.6|49.69|46.19||||873.35|802.02|101.92|
|澜起科技|688008.SH|2020-01-23|1091.63|76.42|148.14|119.03|15.24|15.24|112.64|125.75|62.11|57.73||||1091.63|1020.3|129.65|
|澜起科技|688008.SH|2020-01-22|1062.03|74.34|144.12|115.81|14.83|14.83|109.58|122.34|60.42|56.17||||1062.03|990.7|125.89|
|澜起科技|688008.SH|2020-01-21|908.71|59.83|123.32|99.09|12.69|12.69|93.76|104.68|51.7|48.06||||908.71|837.38|106.41|
|澜起科技|688008.SH|2020-01-20|943.28|62.1|128.01|102.86|13.17|13.17|97.33|108.66|53.67|49.89||||943.28|871.95|110.8|
|澜起科技|688008.SH|2020-01-17|979.89|64.51|132.98|106.85|13.68|13.68|101.11|112.88|55.75|51.82||||979.89|908.56|115.46|
|澜起科技|688008.SH|2020-01-16|918.76|60.49|124.68|100.18|12.83|12.83|94.8|105.84|52.27|48.59||||918.76|847.43|107.69|
|澜起科技|688008.SH|2020-01-15|888.15|58.47|120.53|96.85|12.4|12.4|91.64|102.31|50.53|46.97||||888.15|816.82|103.8|
|澜起科技|688008.SH|2020-01-14|884.64|58.24|120.05|96.46|12.35|12.35|91.28|101.91|50.33|46.79||||884.64|813.31|103.35|
|澜起科技|688008.SH|2020-01-13|848.83|55.89|115.19|92.56|11.85|11.85|87.59|97.78|48.29|44.89||||848.83|777.5|98.8|
|澜起科技|688008.SH|2020-01-10|783.53|51.59|106.33|85.44|10.94|10.94|80.85|90.26|44.58|41.44||||783.53|712.2|90.5|
|澜起科技|688008.SH|2020-01-09|791.77|52.13|107.45|86.34|11.05|11.05|81.7|91.21|45.05|41.87||||791.77|720.44|91.55|
|澜起科技|688008.SH|2020-01-08|777.76|51.21|105.55|84.81|10.86|10.86|80.25|89.59|44.25|41.13||||777.76|706.43|89.77|
|澜起科技|688008.SH|2020-01-07|773.92|50.95|105.03|84.39|10.8|10.8|79.86|89.15|44.03|40.93||||773.92|702.59|89.28|
|澜起科技|688008.SH|2020-01-06|812.45|53.49|110.26|88.59|11.34|11.34|83.83|93.59|46.22|42.97||||812.45|741.12|94.18|
|澜起科技|688008.SH|2020-01-03|846|55.7|114.81|92.25|11.81|11.81|87.29|97.46|48.13|44.74||||846|774.67|98.44|
|澜起科技|688008.SH|2020-01-02|838.89|55.23|113.84|91.47|11.71|11.71|86.56|96.64|47.73|44.37||||838.89|767.56|97.54|
|澜起科技|688008.SH|2019-12-31|809.06|53.27|109.8|88.22|11.3|11.3|83.48|93.2|46.03|42.79||||809.06|737.73|93.75|
|澜起科技|688008.SH|2019-12-30|806.12|53.07|109.4|87.9|11.25|11.25|83.18|92.86|45.86|42.63||||806.12|734.79|93.37|
|澜起科技|688008.SH|2019-12-27|829.17|54.59|112.52|90.42|11.58|11.58|85.56|95.52|47.17|43.85||||829.17|757.84|96.3|
|澜起科技|688008.SH|2019-12-26|846|55.7|114.81|92.25|11.81|11.81|87.29|97.46|48.13|44.74||||846|774.67|98.44|
|澜起科技|688008.SH|2019-12-25|830.3|54.67|112.68|90.54|11.59|11.59|85.67|95.65|47.24|43.91||||830.3|758.97|96.45|
|澜起科技|688008.SH|2019-12-24|783.19|51.56|106.28|85.4|10.93|10.93|80.81|90.22|44.56|41.42||||783.19|711.86|90.46|
|澜起科技|688008.SH|2019-12-23|775.39|51.05|105.23|84.55|10.83|10.83|80.01|89.32|44.11|41.01||||775.39|704.06|89.47|
|澜起科技|688008.SH|2019-12-20|824.76|54.3|111.93|89.93|11.51|11.51|85.1|95.01|46.92|43.62||||824.76|753.43|95.74|
|澜起科技|688008.SH|2019-12-19|837.42|55.13|113.64|91.31|11.69|11.69|86.41|96.47|47.64|44.29||||837.42|766.09|97.35|
|澜起科技|688008.SH|2019-12-18|852.67|56.14|115.71|92.98|11.9|11.9|87.98|98.22|48.51|45.1||||852.67|781.34|99.29|
|澜起科技|688008.SH|2019-12-17|843.07|55.51|114.41|91.93|11.77|11.77|86.99|97.12|47.97|44.59||||843.07|771.74|98.07|
|澜起科技|688008.SH|2019-12-16|842.84|55.49|114.38|91.91|11.77|11.77|86.97|97.09|47.95|44.58||||842.84|771.51|98.04|
|澜起科技|688008.SH|2019-12-13|808.95|53.26|109.78|88.21|11.29|11.29|83.47|93.19|46.02|42.78||||808.95|737.62|93.73|
|澜起科技|688008.SH|2019-12-12|814.93|53.65|110.59|88.86|11.38|11.38|84.09|93.88|46.36|43.1||||814.93|743.6|94.49|
|澜起科技|688008.SH|2019-12-11|819.23|53.94|111.18|89.33|11.44|11.44|84.53|94.37|46.61|43.33||||819.23|747.9|95.04|
|澜起科技|688008.SH|2019-12-10|832.11|54.78|112.92|90.74|11.62|11.62|85.86|95.85|47.34|44.01||||832.11|760.78|96.68|
|澜起科技|688008.SH|2019-12-09|812.34|53.48|110.24|88.58|11.34|11.34|83.82|93.58|46.22|42.96||||812.34|741.01|94.16|
|澜起科技|688008.SH|2019-12-06|790.08|52.02|107.22|86.15|11.03|11.03|81.52|91.01|44.95|41.79||||790.08|718.75|91.34|
|澜起科技|688008.SH|2019-12-05|785.11|51.69|106.55|85.61|10.96|10.96|81.01|90.44|44.67|41.52||||785.11|713.78|90.7|
|澜起科技|688008.SH|2019-12-04|769.4|50.66|104.41|83.9|10.74|10.74|79.39|88.63|43.77|40.69||||769.4|698.07|88.71|
|澜起科技|688008.SH|2019-12-03|736.19|48.47|99.91|80.28|10.28|10.28|75.96|84.8|41.88|38.93||||736.19|664.86|84.49|
|澜起科技|688008.SH|2019-12-02|744.1|48.99|100.98|81.14|10.39|10.39|76.78|85.72|42.33|39.35||||744.1|672.77|85.49|
|澜起科技|688008.SH|2019-11-29|739.24|48.67|100.32|80.61|10.32|10.32|76.28|85.16|42.06|39.1||||739.24|667.91|84.87|
|澜起科技|688008.SH|2019-11-28|739.12|48.66|100.3|80.6|10.32|10.32|76.27|85.14|42.05|39.09||||739.12|667.79|84.86|
|澜起科技|688008.SH|2019-11-27|746.58|49.15|101.32|81.41|10.42|10.42|77.03|86|42.48|39.48||||746.58|675.25|85.81|
|澜起科技|688008.SH|2019-11-26|722.85|47.59|98.1|78.82|10.09|10.09|74.59|83.27|41.13|38.23||||722.85|651.52|82.79|
|澜起科技|688008.SH|2019-11-25|719.69|47.38|97.67|78.48|10.05|10.05|74.26|82.9|40.95|38.06||||719.69|648.36|82.39|
|澜起科技|688008.SH|2019-11-22|759.8|50.02|103.11|82.85|10.61|10.61|78.4|87.52|43.23|40.18||||759.8|688.47|87.49|
