vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,新易盛2021年1月至2026年7月市盈率TTM历史走势,1,股票价值分析,,,"|股票名称|股票代码|交易日|总市值（亿元）|流通市值（亿元）|市盈率PE(LYR)|市盈率PE(TTM)|市净率PB(MRQ)|市净率PB(LF)|市现率PCF(LYR)|市现率PCF(TTM)|市销率PS(LYR)|市销率PS(TTM)|股息率|滚动股息率|PEG|企业价值(含货币资金)EV1(亿元)|企业价值(剔除货币资金)EV2(亿元)|企业价值倍数EV2/EBITDA|
|新易盛|300502.SZ|2024-03-19|547.06|475.94|60.54|79.22|10.51|10|65.8|42.11|16.52|17.6|0.12|0.12|-753.22|547.67|523.78|47.46|
|新易盛|300502.SZ|2024-03-18|563.68|490.39|62.38|81.62|10.83|10.31|67.8|43.39|17.03|18.14|0.11|0.11|-776.09|564.28|540.39|48.96|
|新易盛|300502.SZ|2024-03-15|546.5|475.44|60.48|79.13|10.5|9.99|65.74|42.07|16.51|17.58|0.12|0.12|-752.44|547.1|523.21|47.41|
|新易盛|300502.SZ|2024-03-14|481.33|418.74|53.27|69.7|9.25|8.8|57.9|37.05|14.54|15.49|0.13|0.13|-662.71|481.93|458.04|41.5|
|新易盛|300502.SZ|2024-03-13|472.31|410.9|52.27|68.39|9.08|8.64|56.81|36.36|14.27|15.2|0.14|0.14|-650.29|472.91|449.02|40.68|
|新易盛|300502.SZ|2024-03-12|476.71|414.73|52.76|69.03|9.16|8.72|57.34|36.69|14.4|15.34|0.13|0.13|-656.36|477.31|453.42|41.08|
|新易盛|300502.SZ|2024-03-11|482.04|419.36|53.35|69.8|9.26|8.82|57.98|37.1|14.56|15.51|0.13|0.13|-663.69|482.64|458.75|41.57|
|新易盛|300502.SZ|2024-03-08|488.5|424.98|54.06|70.73|9.39|8.93|58.76|37.6|14.76|15.72|0.13|0.13|-672.58|489.1|465.21|42.15|
|新易盛|300502.SZ|2024-03-07|464.5|404.11|51.41|67.26|8.93|8.49|55.87|35.75|14.03|14.95|0.14|0.14|-639.54|465.1|441.21|39.98|
|新易盛|300502.SZ|2024-03-06|482.04|419.36|53.35|69.8|9.26|8.82|57.98|37.1|14.56|15.51|0.13|0.13|-663.69|482.64|458.75|41.57|
|新易盛|300502.SZ|2024-03-05|487.57|424.18|53.96|70.6|9.37|8.92|58.65|37.53|14.73|15.69|0.13|0.13|-671.31|488.18|464.29|42.07|
|新易盛|300502.SZ|2024-03-04|493.04|428.94|54.56|71.39|9.47|9.02|59.31|37.95|14.89|15.86|0.13|0.13|-678.84|493.64|469.75|42.56|
|新易盛|300502.SZ|2024-03-01|460.03|400.22|50.91|66.61|8.84|8.41|55.33|35.41|13.9|14.8|0.14|0.14|-633.38|460.63|436.74|39.57|
|新易盛|300502.SZ|2024-02-29|426.31|370.88|47.18|61.73|8.19|7.8|51.28|32.81|12.88|13.72|0.15|0.15|-586.96|426.91|403.02|36.52|
|新易盛|300502.SZ|2024-02-28|411.4|357.91|45.53|72.09|7.91|7.91|49.49|31.67|12.43|13.79|0.16|0.16|-506.51|412|388.11|35.16|
|新易盛|300502.SZ|2024-02-27|452.43|393.61|50.07|79.28|8.69|8.69|54.42|34.83|13.67|15.17|0.14|0.14|-557.03|453.04|429.15|38.88|
|新易盛|300502.SZ|2024-02-26|431.06|375.02|47.71|75.53|8.28|8.28|51.85|33.18|13.02|14.45|0.15|0.15|-530.72|431.67|407.78|36.95|
|新易盛|300502.SZ|2024-02-23|425.67|370.32|47.11|74.59|8.18|8.18|51.2|32.77|12.86|14.27|0.15|0.15|-524.08|426.27|402.38|36.46|
|新易盛|300502.SZ|2024-02-22|426.38|370.94|47.19|74.71|8.19|8.19|51.29|32.82|12.88|14.29|0.15|0.15|-524.95|426.98|403.09|36.52|
|新易盛|300502.SZ|2024-02-21|422.54|367.61|46.76|74.04|8.12|8.12|50.83|32.53|12.76|14.16|0.15|0.15|-520.23|423.15|399.26|36.17|
|新易盛|300502.SZ|2024-02-20|447.25|389.1|49.5|78.37|8.59|8.59|53.8|34.43|13.51|14.99|0.14|0.14|-550.65|447.85|423.96|38.41|
|新易盛|300502.SZ|2024-02-19|467.69|406.89|51.76|81.95|8.99|8.99|56.26|36|14.13|15.68|0.14|0.14|-575.82|468.3|444.41|40.27|
|新易盛|300502.SZ|2024-02-08|389.75|339.07|43.13|68.29|7.49|7.49|46.88|30|11.77|13.07|0.16|0.16|-479.85|390.35|366.46|33.2|
|新易盛|300502.SZ|2024-02-07|374.13|325.48|41.41|65.55|7.19|7.19|45|28.8|11.3|12.54|0.17|0.17|-460.62|374.73|350.84|31.79|
|新易盛|300502.SZ|2024-02-06|367.74|319.93|40.7|64.44|7.07|7.07|44.23|28.31|11.11|12.33|0.17|0.17|-452.75|368.34|344.45|31.21|
|新易盛|300502.SZ|2024-02-05|328.83|286.08|36.39|57.62|6.32|6.32|39.55|25.31|9.93|11.02|0.19|0.19|-404.86|329.44|305.55|27.68|
|新易盛|300502.SZ|2024-02-02|323.01|281.02|35.75|56.6|6.21|6.21|38.85|24.86|9.76|10.83|0.2|0.2|-397.69|323.62|299.73|27.16|
|新易盛|300502.SZ|2024-02-01|322.8|280.83|35.72|56.56|6.2|6.2|38.83|24.85|9.75|10.82|0.2|0.2|-397.43|323.4|299.51|27.14|
|新易盛|300502.SZ|2024-01-31|301.01|261.87|33.31|52.74|5.78|5.78|36.21|23.17|9.09|10.09|0.21|0.21|-370.59|301.61|277.72|25.16|
|新易盛|300502.SZ|2024-01-30|305.19|265.51|33.78|53.48|5.86|5.86|36.71|23.49|9.22|10.23|0.21|0.21|-375.75|305.8|281.91|25.54|
|新易盛|300502.SZ|2024-01-29|317.33|276.08|35.12|55.6|6.1|6.1|38.17|24.43|9.59|10.64|0.2|0.2|-390.7|317.94|294.05|26.64|
|新易盛|300502.SZ|2024-01-26|369.16|321.16|40.85|64.68|7.09|7.09|44.4|28.42|11.15|12.37|0.17|0.17|-454.5|369.76|345.87|31.34|
|新易盛|300502.SZ|2024-01-25|387.62|337.22|42.9|67.92|7.45|7.45|46.62|29.84|11.71|12.99|0.16|0.16|-477.23|388.22|364.33|33.01|
|新易盛|300502.SZ|2024-01-24|380.23|330.8|42.08|66.62|7.31|7.31|45.74|29.27|11.49|12.75|0.17|0.17|-468.14|380.84|356.95|32.34|
|新易盛|300502.SZ|2024-01-23|388.96|338.39|43.05|68.15|7.47|7.47|46.79|29.94|11.75|13.04|0.16|0.16|-478.89|389.57|365.68|33.13|
|新易盛|300502.SZ|2024-01-22|372.78|324.31|41.26|65.32|7.16|7.16|44.84|28.69|11.26|12.5|0.17|0.17|-458.96|373.38|349.49|31.67|
|新易盛|300502.SZ|2024-01-19|362.34|315.23|40.1|63.49|6.96|6.96|43.58|27.89|10.95|12.15|0.18|0.18|-446.11|362.95|339.06|30.72|
|新易盛|300502.SZ|2024-01-18|372.99|324.5|41.28|65.36|7.17|7.17|44.87|28.71|11.27|12.5|0.17|0.17|-459.22|373.6|349.71|31.69|
|新易盛|300502.SZ|2024-01-17|342.68|298.12|37.92|60.04|6.59|6.59|41.22|26.38|10.35|11.49|0.19|0.19|-421.9|343.28|319.39|28.94|
|新易盛|300502.SZ|2024-01-16|339.27|295.16|37.55|59.45|6.52|6.52|40.81|26.12|10.25|11.37|0.19|0.19|-417.71|339.87|315.98|28.63|
|新易盛|300502.SZ|2024-01-15|332.6|289.35|36.81|58.28|6.39|6.39|40.01|25.6|10.05|11.15|0.19|0.19|-409.49|333.2|309.31|28.03|
|新易盛|300502.SZ|2024-01-12|313.86|273.05|34.73|54.99|6.03|6.03|37.75|24.16|9.48|10.52|0.2|0.2|-386.41|314.46|290.57|26.33|
|新易盛|300502.SZ|2024-01-11|325.92|283.55|36.07|57.11|6.26|6.26|39.2|25.09|9.84|10.93|0.2|0.2|-401.27|326.53|302.64|27.42|
|新易盛|300502.SZ|2024-01-10|315.13|274.16|34.88|55.22|6.06|6.06|37.91|24.26|9.52|10.56|0.2|0.2|-387.99|315.74|291.85|26.44|
|新易盛|300502.SZ|2024-01-09|321.81|279.97|35.61|56.39|6.18|6.18|38.71|24.77|9.72|10.79|0.2|0.2|-396.2|322.41|298.52|27.05|
|新易盛|300502.SZ|2024-01-08|312.08|271.5|34.54|54.68|6|6|37.54|24.02|9.43|10.46|0.2|0.2|-384.23|312.68|288.79|26.17|
|新易盛|300502.SZ|2024-01-05|317.48|276.2|35.14|55.63|6.1|6.1|38.19|24.44|9.59|10.64|0.2|0.2|-390.87|318.08|294.19|26.66|
|新易盛|300502.SZ|2024-01-04|337.78|293.86|37.38|59.19|6.49|6.49|40.63|26|10.2|11.32|0.19|0.19|-415.87|338.38|314.49|28.49|
|新易盛|300502.SZ|2024-01-03|330.25|287.32|36.55|57.87|6.35|6.35|39.73|25.42|9.98|11.07|0.19|0.19|-406.61|330.86|306.97|27.81|
|新易盛|300502.SZ|2024-01-02|340.55|296.27|37.69|59.67|6.54|6.54|40.96|26.21|10.29|11.42|0.19|0.19|-419.28|341.15|317.26|28.75|
|新易盛|300502.SZ|2023-12-29|350.13|304.61|38.75|61.35|6.73|6.73|42.12|26.95|10.58|11.74|0.16|0.18|-431.08|350.74|326.85|29.61|
|新易盛|300502.SZ|2023-12-28|342.89|298.31|37.95|60.08|6.59|6.59|41.24|26.39|10.36|11.49|0.17|0.19|-422.16|343.49|319.6|28.96|
|新易盛|300502.SZ|2023-12-27|333.8|290.4|36.94|58.49|6.41|6.41|40.15|25.69|10.08|11.19|0.17|0.19|-410.98|334.41|310.52|28.13|
|新易盛|300502.SZ|2023-12-26|336.22|292.5|37.21|58.91|6.46|6.46|40.44|25.88|10.16|11.27|0.17|0.19|-413.95|336.82|312.93|28.35|
|新易盛|300502.SZ|2023-12-25|351.2|305.54|38.87|61.54|6.75|6.75|42.24|27.03|10.61|11.77|0.16|0.18|-432.39|351.8|327.91|29.71|
|新易盛|300502.SZ|2023-12-22|346.8|301.71|38.38|60.77|6.66|6.66|41.71|26.69|10.48|11.63|0.16|0.18|-426.97|347.4|323.51|29.31|
|新易盛|300502.SZ|2023-12-21|360.35|313.5|39.88|63.14|6.92|6.92|43.35|27.74|10.88|12.08|0.16|0.18|-443.66|360.96|337.07|30.54|
|新易盛|300502.SZ|2023-12-20|349.42|303.99|38.67|61.23|6.71|6.71|42.03|26.9|10.55|11.71|0.16|0.18|-430.2|350.03|326.14|29.55|
|新易盛|300502.SZ|2023-12-19|368.31|320.42|40.76|64.53|7.08|7.08|44.3|28.35|11.13|12.35|0.16|0.17|-453.45|368.91|345.02|31.26|
|新易盛|300502.SZ|2023-12-18|367.03|319.31|40.62|64.31|7.05|7.05|44.15|28.25|11.09|12.3|0.16|0.17|-451.88|367.63|343.74|31.14|
|新易盛|300502.SZ|2023-12-15|362.06|314.99|40.07|63.44|6.96|6.96|43.55|27.87|10.94|12.14|0.16|0.18|-445.76|362.66|338.77|30.69|
|新易盛|300502.SZ|2023-12-14|381.94|332.28|42.27|66.92|7.34|7.34|45.94|29.4|11.54|12.8|0.15|0.17|-470.24|382.54|358.65|32.5|
|新易盛|300502.SZ|2023-12-13|371.86|323.51|41.15|65.16|7.15|7.15|44.73|28.62|11.23|12.47|0.15|0.17|-457.82|372.46|348.57|31.58|
|新易盛|300502.SZ|2023-12-12|374.34|325.67|41.43|65.59|7.19|7.19|45.03|28.81|11.31|12.55|0.15|0.17|-460.88|374.94|351.05|31.81|
|新易盛|300502.SZ|2023-12-11|392.44|341.42|43.43|68.76|7.54|7.54|47.21|30.21|11.85|13.16|0.15|0.16|-483.17|393.05|369.16|33.45|
|新易盛|300502.SZ|2023-12-08|384.78|334.75|42.58|67.42|7.39|7.39|46.28|29.62|11.62|12.9|0.15|0.17|-473.73|385.38|361.49|32.75|
|新易盛|300502.SZ|2023-12-07|361.92|314.86|40.05|63.42|6.95|6.95|43.53|27.86|10.93|12.13|0.16|0.18|-445.59|362.52|338.63|30.68|
|新易盛|300502.SZ|2023-12-06|343.6|298.93|38.03|60.21|6.6|6.6|41.33|26.45|10.38|11.52|0.17|0.19|-423.04|344.2|320.31|29.02|
|新易盛|300502.SZ|2023-12-05|341.47|297.07|37.79|59.83|6.56|6.56|41.07|26.28|10.31|11.45|0.17|0.19|-420.42|342.07|318.19|28.83|
|新易盛|300502.SZ|2023-12-04|347.86|302.63|38.5|60.95|6.68|6.68|41.84|26.78|10.51|11.66|0.16|0.18|-428.28|348.46|324.57|29.41|
|新易盛|300502.SZ|2023-12-01|353.75|307.76|39.15|61.98|6.8|6.8|42.55|27.23|10.69|11.86|0.16|0.18|-435.54|354.36|330.47|29.94|
|新易盛|300502.SZ|2023-11-30|328.69|285.96|36.38|57.59|6.32|6.32|39.54|25.3|9.93|11.02|0.17|0.19|-404.68|329.3|305.41|27.67|
|新易盛|300502.SZ|2023-11-29|314.42|273.54|34.8|55.09|6.04|6.04|37.82|24.2|9.5|10.54|0.18|0.2|-387.11|315.03|291.14|26.38|
|新易盛|300502.SZ|2023-11-28|318.4|277|35.24|55.79|6.12|6.12|38.3|24.51|9.62|10.67|0.18|0.2|-392.01|319|295.11|26.74|
|新易盛|300502.SZ|2023-11-27|321.59|279.78|35.59|56.35|6.18|6.18|38.68|24.75|9.71|10.78|0.18|0.2|-395.94|322.2|298.31|27.03|
|新易盛|300502.SZ|2023-11-24|302.21|262.92|33.45|52.95|5.81|5.81|36.35|23.26|9.13|10.13|0.19|0.21|-372.08|302.82|278.93|25.27|
|新易盛|300502.SZ|2023-11-23|316.98|275.77|35.08|55.54|6.09|6.09|38.13|24.4|9.57|10.63|0.18|0.2|-390.26|317.58|293.69|26.61|
|新易盛|300502.SZ|2023-11-22|308.46|268.35|34.14|54.05|5.93|5.93|37.1|23.74|9.32|10.34|0.19|0.21|-379.77|309.06|285.17|25.84|
|新易盛|300502.SZ|2023-11-21|328.55|285.83|36.36|57.57|6.31|6.31|39.52|25.29|9.92|11.01|0.17|0.19|-404.51|329.15|305.26|27.66|
|新易盛|300502.SZ|2023-11-20|335.37|291.76|37.12|58.76|6.44|6.44|40.34|25.81|10.13|11.24|0.17|0.19|-412.9|335.97|312.08|28.28|
|新易盛|300502.SZ|2023-11-17|332.46|289.23|36.79|58.25|6.39|6.39|39.99|25.59|10.04|11.14|0.17|0.19|-409.31|333.06|309.17|28.01|
|新易盛|300502.SZ|2023-11-16|294.4|256.13|32.58|51.59|5.66|5.66|35.41|22.66|8.89|9.87|0.19|0.22|-362.47|295.01|271.12|24.56|
|新易盛|300502.SZ|2023-11-15|303.06|263.66|33.54|53.1|5.82|5.82|36.45|23.33|9.15|10.16|0.19|0.21|-373.13|303.67|279.78|25.35|
|新易盛|300502.SZ|2023-11-14|312.79|272.12|34.62|54.81|6.01|6.01|37.62|24.08|9.45|10.49|0.18|0.2|-385.1|313.39|289.5|26.23|
|新易盛|300502.SZ|2023-11-13|307.04|267.12|33.98|53.8|5.9|5.9|36.93|23.63|9.27|10.29|0.19|0.21|-378.02|307.64|283.75|25.71|
|新易盛|300502.SZ|2023-11-10|302.43|263.11|33.47|52.99|5.81|5.81|36.38|23.28|9.14|10.14|0.19|0.21|-372.34|303.03|279.14|25.29|
|新易盛|300502.SZ|2023-11-09|293.98|255.76|32.53|51.51|5.65|5.65|35.36|22.63|8.88|9.85|0.19|0.22|-361.94|294.58|270.69|24.53|
|新易盛|300502.SZ|2023-11-08|292.84|254.77|32.41|51.31|5.63|5.63|35.22|22.54|8.85|9.82|0.2|0.22|-360.54|293.45|269.56|24.42|
|新易盛|300502.SZ|2023-11-07|281.2|244.64|31.12|49.27|5.4|5.4|33.82|21.65|8.49|9.43|0.2|0.23|-346.21|281.8|257.91|23.37|
|新易盛|300502.SZ|2023-11-06|234.34|203.88|25.94|41.06|4.5|4.5|28.19|18.04|7.08|7.86|0.24|0.27|-288.52|234.95|211.06|19.12|
|新易盛|300502.SZ|2023-11-03|227.17|197.64|25.14|39.81|4.37|4.37|27.33|17.49|6.86|7.62|0.25|0.28|-279.69|227.78|203.89|18.47|
|新易盛|300502.SZ|2023-11-02|213.4|185.66|23.62|37.39|4.1|4.1|25.67|16.43|6.45|7.15|0.27|0.3|-262.74|214.01|190.12|17.23|
|新易盛|300502.SZ|2023-11-01|217.8|189.49|24.1|38.16|4.19|4.19|26.2|16.77|6.58|7.3|0.26|0.29|-268.16|218.41|194.52|17.62|
|新易盛|300502.SZ|2023-10-31|222.77|193.81|24.65|39.03|4.28|4.28|26.8|17.15|6.73|7.47|0.26|0.29|-274.27|223.38|199.49|18.07|
|新易盛|300502.SZ|2023-10-30|230.3|200.36|25.49|40.35|4.43|4.43|27.7|17.73|6.96|7.72|0.25|0.28|-283.54|230.9|207.01|18.76|
|新易盛|300502.SZ|2023-10-27|230.08|200.17|25.46|40.32|4.42|4.42|27.68|17.71|6.95|7.71|0.25|0.28|-283.28|230.69|206.8|18.74|
|新易盛|300502.SZ|2023-10-26|232.14|201.96|25.69|40.68|4.46|4.46|27.92|17.87|7.01|7.78|0.25|0.28|-285.81|232.75|208.86|18.92|
|新易盛|300502.SZ|2023-10-25|229.02|199.24|25.35|40.13|4.4|4.4|27.55|17.63|6.92|7.68|0.25|0.28|-281.97|229.62|205.73|18.64|
|新易盛|300502.SZ|2023-10-24|241.09|209.74|26.68|42.24|4.63|4.63|29|18.56|7.28|8.08|0.24|0.27|-296.83|241.69|217.8|19.73|
|新易盛|300502.SZ|2023-10-23|237.18|206.35|26.25|41.56|4.56|4.56|28.53|18.26|7.16|7.95|0.24|0.27|-292.02|237.79|213.9|19.38|
|新易盛|300502.SZ|2023-10-20|259.55|225.8|28.72|35.51|5.13|5.13|31.22|23.32|7.84|8.28|0.22|0.25|2015.65|260.4|238.56|21.61|
|新易盛|300502.SZ|2023-10-19|270.62|235.44|29.95|37.03|5.35|5.35|32.55|24.31|8.17|8.63|0.21|0.24|2101.65|271.47|249.63|22.62|
|新易盛|300502.SZ|2023-10-18|278.15|241.98|30.78|38.06|5.49|5.49|33.46|24.99|8.4|8.87|0.21|0.23|2160.09|279|257.16|23.3|
|新易盛|300502.SZ|2023-10-17|291.56|253.66|32.27|39.89|5.76|5.76|35.07|26.19|8.81|9.3|0.2|0.22|2264.29|292.41|270.58|24.52|
|新易盛|300502.SZ|2023-10-16|292.49|254.46|32.37|40.02|5.78|5.78|35.18|26.27|8.83|9.33|0.2|0.22|2271.46|293.34|271.5|24.6|
|新易盛|300502.SZ|2023-10-13|304.34|264.77|33.68|41.64|6.01|6.01|36.61|27.34|9.19|9.7|0.19|0.21|2363.53|305.19|283.36|25.67|
|新易盛|300502.SZ|2023-10-12|310.45|270.08|34.36|42.48|6.13|6.13|37.34|27.89|9.38|9.9|0.18|0.21|2410.95|311.3|289.46|26.23|
|新易盛|300502.SZ|2023-10-11|319.68|278.11|35.38|43.74|6.31|6.31|38.45|28.72|9.66|10.19|0.18|0.2|2482.62|320.53|298.69|27.06|
|新易盛|300502.SZ|2023-10-10|317.55|276.26|35.14|43.45|6.27|6.27|38.2|28.53|9.59|10.12|0.18|0.2|2466.08|318.4|296.56|26.87|
|新易盛|300502.SZ|2023-10-09|319.25|277.74|35.33|43.68|6.31|6.31|38.4|28.68|9.64|10.18|0.18|0.2|2479.31|320.1|298.26|27.02|
|新易盛|300502.SZ|2023-09-28|326.56|284.1|36.14|44.68|6.45|6.45|39.28|29.34|9.86|10.41|0.17|0.2|2536.1|327.41|305.58|27.69|
|新易盛|300502.SZ|2023-09-27|320.17|278.55|35.43|43.81|6.32|6.32|38.51|28.76|9.67|10.21|0.18|0.2|2486.48|321.02|299.19|27.11|
|新易盛|300502.SZ|2023-09-26|311.37|270.89|34.46|42.6|6.15|6.15|37.45|27.97|9.41|9.93|0.18|0.21|2418.11|312.22|290.38|26.31|
|新易盛|300502.SZ|2023-09-25|303.14|263.72|33.55|41.48|5.99|5.99|36.46|27.23|9.16|9.66|0.19|0.21|2354.16|303.99|282.15|25.56|
|新易盛|300502.SZ|2023-09-22|316.91|275.7|35.07|43.36|6.26|6.26|38.12|28.47|9.57|10.1|0.18|0.2|2461.12|317.76|295.92|26.81|
|新易盛|300502.SZ|2023-09-21|282.55|245.81|31.27|38.66|5.58|5.58|33.99|25.38|8.53|9.01|0.2|0.23|2194.28|283.4|261.56|23.7|
|新易盛|300502.SZ|2023-09-20|281.41|244.82|31.14|38.5|5.56|5.56|33.85|25.28|8.5|8.97|0.2|0.23|2185.45|282.26|260.43|23.6|
|新易盛|300502.SZ|2023-09-19|276.3|240.38|30.58|37.8|5.46|5.46|33.24|24.82|8.35|8.81|0.21|0.23|2145.76|277.15|255.31|23.13|
|新易盛|300502.SZ|2023-09-18|277.22|241.18|30.68|37.93|5.48|5.48|33.35|24.9|8.37|8.84|0.21|0.23|2152.93|278.07|256.24|23.22|
|新易盛|300502.SZ|2023-09-15|285.74|248.59|31.62|39.1|5.64|5.64|34.37|25.67|8.63|9.11|0.2|0.22|2219.08|286.59|264.76|23.99|
|新易盛|300502.SZ|2023-09-14|296.89|258.29|32.86|40.62|5.86|5.86|35.71|26.67|8.97|9.47|0.19|0.22|2305.64|297.74|275.9|25|
|新易盛|300502.SZ|2023-09-13|301.64|262.43|33.38|41.27|5.96|5.96|36.28|27.1|9.11|9.62|0.19|0.21|2342.58|302.5|280.66|25.43|
|新易盛|300502.SZ|2023-09-12|314.35|273.48|34.79|43.01|6.21|6.21|37.81|28.24|9.5|10.02|0.18|0.2|2441.27|315.2|293.37|26.58|
|新易盛|300502.SZ|2023-09-11|312.51|271.88|34.59|42.76|6.17|6.17|37.59|28.07|9.44|9.96|0.18|0.2|2426.93|313.36|291.52|26.41|
|新易盛|300502.SZ|2023-09-08|293.84|255.63|32.52|40.2|5.8|5.8|35.34|26.4|8.88|9.37|0.19|0.22|2281.94|294.69|272.85|24.72|
|新易盛|300502.SZ|2023-09-07|299.51|260.57|33.15|40.98|5.92|5.92|36.03|26.91|9.05|9.55|0.19|0.21|2326.04|300.37|278.53|25.24|
|新易盛|300502.SZ|2023-09-06|311.16|270.7|34.44|42.57|6.15|6.15|37.43|27.95|9.4|9.92|0.18|0.21|2416.46|312.01|290.17|26.29|
|新易盛|300502.SZ|2023-09-05|310.94|270.52|34.41|42.55|6.14|6.14|37.4|27.93|9.39|9.91|0.18|0.21|2414.81|311.8|289.96|26.27|
|新易盛|300502.SZ|2023-09-04|318.33|276.94|35.23|43.56|6.29|6.29|38.29|28.6|9.62|10.15|0.18|0.2|2472.14|319.18|297.34|26.94|
|新易盛|300502.SZ|2023-09-01|314.14|273.3|34.77|42.98|6.21|6.21|37.79|28.22|9.49|10.02|0.18|0.2|2439.61|314.99|293.15|26.56|
|新易盛|300502.SZ|2023-08-31|323.58|281.51|35.81|44.27|6.39|6.39|38.92|29.07|9.77|10.32|0.18|0.2|2512.94|324.43|302.59|27.42|
|新易盛|300502.SZ|2023-08-30|322.45|280.52|35.69|44.12|6.37|6.37|38.79|28.97|9.74|10.28|0.18|0.2|2504.12|323.3|301.46|27.31|
|新易盛|300502.SZ|2023-08-29|320.53|278.85|35.47|43.86|6.33|6.33|38.56|28.79|9.68|10.22|0.18|0.2|2489.23|321.38|299.54|27.14|
|新易盛|300502.SZ|2023-08-28|315.77|274.72|34.95|43.21|6.24|6.24|37.98|28.37|9.54|10.07|0.18|0.2|2452.3|316.62|294.79|26.71|
|新易盛|300502.SZ|2023-08-25|310.94|270.52|34.41|42.55|6.14|6.14|37.4|27.93|9.39|9.91|0.18|0.21|2414.81|311.8|289.96|26.27|
|新易盛|300502.SZ|2023-08-24|332.95|289.66|36.85|37.88|6.74|6.83|40.05|31.14|10.06|10.5|0.17|0.19|188.54|333.75|312.98|28.36|
|新易盛|300502.SZ|2023-08-23|335.08|291.52|37.08|38.12|6.79|6.87|40.31|31.34|10.12|10.56|0.17|0.19|189.74|335.88|315.11|28.55|
|新易盛|300502.SZ|2023-08-22|354.68|308.56|39.25|40.35|7.18|7.28|42.66|33.18|10.71|11.18|0.16|0.18|200.84|355.47|334.71|30.33|
|新易盛|300502.SZ|2023-08-21|339.77|295.59|37.6|38.65|6.88|6.97|40.87|31.78|10.26|10.71|0.17|0.19|192.39|340.57|319.8|28.98|
|新易盛|300502.SZ|2023-08-18|333.66|290.28|36.93|37.96|6.76|6.85|40.13|31.21|10.08|10.52|0.17|0.19|188.94|334.46|313.69|28.42|
|新易盛|300502.SZ|2023-08-17|356.24|309.92|39.43|40.53|7.21|7.31|42.85|33.32|10.76|11.23|0.16|0.18|201.72|357.04|336.27|30.47|
|新易盛|300502.SZ|2023-08-16|348.78|303.44|38.6|39.68|7.06|7.16|41.95|32.62|10.54|10.99|0.16|0.18|197.5|349.58|328.82|29.79|
|新易盛|300502.SZ|2023-08-15|357.37|310.91|39.55|40.66|7.24|7.33|42.99|33.43|10.79|11.27|0.16|0.18|202.36|358.17|337.41|30.57|
|新易盛|300502.SZ|2023-08-14|362.06|314.99|40.07|41.19|7.33|7.43|43.55|33.87|10.94|11.41|0.16|0.18|205.02|362.86|342.09|31|
|新易盛|300502.SZ|2023-08-11|359.57|312.82|39.79|40.91|7.28|7.38|43.25|33.63|10.86|11.33|0.16|0.18|203.61|360.37|339.61|30.77|
|新易盛|300502.SZ|2023-08-10|367.45|319.68|40.67|41.8|7.44|7.54|44.2|34.37|11.1|11.58|0.16|0.17|208.07|368.25|347.49|31.48|
|新易盛|300502.SZ|2023-08-09|374.62|325.92|41.46|42.62|7.59|7.69|45.06|35.04|11.32|11.81|0.15|0.17|212.13|375.42|354.66|32.13|
|新易盛|300502.SZ|2023-08-08|395.35|343.95|43.75|44.98|8.01|8.11|47.56|36.98|11.94|12.46|0.14|0.16|223.87|396.15|375.39|34.01|
|新易盛|300502.SZ|2023-08-07|409.41|356.18|45.31|46.58|8.29|8.4|49.25|38.3|12.37|12.91|0.14|0.16|231.83|410.21|389.44|35.29|
|新易盛|300502.SZ|2023-08-04|402.74|350.37|44.57|45.82|8.16|8.26|48.44|37.67|12.17|12.7|0.14|0.16|228.05|403.54|382.77|34.68|
|新易盛|300502.SZ|2023-08-03|379.88|330.49|42.04|43.22|7.69|7.79|45.69|35.53|11.47|11.97|0.15|0.17|215.11|380.68|359.91|32.61|
|新易盛|300502.SZ|2023-08-02|387.54|337.16|42.89|44.09|7.85|7.95|46.62|36.25|11.71|12.22|0.15|0.16|219.45|388.34|367.58|33.3|
|新易盛|300502.SZ|2023-08-01|381.72|332.09|42.25|43.43|7.73|7.83|45.92|35.71|11.53|12.03|0.15|0.17|216.15|382.52|361.76|32.78|
|新易盛|300502.SZ|2023-07-31|368.45|320.54|40.78|41.92|7.46|7.56|44.32|34.46|11.13|11.61|0.15|0.17|208.64|369.25|348.48|31.57|
|新易盛|300502.SZ|2023-07-28|373.42|324.87|41.33|42.48|7.56|7.66|44.92|34.93|11.28|11.77|0.15|0.17|211.45|374.22|353.45|32.02|
|新易盛|300502.SZ|2023-07-27|379.74|330.36|42.03|43.2|7.69|7.79|45.68|35.52|11.47|11.97|0.15|0.17|215.03|380.53|359.77|32.6|
|新易盛|300502.SZ|2023-07-26|390.46|339.69|43.21|44.42|7.91|8.01|46.97|36.52|11.79|12.31|0.15|0.16|221.1|391.25|370.49|33.57|
|新易盛|300502.SZ|2023-07-25|410.33|356.98|45.41|46.68|8.31|8.42|49.36|38.38|12.39|12.93|0.14|0.16|232.35|411.13|390.37|35.37|
|新易盛|300502.SZ|2023-07-24|401.46|349.26|44.43|45.67|8.13|8.24|48.29|37.55|12.13|12.66|0.14|0.16|227.33|402.26|381.49|34.57|
|新易盛|300502.SZ|2023-07-21|394.86|343.52|43.7|44.92|8|8.1|47.5|36.93|11.93|12.45|0.14|0.16|223.59|395.66|374.89|33.97|
