vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,贵州茅台2016年1月至今每月末市盈率PE-TTM,1,股票价值分析,,,"|股票名称|股票代码|交易日|总市值（亿元）|流通市值（亿元）|市盈率PE(LYR)|市盈率PE(TTM)|市净率PB(MRQ)|市净率PB(LF)|市现率PCF(LYR)|市现率PCF(TTM)|市销率PS(LYR)|市销率PS(TTM)|股息率|滚动股息率|PEG|企业价值(含货币资金)EV1(亿元)|企业价值(剔除货币资金)EV2(亿元)|企业价值倍数EV2/EBITDA|
|贵州茅台|600519.SH|2018-03-09|9147.63|9147.63|54.72|37.74|10.84|10.84|24.43|33.02|23.54|16.73|0.93|0.93|264.16|9266.62|8456.97|34.02|
|贵州茅台|600519.SH|2018-03-08|9079.3|9079.3|54.31|37.46|10.76|10.76|24.24|32.77|23.36|16.6|0.94|0.94|262.19|9198.28|8388.63|33.75|
|贵州茅台|600519.SH|2018-03-07|8919.51|8919.51|53.35|36.8|10.57|10.57|23.82|32.2|22.95|16.31|0.96|0.96|257.57|9038.49|8228.85|33.1|
|贵州茅台|600519.SH|2018-03-06|9022.77|9022.77|53.97|37.23|10.7|10.7|24.09|32.57|23.22|16.5|0.94|0.94|260.56|9141.75|8332.11|33.52|
|贵州茅台|600519.SH|2018-03-05|9046.01|9046.01|54.11|37.32|10.72|10.72|24.15|32.65|23.28|16.54|0.94|0.94|261.23|9164.99|8355.35|33.61|
|贵州茅台|600519.SH|2018-03-02|9250.77|9250.77|55.33|38.17|10.97|10.97|24.7|33.39|23.8|16.92|0.92|0.92|267.14|9369.75|8560.11|34.44|
|贵州茅台|600519.SH|2018-03-01|9320.61|9320.61|55.75|38.46|11.05|11.05|24.89|33.65|23.98|17.05|0.91|0.91|269.16|9439.6|8629.95|34.72|
|贵州茅台|600519.SH|2018-02-28|9115.22|9115.22|54.52|37.61|10.81|10.81|24.34|32.9|23.46|16.67|0.94|0.94|263.23|9234.21|8424.56|33.89|
|贵州茅台|600519.SH|2018-02-27|9270.49|9270.49|55.45|38.25|10.99|10.99|24.75|33.46|23.85|16.95|0.92|0.92|267.71|9389.48|8579.83|34.52|
|贵州茅台|600519.SH|2018-02-26|9339.96|9339.96|55.87|38.54|11.07|11.07|24.94|33.72|24.03|17.08|0.91|0.91|269.72|9458.94|8649.3|34.79|
|贵州茅台|600519.SH|2018-02-23|9327.02|9327.02|55.79|38.48|11.06|11.06|24.9|33.67|24|17.06|0.91|0.91|269.34|9446|8636.36|34.74|
|贵州茅台|600519.SH|2018-02-22|9326.64|9326.64|55.79|38.48|11.06|11.06|24.9|33.67|24|17.06|0.91|0.91|269.33|9445.63|8635.98|34.74|
|贵州茅台|600519.SH|2018-02-14|9025.15|9025.15|53.98|37.24|10.7|10.7|24.1|32.58|23.22|16.51|0.94|0.94|260.63|9144.14|8334.49|33.53|
|贵州茅台|600519.SH|2018-02-13|8943.88|8943.88|53.5|36.9|10.6|10.6|23.88|32.29|23.01|16.36|0.95|0.95|258.28|9062.86|8253.22|33.2|
|贵州茅台|600519.SH|2018-02-12|8761.73|8761.73|52.41|36.15|10.39|10.39|23.39|31.63|22.55|16.02|0.97|0.97|253.02|8880.71|8071.07|32.47|
|贵州茅台|600519.SH|2018-02-09|8585.23|8585.23|51.35|35.42|10.18|10.18|22.92|30.99|22.09|15.7|0.99|0.99|247.92|8704.22|7894.57|31.76|
|贵州茅台|600519.SH|2018-02-08|8805.82|8805.82|52.67|36.33|10.44|10.44|23.51|31.79|22.66|16.1|0.97|0.97|254.29|8924.81|8115.16|32.65|
|贵州茅台|600519.SH|2018-02-07|8585.23|8585.23|51.35|35.42|10.18|10.18|22.92|30.99|22.09|15.7|0.99|0.99|247.92|8704.22|7894.57|31.76|
|贵州茅台|600519.SH|2018-02-06|8904.68|8904.68|53.26|36.74|10.56|10.56|23.78|32.14|22.91|16.28|0.96|0.96|257.15|9023.67|8214.02|33.04|
|贵州茅台|600519.SH|2018-02-05|9022.39|9022.39|53.97|37.23|10.7|10.7|24.09|32.57|23.22|16.5|0.94|0.94|260.55|9141.38|8331.73|33.52|
|贵州茅台|600519.SH|2018-02-02|9300.89|9300.89|55.63|38.38|11.03|11.03|24.83|33.57|23.93|17.01|0.92|0.92|268.59|9419.87|8610.23|34.64|
|贵州茅台|600519.SH|2018-02-01|9518.59|9518.59|56.93|39.27|11.28|11.28|25.42|34.36|24.49|17.41|0.9|0.9|274.87|9637.57|8827.93|35.51|
|贵州茅台|600519.SH|2018-01-31|9604.13|9604.13|57.45|39.63|11.39|11.39|25.64|34.67|24.71|17.56|0.89|0.89|277.35|9723.12|8913.47|35.86|
|贵州茅台|600519.SH|2018-01-30|9321.99|9321.99|55.76|38.46|11.05|11.05|24.89|33.65|23.99|17.05|0.91|0.91|269.2|9440.98|8631.33|34.72|
|贵州茅台|600519.SH|2018-01-29|9249.64|9249.64|55.33|38.16|10.96|10.96|24.7|33.39|23.8|16.92|0.92|0.92|267.11|9368.62|8558.98|34.43|
|贵州茅台|600519.SH|2018-01-26|9763.42|9763.42|58.4|40.28|11.57|11.57|26.07|35.24|25.12|17.86|0.87|0.87|281.94|9882.41|9072.76|36.5|
|贵州茅台|600519.SH|2018-01-25|9662.17|9662.17|57.79|39.87|11.45|11.45|25.8|34.88|24.86|17.67|0.88|0.88|279.02|9781.16|8971.51|36.09|
|贵州茅台|600519.SH|2018-01-24|9603.13|9603.13|57.44|39.62|11.38|11.38|25.64|34.66|24.71|17.56|0.89|0.89|277.32|9722.12|8912.47|35.85|
|贵州茅台|600519.SH|2018-01-23|9720.21|9720.21|58.14|40.11|11.52|11.52|25.95|35.09|25.01|17.78|0.88|0.88|280.7|9839.19|9029.55|36.32|
|贵州茅台|600519.SH|2018-01-22|9718.45|9718.45|58.13|40.1|11.52|11.52|25.95|35.08|25.01|17.77|0.88|0.88|280.65|9837.44|9027.79|36.32|
|贵州茅台|600519.SH|2018-01-19|9423.74|9423.74|56.37|38.88|11.17|11.17|25.16|34.02|24.25|17.23|0.9|0.9|272.14|9542.73|8733.08|35.13|
|贵州茅台|600519.SH|2018-01-18|9430.78|9430.78|56.41|38.91|11.18|11.18|25.18|34.04|24.27|17.25|0.9|0.9|272.34|9549.77|8740.12|35.16|
|贵州茅台|600519.SH|2018-01-17|9395.48|9395.48|56.2|38.77|11.14|11.14|25.09|33.92|24.18|17.18|0.91|0.91|271.32|9514.47|8704.82|35.02|
|贵州茅台|600519.SH|2018-01-16|9709.66|9709.66|58.08|40.06|11.51|11.51|25.93|35.05|24.98|17.76|0.88|0.88|280.39|9828.64|9018.99|36.28|
|贵州茅台|600519.SH|2018-01-15|9865.8|9865.8|59.01|40.71|11.7|11.7|26.34|35.61|25.39|18.04|0.86|0.86|284.9|9984.79|9175.14|36.91|
|贵州茅台|600519.SH|2018-01-12|9904.11|9904.11|59.24|40.86|11.74|11.74|26.45|35.75|25.49|18.11|0.86|0.86|286.01|10023.1|9213.45|37.06|
|贵州茅台|600519.SH|2018-01-11|9733.15|9733.15|58.22|40.16|11.54|11.54|25.99|35.13|25.05|17.8|0.88|0.88|281.07|9852.13|9042.49|36.38|
|贵州茅台|600519.SH|2018-01-10|9870.07|9870.07|59.04|40.72|11.7|11.7|26.35|35.63|25.4|18.05|0.86|0.86|285.02|9989.06|9179.41|36.93|
|贵州茅台|600519.SH|2018-01-09|9830|9830|58.8|40.56|11.65|11.65|26.25|35.48|25.29|17.98|0.87|0.87|283.87|9948.99|9139.34|36.77|
|贵州茅台|600519.SH|2018-01-08|9448.24|9448.24|56.51|38.98|11.2|11.2|25.23|34.11|24.31|17.28|0.9|0.9|272.84|9567.23|8757.58|35.23|
|贵州茅台|600519.SH|2018-01-05|9275.26|9275.26|55.48|38.27|11|11|24.77|33.48|23.87|16.96|0.92|0.92|267.85|9394.25|8584.6|34.53|
|贵州茅台|600519.SH|2018-01-04|9259.06|9259.06|55.38|38.2|10.98|10.98|24.72|33.42|23.83|16.93|0.92|0.92|267.38|9378.04|8568.4|34.47|
|贵州茅台|600519.SH|2018-01-03|8992.62|8992.62|53.79|37.1|10.66|10.66|24.01|32.46|23.14|16.45|0.95|0.95|259.69|9111.6|8301.96|33.4|
|贵州茅台|600519.SH|2018-01-02|8841.75|8841.75|52.89|36.48|10.48|10.48|23.61|31.92|22.75|16.17|0.96|0.96|255.33|8960.73|8151.09|32.79|
|贵州茅台|600519.SH|2017-12-29|8761.85|8761.85|52.41|36.15|10.39|10.39|23.4|31.63|22.55|16.02|0.88|0.97|253.02|8880.84|8071.19|32.47|
|贵州茅台|600519.SH|2017-12-28|9028.17|9028.17|54|37.25|10.7|10.7|24.11|32.59|23.23|16.51|0.86|0.94|260.71|9147.15|8337.51|33.54|
|贵州茅台|600519.SH|2017-12-27|8343.41|8343.41|49.91|34.42|9.89|9.89|22.28|30.12|21.47|15.26|0.93|1.02|240.94|8462.4|7652.75|30.79|
|贵州茅台|600519.SH|2017-12-26|8552.32|8552.32|51.16|35.29|10.14|10.14|22.84|30.87|22.01|15.64|0.91|1|246.97|8671.31|7861.66|31.63|
|贵州茅台|600519.SH|2017-12-25|8644.15|8644.15|51.7|35.67|10.25|10.25|23.08|31.2|22.24|15.81|0.9|0.99|249.62|8763.13|7953.49|32|
|贵州茅台|600519.SH|2017-12-22|8578.83|8578.83|51.31|35.4|10.17|10.17|22.91|30.97|22.07|15.69|0.9|0.99|247.74|8697.81|7888.17|31.73|
|贵州茅台|600519.SH|2017-12-21|8564|8564|51.23|35.34|10.15|10.15|22.87|30.91|22.04|15.66|0.91|1|247.31|8682.99|7873.34|31.67|
|贵州茅台|600519.SH|2017-12-20|8603.82|8603.82|51.46|35.5|10.2|10.2|22.97|31.06|22.14|15.73|0.9|0.99|248.46|8722.81|7913.16|31.83|
|贵州茅台|600519.SH|2017-12-19|8379.97|8379.97|50.12|34.58|9.93|9.93|22.38|30.25|21.56|15.33|0.93|1.02|241.99|8498.96|7689.31|30.93|
|贵州茅台|600519.SH|2017-12-18|8363.39|8363.39|50.03|34.51|9.91|9.91|22.33|30.19|21.52|15.29|0.93|1.02|241.52|8482.37|7672.73|30.87|
|贵州茅台|600519.SH|2017-12-15|8212.9|8212.9|49.12|33.89|9.74|9.74|21.93|29.65|21.13|15.02|0.94|1.04|237.17|8331.88|7522.24|30.26|
|贵州茅台|600519.SH|2017-12-14|8348.06|8348.06|49.93|34.44|9.9|9.9|22.29|30.13|21.48|15.27|0.93|1.02|241.07|8467.05|7657.4|30.8|
|贵州茅台|600519.SH|2017-12-13|8394.04|8394.04|50.21|34.63|9.95|9.95|22.41|30.3|21.6|15.35|0.92|1.02|242.4|8513.03|7703.38|30.99|
|贵州茅台|600519.SH|2017-12-12|8181.87|8181.87|48.94|33.76|9.7|9.7|21.85|29.53|21.05|14.96|0.95|1.04|236.27|8300.85|7491.21|30.14|
|贵州茅台|600519.SH|2017-12-11|8177.72|8177.72|48.91|33.74|9.69|9.69|21.84|29.52|21.04|14.96|0.95|1.04|236.15|8296.71|7487.06|30.12|
|贵州茅台|600519.SH|2017-12-08|7879.88|7879.88|47.13|32.51|9.34|9.34|21.04|28.44|20.28|14.41|0.98|1.08|227.55|7998.86|7189.22|28.92|
|贵州茅台|600519.SH|2017-12-07|7746.85|7746.85|46.34|31.96|9.18|9.18|20.69|27.96|19.93|14.17|1|1.1|223.71|7865.83|7056.19|28.39|
|贵州茅台|600519.SH|2017-12-06|7851.36|7851.36|46.96|32.39|9.31|9.31|20.96|28.34|20.2|14.36|0.99|1.09|226.73|7970.35|7160.7|28.81|
|贵州茅台|600519.SH|2017-12-05|7951.23|7951.23|47.56|32.81|9.43|9.43|21.23|28.7|20.46|14.54|0.97|1.07|229.61|8070.22|7260.57|29.21|
|贵州茅台|600519.SH|2017-12-04|8011.9|8011.9|47.92|33.06|9.5|9.5|21.39|28.92|20.62|14.65|0.97|1.06|231.37|8130.89|7321.24|29.45|
|贵州茅台|600519.SH|2017-12-01|7817.95|7817.95|46.76|32.26|9.27|9.27|20.88|28.22|20.12|14.3|0.99|1.09|225.76|7936.93|7127.29|28.67|
|贵州茅台|600519.SH|2017-11-30|7926.61|7926.61|47.41|32.71|9.4|9.4|21.17|28.61|20.4|14.5|0.98|1.08|228.9|8045.59|7235.95|29.11|
|贵州茅台|600519.SH|2017-11-29|8016.05|8016.05|47.95|33.07|9.5|9.5|21.4|28.94|20.63|14.66|0.97|1.06|231.48|8135.04|7325.39|29.47|
|贵州茅台|600519.SH|2017-11-28|8143.05|8143.05|48.71|33.6|9.65|9.65|21.74|29.39|20.95|14.89|0.95|1.05|235.15|8262.04|7452.39|29.98|
|贵州茅台|600519.SH|2017-11-27|7804.63|7804.63|46.68|32.2|9.25|9.25|20.84|28.17|20.08|14.27|0.99|1.09|225.38|7923.62|7113.97|28.62|
|贵州茅台|600519.SH|2017-11-24|7914.55|7914.55|47.34|32.66|9.38|9.38|21.13|28.57|20.37|14.47|0.98|1.08|228.55|8033.54|7223.89|29.06|
|贵州茅台|600519.SH|2017-11-23|7960.9|7960.9|47.62|32.85|9.44|9.44|21.26|28.74|20.48|14.56|0.97|1.07|229.89|8079.89|7270.24|29.25|
|贵州茅台|600519.SH|2017-11-22|8171.82|8171.82|48.88|33.72|9.69|9.69|21.82|29.5|21.03|14.94|0.95|1.04|235.98|8290.8|7481.16|30.1|
|贵州茅台|600519.SH|2017-11-21|8507.6|8507.6|50.89|35.1|10.09|10.09|22.72|30.71|21.89|15.56|0.91|1|245.68|8626.59|7816.94|31.45|
|贵州茅台|600519.SH|2017-11-20|8531.47|8531.47|51.03|35.2|10.11|10.11|22.78|30.8|21.95|15.6|0.91|1|246.37|8650.45|7840.81|31.54|
|贵州茅台|600519.SH|2017-11-17|8670.91|8670.91|51.86|35.78|10.28|10.28|23.15|31.3|22.31|15.86|0.89|0.98|250.4|8789.89|7980.25|32.1|
|贵州茅台|600519.SH|2017-11-16|9033.44|9033.44|54.03|37.27|10.71|10.71|24.12|32.61|23.24|16.52|0.86|0.94|260.86|9152.43|8342.78|33.56|
|贵州茅台|600519.SH|2017-11-15|8643.65|8643.65|51.7|35.66|10.25|10.25|23.08|31.2|22.24|15.81|0.9|0.99|249.61|8762.63|7952.99|31.99|
|贵州茅台|600519.SH|2017-11-14|8526.44|8526.44|51|35.18|10.11|10.11|22.77|30.78|21.94|15.59|0.91|1|246.22|8645.43|7835.78|31.52|
|贵州茅台|600519.SH|2017-11-13|8641.13|8641.13|51.69|35.65|10.24|10.24|23.07|31.19|22.24|15.8|0.9|0.99|249.54|8760.12|7950.47|31.98|
|贵州茅台|600519.SH|2017-11-10|8516.39|8516.39|50.94|35.14|10.1|10.1|22.74|30.74|21.91|15.57|0.91|1|245.93|8635.38|7825.73|31.48|
|贵州茅台|600519.SH|2017-11-09|8166.17|8166.17|48.85|33.69|9.68|9.68|21.8|29.48|21.01|14.93|0.95|1.04|235.82|8285.15|7475.5|30.07|
|贵州茅台|600519.SH|2017-11-08|8170.06|8170.06|48.87|33.71|9.69|9.69|21.82|29.49|21.02|14.94|0.95|1.04|235.93|8289.05|7479.4|30.09|
|贵州茅台|600519.SH|2017-11-07|8065.67|8065.67|48.24|33.28|9.56|9.56|21.54|29.12|20.75|14.75|0.96|1.06|232.92|8184.66|7375.01|29.67|
|贵州茅台|600519.SH|2017-11-06|8203.73|8203.73|49.07|33.85|9.73|9.73|21.91|29.61|21.11|15|0.94|1.04|236.9|8322.71|7513.07|30.22|
|贵州茅台|600519.SH|2017-11-03|8029.24|8029.24|48.03|33.13|9.52|9.52|21.44|28.98|20.66|14.68|0.97|1.06|231.87|8148.23|7338.58|29.52|
|贵州茅台|600519.SH|2017-11-02|7875.36|7875.36|47.11|32.49|9.34|9.34|21.03|28.43|20.26|14.4|0.98|1.08|227.42|7994.34|7184.69|28.9|
|贵州茅台|600519.SH|2017-11-01|7826.24|7826.24|46.81|32.29|9.28|9.28|20.9|28.25|20.14|14.31|0.99|1.09|226|7945.22|7135.58|28.71|
|贵州茅台|600519.SH|2017-10-31|7763.68|7763.68|46.44|32.03|9.2|9.2|20.73|28.02|19.98|14.2|1|1.1|224.2|7882.67|7073.02|28.45|
|贵州茅台|600519.SH|2017-10-30|7814.56|7814.56|46.74|32.24|9.26|9.26|20.87|28.21|20.11|14.29|0.99|1.09|225.67|7933.54|7123.89|28.66|
|贵州茅台|600519.SH|2017-10-27|8160.64|8160.64|48.81|33.67|9.67|9.67|21.79|29.46|21|14.92|0.95|1.04|235.66|8279.62|7469.98|30.05|
|贵州茅台|600519.SH|2017-10-26|7601.13|7601.13|45.47|31.36|9.01|9.01|20.3|27.44|19.56|13.9|1.02|1.12|219.5|7720.11|6910.47|27.8|
|贵州茅台|600519.SH|2017-10-25|7105.93|7105.93|42.5|37.07|9.4|9.4|18.97|23.08|18.29|15.83|1.09|1.2|765.23|7193.83|6457.47|25.98|
|贵州茅台|600519.SH|2017-10-24|7126.79|7126.79|42.63|37.18|9.42|9.42|19.03|23.15|18.34|15.88|1.09|1.2|767.48|7214.68|6478.33|26.06|
|贵州茅台|600519.SH|2017-10-23|7203.16|7203.16|43.09|37.58|9.53|9.53|19.23|23.4|18.54|16.05|1.08|1.18|775.7|7291.06|6554.7|26.37|
|贵州茅台|600519.SH|2017-10-20|7214.72|7214.72|43.15|37.64|9.54|9.54|19.26|23.44|18.56|16.08|1.07|1.18|776.94|7302.61|6566.26|26.41|
|贵州茅台|600519.SH|2017-10-19|7318.61|7318.61|43.78|38.18|9.68|9.68|19.54|23.78|18.83|16.31|1.06|1.17|788.13|7406.5|6670.15|26.83|
|贵州茅台|600519.SH|2017-10-18|7043.75|7043.75|42.13|36.75|9.31|9.31|18.81|22.88|18.12|15.7|1.1|1.21|758.53|7131.64|6395.29|25.73|
|贵州茅台|600519.SH|2017-10-17|6993.63|6993.63|41.83|36.49|9.25|9.25|18.67|22.72|18|15.58|1.11|1.22|753.14|7081.52|6345.17|25.53|
|贵州茅台|600519.SH|2017-10-16|7043.38|7043.38|42.13|36.75|9.31|9.31|18.81|22.88|18.12|15.69|1.1|1.21|758.49|7131.27|6394.91|25.73|
|贵州茅台|600519.SH|2017-10-13|6986.34|6986.34|41.79|36.45|9.24|9.24|18.65|22.7|17.98|15.57|1.11|1.22|752.35|7074.24|6337.88|25.5|
|贵州茅台|600519.SH|2017-10-12|6834.85|6834.85|40.88|35.66|9.04|9.04|18.25|22.2|17.59|15.23|1.13|1.25|736.04|6922.74|6186.38|24.89|
|贵州茅台|600519.SH|2017-10-11|6853.06|6853.06|40.99|35.76|9.06|9.06|18.3|22.26|17.63|15.27|1.13|1.24|738|6940.95|6204.6|24.96|
|贵州茅台|600519.SH|2017-10-10|6784.22|6784.22|40.58|35.4|8.97|8.97|18.11|22.04|17.46|15.12|1.14|1.26|730.58|6872.11|6135.76|24.68|
|贵州茅台|600519.SH|2017-10-09|6629.84|6629.84|39.66|34.59|8.77|8.77|17.7|21.54|17.06|14.77|1.17|1.29|713.96|6717.73|5981.37|24.06|
|贵州茅台|600519.SH|2017-09-29|6502.58|6502.58|38.89|33.93|8.6|8.6|17.36|21.12|16.73|14.49|1.19|1.31|700.26|6590.47|5854.12|23.55|
|贵州茅台|600519.SH|2017-09-28|6512.88|6512.88|38.96|33.98|8.61|8.61|17.39|21.16|16.76|14.51|1.19|1.31|701.36|6600.77|5864.42|23.59|
|贵州茅台|600519.SH|2017-09-27|6384.12|6384.12|38.19|33.31|8.44|8.44|17.05|20.74|16.43|14.23|1.21|1.34|687.5|6472.01|5735.66|23.07|
|贵州茅台|600519.SH|2017-09-26|6397.69|6397.69|38.27|33.38|8.46|8.46|17.08|20.78|16.46|14.26|1.21|1.33|688.96|6485.58|5749.23|23.13|
|贵州茅台|600519.SH|2017-09-25|6371.94|6371.94|38.11|33.24|8.43|8.43|17.01|20.7|16.4|14.2|1.22|1.34|686.19|6459.83|5723.48|23.02|
|贵州茅台|600519.SH|2017-09-22|6280.11|6280.11|37.56|32.77|8.3|8.3|16.77|20.4|16.16|13.99|1.23|1.36|676.3|6368|5631.65|22.66|
|贵州茅台|600519.SH|2017-09-21|6265.54|6265.54|37.48|32.69|8.29|8.29|16.73|20.35|16.12|13.96|1.24|1.36|674.73|6353.43|5617.08|22.6|
|贵州茅台|600519.SH|2017-09-20|6233.25|6233.25|37.28|32.52|8.24|8.24|16.64|20.25|16.04|13.89|1.24|1.37|671.25|6321.15|5584.79|22.47|
|贵州茅台|600519.SH|2017-09-19|6242.67|6242.67|37.34|32.57|8.26|8.26|16.67|20.28|16.06|13.91|1.24|1.37|672.27|6330.57|5594.21|22.5|
|贵州茅台|600519.SH|2017-09-18|6268.05|6268.05|37.49|32.7|8.29|8.29|16.74|20.36|16.13|13.97|1.24|1.36|675|6355.94|5619.59|22.61|
|贵州茅台|600519.SH|2017-09-15|6153.36|6153.36|36.81|32.1|8.14|8.14|16.43|19.99|15.83|13.71|1.26|1.39|662.65|6241.25|5504.9|22.15|
|贵州茅台|600519.SH|2017-09-14|6164.29|6164.29|36.87|32.16|8.15|8.15|16.46|20.03|15.86|13.74|1.26|1.38|663.82|6252.18|5515.83|22.19|
|贵州茅台|600519.SH|2017-09-13|6175.85|6175.85|36.94|32.22|8.17|8.17|16.49|20.06|15.89|13.76|1.26|1.38|665.07|6263.74|5527.38|22.24|
|贵州茅台|600519.SH|2017-09-12|6091.43|6091.43|36.44|31.78|8.05|8.05|16.27|19.79|15.67|13.57|1.27|1.4|655.98|6179.32|5442.97|21.9|
|贵州茅台|600519.SH|2017-09-11|6008.65|6008.65|35.94|31.35|7.95|7.95|16.04|19.52|15.46|13.39|1.29|1.42|647.06|6096.54|5360.18|21.56|
|贵州茅台|600519.SH|2017-09-08|5959.03|5959.03|35.64|31.09|7.88|7.88|15.91|19.36|15.33|13.28|1.3|1.43|641.72|6046.92|5310.56|21.36|
|贵州茅台|600519.SH|2017-09-07|6045.7|6045.7|36.16|31.54|7.99|7.99|16.14|19.64|15.56|13.47|1.28|1.41|651.05|6133.59|5397.24|21.71|
|贵州茅台|600519.SH|2017-09-06|6092.31|6092.31|36.44|31.79|8.06|8.06|16.27|19.79|15.68|13.57|1.27|1.4|656.07|6180.2|5443.85|21.9|
|贵州茅台|600519.SH|2017-09-05|6155.24|6155.24|36.82|32.11|8.14|8.14|16.44|20|15.84|13.72|1.26|1.39|662.85|6243.14|5506.78|22.15|
|贵州茅台|600519.SH|2017-09-04|6185.77|6185.77|37|32.27|8.18|8.18|16.52|20.09|15.92|13.78|1.25|1.38|666.14|6273.66|5537.31|22.28|
|贵州茅台|600519.SH|2017-09-01|6220.44|6220.44|37.21|32.45|8.23|8.23|16.61|20.21|16.01|13.86|1.25|1.37|669.87|6308.33|5571.98|22.42|
|贵州茅台|600519.SH|2017-08-31|6169.82|6169.82|36.9|32.19|8.16|8.16|16.47|20.04|15.88|13.75|1.26|1.38|664.42|6257.71|5521.35|22.21|
|贵州茅台|600519.SH|2017-08-30|6192.68|6192.68|37.04|32.31|8.19|8.19|16.54|20.12|15.94|13.8|1.25|1.38|666.88|6280.57|5544.22|22.3|
|贵州茅台|600519.SH|2017-08-29|6148.33|6148.33|36.78|32.08|8.13|8.13|16.42|19.97|15.82|13.7|1.26|1.39|662.11|6236.23|5499.87|22.13|
|贵州茅台|600519.SH|2017-08-28|6181|6181|36.97|32.25|8.17|8.17|16.5|20.08|15.9|13.77|1.25|1.38|665.62|6268.89|5532.53|22.26|
|贵州茅台|600519.SH|2017-08-25|6192.93|6192.93|37.04|32.31|8.19|8.19|16.54|20.12|15.94|13.8|1.25|1.38|666.91|6280.82|5544.47|22.3|
|贵州茅台|600519.SH|2017-08-24|6190.67|6190.67|37.03|32.3|8.19|8.19|16.53|20.11|15.93|13.79|1.25|1.38|666.67|6278.56|5542.21|22.3|
|贵州茅台|600519.SH|2017-08-23|6205.74|6205.74|37.12|32.38|8.21|8.21|16.57|20.16|15.97|13.83|1.25|1.37|668.29|6293.63|5557.28|22.36|
|贵州茅台|600519.SH|2017-08-22|6120.45|6120.45|36.61|31.93|8.09|8.09|16.34|19.88|15.75|13.64|1.27|1.39|659.1|6208.34|5471.99|22.01|
|贵州茅台|600519.SH|2017-08-21|6151.98|6151.98|36.8|32.1|8.14|8.14|16.43|19.99|15.83|13.71|1.26|1.39|662.5|6239.87|5503.52|22.14|
|贵州茅台|600519.SH|2017-08-18|6150.97|6150.97|36.79|32.09|8.13|8.13|16.42|19.98|15.83|13.71|1.26|1.39|662.39|6238.86|5502.51|22.14|
|贵州茅台|600519.SH|2017-08-17|6189.16|6189.16|37.02|32.29|8.18|8.18|16.53|20.11|15.93|13.79|1.25|1.38|666.5|6277.05|5540.7|22.29|
|贵州茅台|600519.SH|2017-08-16|6236.9|6236.9|37.31|32.54|8.25|8.25|16.65|20.26|16.05|13.9|1.24|1.37|671.64|6324.79|5588.43|22.48|
|贵州茅台|600519.SH|2017-08-15|6230.36|6230.36|37.27|32.51|8.24|8.24|16.64|20.24|16.03|13.88|1.24|1.37|670.94|6318.26|5581.9|22.46|
|贵州茅台|600519.SH|2017-08-14|6278.85|6278.85|37.56|32.76|8.3|8.3|16.77|20.4|16.16|13.99|1.23|1.36|676.16|6366.75|5630.39|22.65|
|贵州茅台|600519.SH|2017-08-11|6080.75|6080.75|36.37|31.73|8.04|8.04|16.24|19.75|15.65|13.55|1.27|1.4|654.83|6168.64|5432.29|21.85|
|贵州茅台|600519.SH|2017-08-10|6175.85|6175.85|36.94|32.22|8.17|8.17|16.49|20.06|15.89|13.76|1.26|1.38|665.07|6263.74|5527.38|22.24|
|贵州茅台|600519.SH|2017-08-09|6166.05|6166.05|36.88|32.17|8.15|8.15|16.46|20.03|15.87|13.74|1.26|1.38|664.01|6253.94|5517.59|22.2|
|贵州茅台|600519.SH|2017-08-08|6062.16|6062.16|36.26|31.63|8.02|8.02|16.19|19.69|15.6|13.51|1.28|1.41|652.83|6150.05|5413.7|21.78|
|贵州茅台|600519.SH|2017-08-07|6049.35|6049.35|36.18|31.56|8|8|16.15|19.65|15.57|13.48|1.28|1.41|651.45|6137.24|5400.88|21.73|
|贵州茅台|600519.SH|2017-08-04|5949.86|5949.86|35.59|31.04|7.87|7.87|15.89|19.33|15.31|13.26|1.3|1.43|640.73|6037.75|5301.39|21.33|
|贵州茅台|600519.SH|2017-08-03|5994.83|5994.83|35.86|31.28|7.93|7.93|16.01|19.47|15.43|13.36|1.29|1.42|645.58|6082.72|5346.37|21.51|
|贵州茅台|600519.SH|2017-08-02|6065.43|6065.43|36.28|31.65|8.02|8.02|16.2|19.7|15.61|13.52|1.28|1.41|653.18|6153.32|5416.96|21.79|
|贵州茅台|600519.SH|2017-08-01|6032.76|6032.76|36.08|31.48|7.98|7.98|16.11|19.6|15.52|13.44|1.28|1.41|649.66|6120.66|5384.3|21.66|
|贵州茅台|600519.SH|2017-07-31|6045.08|6045.08|36.16|31.54|7.99|7.99|16.14|19.64|15.56|13.47|1.28|1.41|650.99|6132.97|5396.61|21.71|
|贵州茅台|600519.SH|2017-07-28|6078.99|6078.99|36.36|31.72|8.04|8.04|16.23|19.75|15.64|13.55|1.28|1.4|654.64|6166.88|5430.53|21.85|
|贵州茅台|600519.SH|2017-07-27|5952.74|5952.74|35.61|33.16|7.53|8.44|15.89|16.48|15.32|14.11|1.3|1.43|-3697.82|6058.2|5331.12|21.45|
|贵州茅台|600519.SH|2017-07-26|5924.61|5924.61|35.44|33|7.5|8.4|15.82|16.4|15.25|14.05|1.31|1.44|-3680.34|6030.06|5302.98|21.33|
|贵州茅台|600519.SH|2017-07-25|6004.12|6004.12|35.91|33.45|7.6|8.52|16.03|16.62|15.45|14.23|1.29|1.42|-3729.74|6109.58|5382.49|21.65|
