vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,五粮液2016年1月至今每月末市盈率PE-TTM,1,股票价值分析,,,"|股票名称|股票代码|交易日|总市值（亿元）|流通市值（亿元）|市盈率PE(LYR)|市盈率PE(TTM)|市净率PB(MRQ)|市净率PB(LF)|市现率PCF(LYR)|市现率PCF(TTM)|市销率PS(LYR)|市销率PS(TTM)|股息率|滚动股息率|PEG|企业价值(含货币资金)EV1(亿元)|企业价值(剔除货币资金)EV2(亿元)|企业价值倍数EV2/EBITDA|
|五粮液|000858.SZ|2023-07-03|6496.26|6496.12|24.34|22.87|5.13|5.81|26.59|17.38|8.78|8.38|1.81|2.26|151.43|6499.22|5487.93|15.23|
|五粮液|000858.SZ|2023-06-30|6349.15|6349.01|23.79|22.35|5.02|5.67|25.99|16.99|8.58|8.19|1.85|2.31|148|6352.1|5340.82|14.82|
|五粮液|000858.SZ|2023-06-29|6358.46|6358.33|23.82|22.38|5.02|5.68|26.03|17.02|8.6|8.2|1.85|2.31|148.22|6361.42|5350.14|14.84|
|五粮液|000858.SZ|2023-06-28|6469.48|6469.34|24.24|22.77|5.11|5.78|26.48|17.31|8.75|8.34|1.81|2.27|150.81|6472.43|5461.15|15.15|
|五粮液|000858.SZ|2023-06-27|6448.13|6447.99|24.16|22.7|5.09|5.76|26.39|17.26|8.72|8.31|1.82|2.28|150.31|6451.09|5439.8|15.09|
|五粮液|000858.SZ|2023-06-26|6469.09|6468.95|24.24|22.77|5.11|5.11|26.48|17.31|8.75|8.34|1.81|1.81|150.8|6472.05|5460.76|15.15|
|五粮液|000858.SZ|2023-06-21|6653.08|6652.94|24.93|23.42|5.26|5.26|27.23|17.8|8.99|8.58|1.76|1.76|155.09|6656.03|5644.75|15.66|
|五粮液|000858.SZ|2023-06-20|6754.39|6754.24|25.31|23.77|5.34|5.34|27.65|18.08|9.13|8.71|1.74|1.74|157.45|6757.34|5746.06|15.94|
|五粮液|000858.SZ|2023-06-19|6891.41|6891.26|25.82|24.26|5.44|5.44|28.21|18.44|9.32|8.89|1.7|1.7|160.64|6894.37|5883.08|16.32|
|五粮液|000858.SZ|2023-06-16|7145.26|7145.11|26.77|25.15|5.65|5.65|29.25|19.12|9.66|9.21|1.64|1.64|166.56|7148.22|6136.94|17.03|
|五粮液|000858.SZ|2023-06-15|7064.53|7064.38|26.47|24.87|5.58|5.58|28.92|18.91|9.55|9.11|1.66|1.66|164.68|7067.48|6056.2|16.8|
|五粮液|000858.SZ|2023-06-14|6896.84|6896.7|25.84|24.28|5.45|5.45|28.23|18.46|9.32|8.89|1.7|1.7|160.77|6899.8|5888.52|16.34|
|五粮液|000858.SZ|2023-06-13|6718.29|6718.15|25.17|23.65|5.31|5.31|27.5|17.98|9.08|8.66|1.75|1.75|156.61|6721.25|5709.96|15.84|
|五粮液|000858.SZ|2023-06-12|6614.65|6614.51|24.78|23.28|5.23|5.23|27.07|17.7|8.94|8.53|1.77|1.77|154.19|6617.61|5606.32|15.56|
|五粮液|000858.SZ|2023-06-09|6388.74|6388.6|23.94|22.49|5.05|5.05|26.15|17.1|8.64|8.24|1.84|1.84|148.93|6391.7|5380.41|14.93|
|五粮液|000858.SZ|2023-06-08|6397.67|6397.53|23.97|22.52|5.05|5.05|26.19|17.12|8.65|8.25|1.83|1.83|149.13|6400.62|5389.34|14.95|
|五粮液|000858.SZ|2023-06-07|6365.84|6365.7|23.85|22.41|5.03|5.03|26.06|17.04|8.61|8.21|1.84|1.84|148.39|6368.8|5357.51|14.87|
|五粮液|000858.SZ|2023-06-06|6428.72|6428.58|24.09|22.63|5.08|5.08|26.31|17.2|8.69|8.29|1.83|1.83|149.86|6431.68|5420.39|15.04|
|五粮液|000858.SZ|2023-06-05|6412.42|6412.28|24.02|22.57|5.07|5.07|26.25|17.16|8.67|8.27|1.83|1.83|149.48|6415.37|5404.09|14.99|
|五粮液|000858.SZ|2023-06-02|6517.22|6517.08|24.42|22.94|5.15|5.15|26.68|17.44|8.81|8.4|1.8|1.8|151.92|6520.18|5508.89|15.29|
|五粮液|000858.SZ|2023-06-01|6339.44|6339.31|23.75|22.31|5.01|5.01|25.95|16.96|8.57|8.17|1.85|1.85|147.78|6342.4|5331.12|14.79|
|五粮液|000858.SZ|2023-05-31|6256.38|6256.24|23.44|22.02|4.94|4.94|25.61|16.74|8.46|8.07|1.88|1.88|145.84|6259.33|5248.05|14.56|
|五粮液|000858.SZ|2023-05-30|6411.25|6411.12|24.02|22.57|5.07|5.07|26.24|17.16|8.67|8.27|1.83|1.83|149.45|6414.21|5402.93|14.99|
|五粮液|000858.SZ|2023-05-29|6531.19|6531.06|24.47|22.99|5.16|5.16|26.73|17.48|8.83|8.42|1.8|1.8|152.25|6534.15|5522.87|15.32|
|五粮液|000858.SZ|2023-05-26|6602.62|6602.48|24.74|23.24|5.22|5.22|27.03|17.67|8.93|8.51|1.78|1.78|153.91|6605.57|5594.29|15.52|
|五粮液|000858.SZ|2023-05-25|6528.86|6528.73|24.46|22.98|5.16|5.16|26.72|17.47|8.83|8.42|1.8|1.8|152.19|6531.82|5520.54|15.32|
|五粮液|000858.SZ|2023-05-24|6612.32|6612.18|24.77|23.27|5.22|5.22|27.07|17.7|8.94|8.53|1.77|1.77|154.14|6615.28|5603.99|15.55|
|五粮液|000858.SZ|2023-05-23|6754|6753.86|25.3|23.77|5.34|5.34|27.64|18.07|9.13|8.71|1.74|1.74|157.44|6756.96|5745.67|15.94|
|五粮液|000858.SZ|2023-05-22|6894.12|6893.98|25.83|24.27|5.45|5.45|28.22|18.45|9.32|8.89|1.7|1.7|160.71|6897.08|5885.8|16.33|
|五粮液|000858.SZ|2023-05-19|6629.79|6629.65|24.84|23.34|5.24|5.24|27.14|17.74|8.96|8.55|1.77|1.77|154.55|6632.74|5621.46|15.6|
|五粮液|000858.SZ|2023-05-18|6546.72|6546.58|24.53|23.04|5.17|5.17|26.8|17.52|8.85|8.44|1.79|1.79|152.61|6549.68|5538.4|15.37|
|五粮液|000858.SZ|2023-05-17|6573.11|6572.98|24.63|23.14|5.19|5.19|26.9|17.59|8.89|8.47|1.79|1.79|153.22|6576.07|5564.79|15.44|
|五粮液|000858.SZ|2023-05-16|6617.75|6617.61|24.79|23.29|5.23|5.23|27.09|17.71|8.95|8.53|1.77|1.77|154.26|6620.71|5609.43|15.56|
|五粮液|000858.SZ|2023-05-15|6693.44|6693.3|25.08|23.56|5.29|5.29|27.4|17.91|9.05|8.63|1.75|1.75|156.03|6696.4|5685.12|15.77|
|五粮液|000858.SZ|2023-05-12|6574.28|6574.14|24.63|23.14|5.19|5.19|26.91|17.59|8.89|8.48|1.78|1.78|153.25|6577.24|5565.95|15.44|
|五粮液|000858.SZ|2023-05-11|6698.49|6698.35|25.1|23.58|5.29|5.29|27.42|17.93|9.06|8.64|1.75|1.75|156.15|6701.45|5690.17|15.79|
|五粮液|000858.SZ|2023-05-10|6727.6|6727.46|25.21|23.68|5.32|5.32|27.54|18|9.1|8.67|1.74|1.74|156.83|6730.56|5719.28|15.87|
|五粮液|000858.SZ|2023-05-09|6783.89|6783.74|25.42|23.88|5.36|5.36|27.77|18.15|9.17|8.75|1.73|1.73|158.14|6786.84|5775.56|16.02|
|五粮液|000858.SZ|2023-05-08|6653.08|6652.94|24.93|23.42|5.26|5.26|27.23|17.8|8.99|8.58|1.76|1.76|155.09|6656.03|5644.75|15.66|
|五粮液|000858.SZ|2023-05-05|6742.74|6742.6|25.26|23.73|5.33|5.33|27.6|18.04|9.12|8.69|1.74|1.74|157.18|6745.7|5734.42|15.91|
|五粮液|000858.SZ|2023-05-04|6557.98|6557.84|24.57|23.08|5.18|5.18|26.84|17.55|8.87|8.46|1.79|1.79|152.87|6560.93|5549.65|15.4|
|五粮液|000858.SZ|2023-04-28|6559.92|6559.64|28.06|25.19|6.11|6.11|24.5|29.6|9.91|9.08|1.79|1.79|151.93|6563.75|5770.49|18.24|
|五粮液|000858.SZ|2023-04-27|6566.52|6566.24|28.09|25.22|6.12|6.12|24.52|29.63|9.92|9.09|1.79|1.79|152.08|6570.34|5777.09|18.26|
|五粮液|000858.SZ|2023-04-26|6544.78|6544.5|28|25.13|6.1|6.1|24.44|29.53|9.88|9.06|1.79|1.79|151.58|6548.61|5755.35|18.19|
|五粮液|000858.SZ|2023-04-25|6590.97|6590.69|28.19|25.31|6.14|6.14|24.62|29.74|9.95|9.12|1.78|1.78|152.65|6594.8|5801.54|18.34|
|五粮液|000858.SZ|2023-04-24|6521.1|6520.83|27.9|25.04|6.08|6.08|24.36|29.42|9.85|9.02|1.8|1.8|151.03|6524.93|5731.67|18.12|
|五粮液|000858.SZ|2023-04-21|6676.37|6676.09|28.56|25.64|6.22|6.22|24.94|30.12|10.08|9.24|1.76|1.76|154.62|6680.19|5886.94|18.61|
|五粮液|000858.SZ|2023-04-20|6734.59|6734.31|28.81|25.86|6.28|6.28|25.15|30.39|10.17|9.32|1.74|1.74|155.97|6738.42|5945.16|18.79|
|五粮液|000858.SZ|2023-04-19|6842.89|6842.6|29.27|26.28|6.38|6.38|25.56|30.88|10.34|9.47|1.71|1.71|158.48|6846.71|6053.46|19.14|
|五粮液|000858.SZ|2023-04-18|6921.68|6921.39|29.61|26.58|6.45|6.45|25.85|31.23|10.45|9.58|1.7|1.7|160.3|6925.51|6132.25|19.38|
|五粮液|000858.SZ|2023-04-17|6916.25|6915.96|29.59|26.56|6.44|6.44|25.83|31.21|10.45|9.57|1.7|1.7|160.18|6920.08|6126.82|19.37|
|五粮液|000858.SZ|2023-04-14|6815.72|6815.43|29.16|26.18|6.35|6.35|25.46|30.75|10.29|9.43|1.72|1.72|157.85|6819.54|6026.28|19.05|
|五粮液|000858.SZ|2023-04-13|6904.6|6904.31|29.54|26.52|6.43|6.43|25.79|31.15|10.43|9.55|1.7|1.7|159.91|6908.43|6115.17|19.33|
|五粮液|000858.SZ|2023-04-12|6824.64|6824.36|29.19|26.21|6.36|6.36|25.49|30.79|10.31|9.44|1.72|1.72|158.06|6828.47|6035.21|19.08|
|五粮液|000858.SZ|2023-04-11|7007.47|7007.17|29.98|26.91|6.53|6.53|26.17|31.62|10.58|9.7|1.67|1.67|162.29|7011.29|6218.04|19.66|
|五粮液|000858.SZ|2023-04-10|7167.39|7167.09|30.66|27.53|6.68|6.68|26.77|32.34|10.83|9.92|1.64|1.64|166|7171.22|6377.96|20.16|
|五粮液|000858.SZ|2023-04-07|7338.57|7338.26|31.39|28.18|6.84|6.84|27.41|33.11|11.08|10.15|1.6|1.6|169.96|7342.4|6549.14|20.7|
|五粮液|000858.SZ|2023-04-06|7396.02|7395.71|31.64|28.4|6.89|6.89|27.62|33.37|11.17|10.23|1.59|1.59|171.29|7399.84|6606.59|20.88|
|五粮液|000858.SZ|2023-04-04|7613.77|7613.45|32.57|29.24|7.09|7.09|28.44|34.35|11.5|10.54|1.54|1.54|176.33|7617.6|6824.34|21.57|
|五粮液|000858.SZ|2023-04-03|7576.51|7576.19|32.41|29.1|7.06|7.06|28.3|34.19|11.44|10.48|1.55|1.55|175.47|7580.34|6787.08|21.45|
|五粮液|000858.SZ|2023-03-31|7646.77|7646.45|32.71|29.37|7.12|7.12|28.56|34.5|11.55|10.58|1.53|1.53|177.1|7650.6|6857.34|21.68|
|五粮液|000858.SZ|2023-03-30|7700.72|7700.4|32.94|29.57|7.18|7.18|28.76|34.75|11.63|10.66|1.52|1.52|178.35|7704.55|6911.29|21.85|
|五粮液|000858.SZ|2023-03-29|7580|7579.69|32.42|29.11|7.06|7.06|28.31|34.2|11.45|10.49|1.55|1.55|175.55|7583.83|6790.57|21.46|
|五粮液|000858.SZ|2023-03-28|7472.1|7471.78|31.96|28.7|6.96|6.96|27.91|33.72|11.29|10.34|1.57|1.57|173.05|7475.92|6682.66|21.12|
|五粮液|000858.SZ|2023-03-27|7390.97|7390.66|31.62|28.38|6.89|6.89|27.6|33.35|11.16|10.23|1.59|1.59|171.17|7394.8|6601.54|20.87|
|五粮液|000858.SZ|2023-03-24|7492.28|7491.97|32.05|28.77|6.98|6.98|27.98|33.81|11.32|10.37|1.57|1.57|173.52|7496.11|6702.85|21.19|
|五粮液|000858.SZ|2023-03-23|7552.83|7552.52|32.31|29.01|7.04|7.04|28.21|34.08|11.41|10.45|1.55|1.55|174.92|7556.66|6763.4|21.38|
|五粮液|000858.SZ|2023-03-22|7443.76|7443.45|31.84|28.59|6.94|6.94|27.8|33.59|11.24|10.3|1.58|1.58|172.4|7447.59|6654.33|21.03|
|五粮液|000858.SZ|2023-03-21|7462|7461.69|31.92|28.66|6.95|6.95|27.87|33.67|11.27|10.33|1.57|1.57|172.82|7465.83|6672.57|21.09|
|五粮液|000858.SZ|2023-03-20|7215.91|7215.61|30.87|27.71|6.72|6.72|26.95|32.56|10.9|9.98|1.63|1.63|167.12|7219.74|6426.48|20.31|
|五粮液|000858.SZ|2023-03-17|7316.83|7316.52|31.3|28.1|6.82|6.82|27.33|33.01|11.05|10.12|1.6|1.6|169.46|7320.66|6527.4|20.63|
|五粮液|000858.SZ|2023-03-16|7421.63|7421.32|31.75|28.5|6.92|6.92|27.72|33.49|11.21|10.27|1.58|1.58|171.88|7425.46|6632.2|20.96|
|五粮液|000858.SZ|2023-03-15|7465.11|7464.8|31.93|28.67|6.96|6.96|27.88|33.68|11.28|10.33|1.57|1.57|172.89|7468.94|6675.68|21.1|
|五粮液|000858.SZ|2023-03-14|7580|7579.69|32.42|29.11|7.06|7.06|28.31|34.2|11.45|10.49|1.55|1.55|175.55|7583.83|6790.57|21.46|
|五粮液|000858.SZ|2023-03-13|7708.87|7708.55|32.98|29.61|7.18|7.18|28.79|34.78|11.64|10.67|1.52|1.52|178.54|7712.7|6919.44|21.87|
|五粮液|000858.SZ|2023-03-10|7578.45|7578.13|32.42|29.1|7.06|7.06|28.3|34.19|11.45|10.49|1.55|1.55|175.52|7582.28|6789.02|21.46|
|五粮液|000858.SZ|2023-03-09|7685.58|7685.26|32.88|29.52|7.16|7.16|28.7|34.68|11.61|10.63|1.53|1.53|178|7689.41|6896.15|21.8|
|五粮液|000858.SZ|2023-03-08|7736.04|7735.72|33.09|29.71|7.21|7.21|28.89|34.91|11.68|10.7|1.52|1.52|179.16|7739.87|6946.61|21.96|
|五粮液|000858.SZ|2023-03-07|7780.68|7780.36|33.28|29.88|7.25|7.25|29.06|35.11|11.75|10.77|1.51|1.51|180.2|7784.51|6991.25|22.1|
|五粮液|000858.SZ|2023-03-06|7940.99|7940.66|33.97|30.5|7.4|7.4|29.66|35.83|11.99|10.99|1.48|1.48|183.91|7944.82|7151.56|22.61|
|五粮液|000858.SZ|2023-03-03|7986.8|7986.46|34.17|30.67|7.44|7.44|29.83|36.04|12.06|11.05|1.47|1.47|184.97|7990.62|7197.37|22.75|
|五粮液|000858.SZ|2023-03-02|8005.43|8005.09|34.24|30.74|7.46|7.46|29.9|36.12|12.09|11.08|1.47|1.47|185.4|8009.26|7216|22.81|
|五粮液|000858.SZ|2023-03-01|8049.68|8049.34|34.43|30.91|7.5|7.5|30.06|36.32|12.16|11.14|1.46|1.46|186.43|8053.51|7260.25|22.95|
|五粮液|000858.SZ|2023-02-28|7934.78|7934.45|33.94|30.47|7.39|7.39|29.64|35.8|11.98|10.98|1.48|1.48|183.77|7938.61|7145.35|22.59|
|五粮液|000858.SZ|2023-02-27|7949.92|7949.59|34.01|30.53|7.41|7.41|29.69|35.87|12.01|11|1.48|1.48|184.12|7953.75|7160.49|22.63|
|五粮液|000858.SZ|2023-02-24|7805.91|7805.59|33.39|29.98|7.27|7.27|29.15|35.22|11.79|10.8|1.5|1.5|180.78|7809.74|7016.48|22.18|
|五粮液|000858.SZ|2023-02-23|7961.18|7960.84|34.06|30.57|7.42|7.42|29.73|35.92|12.02|11.02|1.47|1.47|184.38|7965.01|7171.75|22.67|
|五粮液|000858.SZ|2023-02-22|8054.34|8054|34.45|30.93|7.5|7.5|30.08|36.34|12.16|11.15|1.46|1.46|186.54|8058.16|7264.91|22.96|
|五粮液|000858.SZ|2023-02-21|8154.48|8154.14|34.88|31.32|7.6|7.6|30.46|36.79|12.32|11.28|1.44|1.44|188.86|8158.31|7365.05|23.28|
|五粮液|000858.SZ|2023-02-20|8265.88|8265.54|35.36|31.74|7.7|7.7|30.87|37.3|12.48|11.44|1.42|1.42|191.44|8269.71|7476.45|23.63|
|五粮液|000858.SZ|2023-02-17|8079.57|8079.23|34.56|31.03|7.53|7.53|30.18|36.46|12.2|11.18|1.45|1.45|187.12|8083.39|7290.14|23.04|
|五粮液|000858.SZ|2023-02-16|8182.04|8181.7|35|31.42|7.62|7.62|30.56|36.92|12.36|11.32|1.43|1.43|189.49|8185.87|7392.61|23.37|
|五粮液|000858.SZ|2023-02-15|8190.19|8189.85|35.04|31.45|7.63|7.63|30.59|36.96|12.37|11.33|1.43|1.43|189.68|8194.02|7400.76|23.39|
|五粮液|000858.SZ|2023-02-14|8121.88|8121.54|34.74|31.19|7.57|7.57|30.33|36.65|12.27|11.24|1.44|1.44|188.1|8125.7|7332.45|23.18|
|五粮液|000858.SZ|2023-02-13|8244.54|8244.19|35.27|31.66|7.68|7.68|30.79|37.2|12.45|11.41|1.42|1.42|190.94|8248.36|7455.1|23.57|
|五粮液|000858.SZ|2023-02-10|7945.65|7945.32|33.99|30.51|7.4|7.4|29.68|35.85|12|10.99|1.48|1.48|184.02|7949.48|7156.22|22.62|
|五粮液|000858.SZ|2023-02-09|8050.07|8049.73|34.44|30.92|7.5|7.5|30.07|36.32|12.16|11.14|1.46|1.46|186.44|8053.89|7260.64|22.95|
|五粮液|000858.SZ|2023-02-08|7745.75|7745.42|33.13|29.75|7.22|7.22|28.93|34.95|11.7|10.72|1.51|1.51|179.39|7749.58|6956.32|21.99|
|五粮液|000858.SZ|2023-02-07|7886.26|7885.93|33.73|30.29|7.35|7.35|29.45|35.58|11.91|10.91|1.49|1.49|182.64|7890.09|7096.83|22.43|
|五粮液|000858.SZ|2023-02-06|7829.2|7828.88|33.49|30.07|7.29|7.29|29.24|35.33|11.82|10.83|1.5|1.5|181.32|7833.03|7039.77|22.25|
|五粮液|000858.SZ|2023-02-03|8151.38|8151.04|34.87|31.3|7.6|7.6|30.44|36.78|12.31|11.28|1.44|1.44|188.78|8155.2|7361.95|23.27|
|五粮液|000858.SZ|2023-02-02|8248.81|8248.46|35.29|31.68|7.69|7.69|30.81|37.22|12.46|11.41|1.42|1.42|191.04|8252.63|7459.37|23.58|
|五粮液|000858.SZ|2023-02-01|8153.71|8153.36|34.88|31.31|7.6|7.6|30.45|36.79|12.32|11.28|1.44|1.44|188.84|8157.53|7364.28|23.28|
|五粮液|000858.SZ|2023-01-31|8112.56|8112.22|34.7|31.16|7.56|7.56|30.3|36.6|12.25|11.23|1.45|1.45|187.88|8116.39|7323.13|23.15|
|五粮液|000858.SZ|2023-01-30|8446.38|8446.02|36.13|32.44|7.87|7.87|31.55|38.11|12.76|11.69|1.39|1.39|195.62|8450.21|7656.95|24.2|
|五粮液|000858.SZ|2023-01-20|8101.69|8101.35|34.66|31.11|7.55|7.55|30.26|36.56|12.24|11.21|1.45|1.45|187.63|8105.52|7312.26|23.11|
|五粮液|000858.SZ|2023-01-19|7968.94|7968.61|34.09|30.6|7.43|7.43|29.76|35.96|12.04|11.03|1.47|1.47|184.56|7972.77|7179.51|22.69|
|五粮液|000858.SZ|2023-01-18|7988.35|7988.01|34.17|30.68|7.44|7.44|29.84|36.04|12.07|11.05|1.47|1.47|185.01|7992.18|7198.92|22.76|
|五粮液|000858.SZ|2023-01-17|7874.23|7873.9|33.68|30.24|7.34|7.34|29.41|35.53|11.89|10.9|1.49|1.49|182.37|7878.06|7084.8|22.4|
|五粮液|000858.SZ|2023-01-16|8016.3|8015.96|34.29|30.79|7.47|7.47|29.94|36.17|12.11|11.09|1.46|1.46|185.66|8020.12|7226.87|22.84|
|五粮液|000858.SZ|2023-01-13|7708.1|7707.77|32.97|29.6|7.18|7.18|28.79|34.78|11.64|10.67|1.52|1.52|178.52|7711.92|6918.67|21.87|
|五粮液|000858.SZ|2023-01-12|7506.64|7506.33|32.11|28.83|6.99|6.99|28.04|33.87|11.34|10.39|1.56|1.56|173.85|7510.47|6717.21|21.23|
|五粮液|000858.SZ|2023-01-11|7534.2|7533.89|32.23|28.93|7.02|7.02|28.14|34|11.38|10.43|1.56|1.56|174.49|7538.03|6744.77|21.32|
|五粮液|000858.SZ|2023-01-10|7578.45|7578.13|32.42|29.1|7.06|7.06|28.3|34.19|11.45|10.49|1.55|1.55|175.52|7582.28|6789.02|21.46|
|五粮液|000858.SZ|2023-01-09|7603.29|7602.97|32.52|29.2|7.08|7.08|28.4|34.31|11.48|10.52|1.54|1.54|176.09|7607.12|6813.86|21.54|
|五粮液|000858.SZ|2023-01-06|7392.91|7392.6|31.62|28.39|6.89|6.89|27.61|33.36|11.17|10.23|1.59|1.59|171.22|7396.74|6603.48|20.87|
|五粮液|000858.SZ|2023-01-05|7336.24|7335.93|31.38|28.17|6.84|6.84|27.4|33.1|11.08|10.15|1.6|1.6|169.91|7340.07|6546.81|20.69|
|五粮液|000858.SZ|2023-01-04|6933.33|6933.04|29.66|26.63|6.46|6.46|25.89|31.28|10.47|9.59|1.69|1.69|160.57|6937.16|6143.9|19.42|
|五粮液|000858.SZ|2023-01-03|6917.03|6916.74|29.59|26.56|6.45|6.45|25.83|31.21|10.45|9.57|1.7|1.7|160.2|6920.85|6127.59|19.37|
|五粮液|000858.SZ|2022-12-30|7013.68|7013.38|30|26.94|6.54|6.54|26.19|31.65|10.59|9.71|1.43|1.67|162.44|7017.5|6224.25|19.67|
|五粮液|000858.SZ|2022-12-29|6938.37|6938.08|29.68|26.65|6.46|6.46|25.91|31.31|10.48|9.6|1.44|1.69|160.69|6942.2|6148.94|19.44|
|五粮液|000858.SZ|2022-12-28|6993.88|6993.59|29.92|26.86|6.52|6.52|26.12|31.56|10.56|9.68|1.43|1.68|161.98|6997.71|6204.45|19.61|
|五粮液|000858.SZ|2022-12-27|7027.65|7027.36|30.06|26.99|6.55|6.55|26.25|31.71|10.61|9.72|1.43|1.67|162.76|7031.48|6238.22|19.72|
|五粮液|000858.SZ|2022-12-26|6932.55|6932.26|29.66|26.62|6.46|6.46|25.89|31.28|10.47|9.59|1.44|1.69|160.56|6936.38|6143.12|19.42|
|五粮液|000858.SZ|2022-12-23|6998.15|6997.86|29.94|26.88|6.52|6.52|26.14|31.58|10.57|9.68|1.43|1.68|162.08|7001.98|6208.72|19.63|
|五粮液|000858.SZ|2022-12-22|6967.49|6967.19|29.8|26.76|6.49|6.49|26.02|31.44|10.52|9.64|1.44|1.68|161.37|6971.31|6178.06|19.53|
|五粮液|000858.SZ|2022-12-21|6773.02|6772.73|28.97|26.01|6.31|6.31|25.3|30.56|10.23|9.37|1.48|1.73|156.86|6776.85|5983.59|18.91|
|五粮液|000858.SZ|2022-12-20|6696.16|6695.88|28.64|25.72|6.24|6.24|25.01|30.21|10.11|9.27|1.5|1.75|155.08|6699.99|5906.73|18.67|
|五粮液|000858.SZ|2022-12-19|6984.95|6984.66|29.88|26.82|6.51|6.51|26.09|31.52|10.55|9.67|1.43|1.68|161.77|6988.78|6195.52|19.58|
|五粮液|000858.SZ|2022-12-16|7084.71|7084.41|30.31|27.21|6.6|6.6|26.46|31.97|10.7|9.8|1.41|1.66|164.08|7088.54|6295.28|19.9|
|五粮液|000858.SZ|2022-12-15|7062.97|7062.68|30.21|27.12|6.58|6.58|26.38|31.87|10.67|9.77|1.42|1.66|163.58|7066.8|6273.54|19.83|
|五粮液|000858.SZ|2022-12-14|7145.26|7144.96|30.57|27.44|6.66|6.66|26.69|32.24|10.79|9.89|1.4|1.64|165.48|7149.09|6355.83|20.09|
|五粮液|000858.SZ|2022-12-13|6966.32|6966.03|29.8|26.75|6.49|6.49|26.02|31.43|10.52|9.64|1.44|1.68|161.34|6970.15|6176.89|19.53|
|五粮液|000858.SZ|2022-12-12|6922.85|6922.56|29.61|26.59|6.45|6.45|25.86|31.24|10.46|9.58|1.45|1.7|160.33|6926.68|6133.42|19.39|
|五粮液|000858.SZ|2022-12-09|7113.82|7113.52|30.43|27.32|6.63|6.63|26.57|32.1|10.74|9.84|1.41|1.65|164.75|7117.65|6324.39|19.99|
|五粮液|000858.SZ|2022-12-08|6783.5|6783.21|29.02|26.05|6.32|6.32|25.34|30.61|10.25|9.39|1.48|1.73|157.1|6787.33|5994.07|18.95|
|五粮液|000858.SZ|2022-12-07|6741.58|6741.29|28.84|25.89|6.28|6.28|25.18|30.42|10.18|9.33|1.49|1.74|156.13|6745.4|5952.15|18.81|
|五粮液|000858.SZ|2022-12-06|6808.34|6808.05|29.12|26.15|6.34|6.34|25.43|30.72|10.28|9.42|1.47|1.72|157.68|6812.17|6018.91|19.03|
|五粮液|000858.SZ|2022-12-05|6540.9|6540.62|27.98|25.12|6.09|6.09|24.43|29.51|9.88|9.05|1.53|1.79|151.49|6544.73|5751.47|18.18|
|五粮液|000858.SZ|2022-12-02|6329.35|6329.08|27.07|24.31|5.9|5.9|23.64|28.56|9.56|8.76|1.58|1.85|146.59|6333.18|5539.92|17.51|
|五粮液|000858.SZ|2022-12-01|6388.74|6388.47|27.33|24.54|5.95|5.95|23.86|28.83|9.65|8.84|1.57|1.84|147.96|6392.57|5599.31|17.7|
|五粮液|000858.SZ|2022-11-30|6088.69|6088.44|26.05|23.38|5.67|5.67|22.74|27.47|9.2|8.43|1.64|1.93|141.01|6092.52|5299.26|16.75|
|五粮液|000858.SZ|2022-11-29|6018.43|6018.18|25.75|23.11|5.61|5.61|22.48|27.16|9.09|8.33|1.66|1.95|139.39|6022.26|5229|16.53|
|五粮液|000858.SZ|2022-11-28|5731.19|5730.95|24.52|22.01|5.34|5.34|21.41|25.86|8.66|7.93|1.75|2.05|132.73|5735.02|4941.76|15.62|
|五粮液|000858.SZ|2022-11-25|5720.71|5720.47|24.47|21.97|5.33|5.33|21.37|25.81|8.64|7.92|1.75|2.05|132.49|5724.54|4931.28|15.59|
|五粮液|000858.SZ|2022-11-24|5737.4|5737.16|24.54|22.03|5.35|5.35|21.43|25.89|8.67|7.94|1.75|2.05|132.88|5741.23|4947.97|15.64|
|五粮液|000858.SZ|2022-11-23|5813.48|5813.24|24.87|22.33|5.42|5.42|21.71|26.23|8.78|8.04|1.72|2.02|134.64|5817.31|5024.05|15.88|
|五粮液|000858.SZ|2022-11-22|5831.34|5831.1|24.94|22.39|5.43|5.43|21.78|26.31|8.81|8.07|1.72|2.01|135.05|5835.17|5041.91|15.94|
|五粮液|000858.SZ|2022-11-21|5780.88|5780.64|24.73|22.2|5.39|5.39|21.59|26.08|8.73|8|1.73|2.03|133.88|5784.71|4991.45|15.78|
|五粮液|000858.SZ|2022-11-18|5962.54|5962.29|25.51|22.9|5.56|5.56|22.27|26.9|9.01|8.25|1.68|1.97|138.09|5966.37|5173.11|16.35|
|五粮液|000858.SZ|2022-11-17|5923.33|5923.09|25.34|22.75|5.52|5.52|22.12|26.73|8.95|8.2|1.69|1.98|137.18|5927.16|5133.9|16.23|
|五粮液|000858.SZ|2022-11-16|5985.83|5985.58|25.61|22.99|5.58|5.58|22.36|27.01|9.04|8.28|1.67|1.96|138.63|5989.66|5196.4|16.43|
|五粮液|000858.SZ|2022-11-15|5983.5|5983.25|25.6|22.98|5.58|5.58|22.35|27|9.04|8.28|1.67|1.96|138.58|5987.33|5194.07|16.42|
|五粮液|000858.SZ|2022-11-14|5834.06|5833.81|24.96|22.41|5.44|5.44|21.79|26.32|8.81|8.07|1.72|2.01|135.12|5837.88|5044.63|15.95|
