date,mktcap,pe_lyr,pe_ttm,pb
2023-10-12,22435.69,35.77,32.56,11.17
2023-10-13,21996.02,35.07,31.92,10.95
2023-10-16,21730.97,34.65,31.54,10.82
2023-10-17,21681.97,34.57,31.47,10.79
2023-10-18,21707.1,34.61,31.5,10.8
2023-10-19,20476.02,32.65,29.72,10.19
2023-10-20,20664.45,32.95,29.99,10.29
2023-10-23,20651.64,32.93,29.01,9.48
2023-10-24,20638.7,32.91,28.99,9.48
2023-10-25,21072.72,33.6,29.6,9.67
2023-10-26,21006.52,33.49,29.51,9.64
2023-10-27,21062.79,33.58,29.59,9.67
2023-10-30,21116.69,33.67,29.66,9.7
2023-10-31,21161.66,33.74,29.72,9.72
2023-11-01,22372.76,35.67,31.43,10.27
2023-11-02,22354.04,35.64,31.4,10.26
2023-11-03,22752.76,36.28,31.96,10.45
2023-11-06,22762.3,36.29,31.97,10.45
2023-11-07,22500.64,35.88,31.61,10.33
2023-11-08,22590.71,36.02,31.73,10.37
2023-11-09,22537.57,35.94,31.66,10.35
2023-11-10,22308.06,35.57,31.33,10.24
2023-11-13,22159.33,35.33,31.13,10.17
2023-11-14,22175.28,35.36,31.15,10.18
2023-11-15,22271.51,35.51,31.28,10.23
2023-11-16,22109.71,35.25,31.06,10.15
2023-11-17,22026.42,35.12,30.94,10.11
2023-11-20,22140.49,35.3,31.1,10.17
2023-11-21,22485.94,35.85,31.58,10.32
2023-11-22,22379.29,35.68,31.43,10.27
2023-11-23,22435.69,35.77,31.51,10.3
2023-11-24,22322.63,35.59,31.36,10.25
2023-11-27,22146.77,35.31,31.11,10.17
2023-11-28,22222.64,35.43,31.21,10.2
2023-11-29,22293.87,35.55,31.31,10.24
2023-11-30,22504.78,35.88,31.61,10.33
2023-12-01,22112.6,35.26,31.06,10.15
2023-12-04,21992.38,35.07,30.89,10.1
2023-12-05,21468.42,34.23,30.16,9.86
2023-12-06,21393.05,34.11,30.05,9.82
2023-12-07,21355.36,34.05,30.0,9.8
2023-12-08,21417.17,34.15,30.08,9.83
2023-12-11,21330.24,34.01,29.96,9.79
2023-12-12,21480.86,34.25,30.17,9.86
2023-12-13,20852.88,33.25,29.29,9.57
2023-12-14,20550.14,32.77,28.87,9.44
2023-12-15,20664.45,32.95,29.03,9.49
2023-12-18,20878.01,33.29,29.33,9.59
2023-12-19,21041.31,33.55,29.56,9.66
2023-12-20,20724.63,33.05,29.11,9.52
2023-12-21,20978.5,33.45,29.47,9.63
2023-12-22,20986.67,33.46,29.48,9.64
2023-12-25,21003.63,33.49,29.5,9.64
2023-12-26,20978.5,33.45,29.47,9.63
2023-12-27,20941.57,33.39,29.42,9.61
2023-12-28,21669.29,34.55,30.44,9.95
2023-12-29,21681.97,34.57,30.46,9.95
2024-01-02,21167.06,33.75,29.73,9.72
2024-01-03,21279.99,33.93,29.89,9.77
2024-01-04,20965.94,33.43,29.45,9.63
2024-01-05,20895.09,33.32,29.35,9.59
2024-01-08,20651.77,32.93,29.01,9.48
2024-01-09,20614.21,32.87,28.96,9.46
2024-01-10,20620.49,32.88,28.96,9.47
2024-01-11,20684.18,32.98,29.05,9.5
2024-01-12,20640.08,32.91,28.99,9.48
2024-01-15,20601.64,32.85,28.94,9.46
2024-01-16,20594.48,32.84,28.93,9.46
2024-01-17,19810.24,31.59,27.83,9.1
2024-01-18,20235.71,32.27,28.42,9.29
2024-01-19,20538.83,32.75,28.85,9.43
2024-01-22,20626.77,32.89,28.97,9.47
2024-01-23,20337.84,32.43,28.57,9.34
2024-01-24,20425.78,32.57,28.69,9.38
2024-01-25,20576.52,32.81,28.9,9.45
2024-01-26,20567.98,32.8,28.89,9.44
2024-01-29,20727.26,33.05,29.11,9.52
2024-01-30,20262.47,32.31,28.46,9.3
2024-01-31,20160.84,32.15,28.32,9.26
2024-02-01,20225.16,32.25,28.41,9.29
2024-02-02,20048.92,31.97,28.16,9.2
2024-02-05,20476.15,32.65,28.76,9.4
2024-02-06,21053.88,33.57,29.57,9.67
2024-02-07,21493.42,34.27,30.19,9.87
2024-02-08,21430.73,34.17,30.1,9.84
2024-02-19,21297.95,33.96,29.92,9.78
2024-02-20,20978.5,33.45,29.47,9.63
2024-02-21,21577.21,34.4,30.31,9.91
2024-02-22,21586.25,34.42,30.32,9.91
2024-02-23,21532.36,34.33,30.25,9.89
2024-02-26,21292.3,33.95,29.91,9.78
2024-02-27,21223.46,33.84,29.81,9.74
2024-02-28,21123.59,33.68,29.67,9.7
2024-02-29,21292.55,33.95,29.91,9.78
2024-03-01,21167.69,33.75,29.73,9.72
2024-03-04,21057.64,33.58,29.58,9.67
2024-03-05,21293.81,33.95,29.91,9.78
2024-03-06,21111.03,33.66,29.65,9.69
2024-03-07,21149.72,33.72,29.71,9.71
2024-03-08,20996.47,33.48,29.49,9.64
2024-03-11,21286.15,33.94,29.9,9.77
2024-03-12,21920.65,34.95,30.79,10.06
2024-03-13,21700.19,34.6,30.48,9.96
2024-03-14,21564.27,34.38,30.29,9.9
2024-03-15,21575.07,34.4,30.31,9.91
2024-03-18,21459.12,34.22,30.14,9.85
2024-03-19,21456.11,34.21,30.14,9.85
2024-03-20,21475.96,34.24,30.17,9.86
2024-03-21,21468.42,34.23,30.16,9.86
2024-03-22,21372.32,34.08,30.02,9.81
2024-03-25,21217.31,33.83,29.8,9.74
2024-03-26,21472.06,34.24,30.16,9.86
2024-03-27,21367.92,34.07,30.01,9.81
2024-03-28,21375.96,34.08,30.03,9.81
2024-03-29,21391.79,34.11,30.05,9.82
2024-04-01,21623.31,34.48,30.37,9.93
2024-04-02,21531.1,34.33,30.24,9.89
2024-04-03,21545.17,28.83,28.83,9.99
2024-04-08,20936.55,28.01,28.01,9.71
2024-04-09,20880.77,27.94,27.94,9.68
2024-04-10,20701.89,27.7,27.7,9.6
2024-04-11,20702.14,27.7,27.7,9.6
2024-04-12,20526.65,27.47,27.47,9.52
2024-04-15,21015.94,28.12,28.12,9.74
2024-04-16,20978.5,28.07,28.07,9.73
2024-04-17,20940.82,28.02,28.02,9.71
2024-04-18,20988.3,28.08,28.08,9.73
2024-04-19,20685.06,27.68,27.68,9.59
2024-04-22,21042.07,28.16,28.16,9.76
2024-04-23,21258.38,28.45,28.45,9.86
2024-04-24,21274.97,28.47,28.47,9.86
2024-04-25,21267.93,28.46,28.46,9.86
2024-04-26,21473.82,28.73,28.73,9.96
2024-04-29,21405.61,28.64,27.44,8.93
2024-04-30,21418.17,28.66,27.46,8.93
2024-05-06,22111.59,29.59,28.35,9.22
2024-05-07,22234.7,29.75,28.5,9.27
2024-05-08,22158.95,29.65,28.41,9.24
2024-05-09,22058.83,29.52,28.28,9.2
2024-05-10,21845.03,29.23,28.0,9.11
2024-05-13,21430.73,28.68,27.47,8.94
2024-05-14,21380.24,28.61,27.41,8.92
2024-05-15,21355.36,28.58,27.38,8.91
2024-05-16,21411.89,28.65,27.45,8.93
2024-05-17,21543.79,28.83,27.62,8.99
2024-05-20,21468.42,28.73,27.52,8.96
2024-05-21,21418.17,28.66,27.46,8.93
2024-05-22,21326.6,28.54,27.34,8.9
2024-05-23,21254.99,28.44,27.25,8.87
2024-05-24,21067.44,28.19,27.01,8.79
2024-05-27,20980.01,28.07,26.9,8.75
2024-05-28,20911.17,27.98,26.81,8.72
2024-05-29,21028.75,28.14,26.96,8.77
2024-05-30,20714.7,27.72,26.56,8.64
2024-05-31,20707.79,27.71,26.55,8.64
2024-06-03,20593.98,27.56,26.4,8.59
2024-06-04,20767.46,27.79,26.62,8.66
2024-06-05,20651.89,27.63,26.48,8.61
2024-06-06,20599.26,27.56,26.41,8.59
2024-06-07,20340.1,27.22,26.08,8.48
2024-06-11,19709.74,26.37,25.27,8.22
2024-06-12,19743.41,26.42,25.31,8.24
2024-06-13,19534.0,26.14,25.04,8.15
2024-06-14,19533.88,26.14,25.04,8.15
2024-06-17,19364.29,25.91,24.82,8.08
2024-06-18,19113.05,25.57,24.5,7.97
2024-06-19,18855.53,25.23,24.17,7.87
2024-06-20,18844.22,25.21,24.16,7.86
2024-06-21,18478.67,24.73,23.69,7.71
2024-06-24,18548.39,24.82,23.78,7.74
2024-06-25,18675.26,24.99,23.94,7.79
2024-06-26,18707.55,25.03,23.98,7.8
2024-06-27,18723.5,25.05,24.0,7.81
2024-06-28,18433.32,24.67,23.63,7.69
2024-07-01,18094.02,24.21,23.2,7.55
2024-07-02,18726.14,25.06,24.01,7.81
2024-07-03,18842.97,25.21,24.16,7.86
2024-07-04,18663.83,24.97,23.93,7.79
2024-07-05,18252.55,24.42,23.4,7.61
2024-07-08,17838.01,23.87,22.87,7.44
2024-07-09,18064.5,24.17,23.16,7.54
2024-07-10,18058.97,24.16,23.15,7.53
2024-07-11,18366.74,24.58,23.55,7.66
2024-07-12,18576.9,24.86,23.82,7.75
2024-07-15,18527.66,24.79,23.75,7.73
2024-07-16,18541.48,24.81,23.77,7.73
2024-07-17,18860.55,25.24,24.18,7.87
2024-07-18,18811.69,25.17,24.12,7.85
2024-07-19,19164.8,25.64,24.57,7.99
2024-07-22,18830.41,25.2,24.14,7.85
2024-07-23,18277.68,24.46,23.43,7.62
2024-07-24,18089.5,24.21,23.19,7.55
2024-07-25,17969.78,24.05,23.04,7.5
2024-07-26,17865.52,23.91,22.9,7.45
2024-07-29,17561.9,23.5,22.51,7.33
2024-07-30,17335.4,23.2,22.22,7.23
2024-07-31,17854.09,23.89,22.89,7.45
2024-08-01,17412.91,23.3,22.32,7.26
2024-08-02,17403.99,23.29,22.31,7.26
2024-08-05,17712.51,23.7,22.71,7.39
2024-08-06,17645.81,23.61,22.62,7.36
2024-08-07,17781.48,23.79,22.8,7.42
2024-08-08,17972.3,24.05,23.04,7.5
2024-08-09,18049.05,24.15,22.44,8.26
2024-08-12,18040.26,24.14,22.42,8.25
2024-08-13,17875.82,23.92,22.22,8.18
2024-08-14,17753.84,23.76,22.07,8.12
2024-08-15,17924.56,23.98,22.28,8.2
2024-08-16,17978.7,24.06,22.35,8.23
2024-08-19,17906.35,23.96,22.26,8.19
2024-08-20,17872.18,23.91,22.22,8.18
2024-08-21,17807.61,23.83,22.14,8.15
2024-08-22,17713.02,23.7,22.02,8.1
2024-08-23,17775.07,23.78,22.09,8.13
2024-08-26,17737.51,23.73,22.05,8.12
2024-08-27,17637.9,23.6,21.92,8.07
2024-08-28,17448.59,23.35,21.69,7.98
2024-08-29,17753.84,23.76,22.07,8.12
2024-08-30,18129.32,24.26,22.54,8.29
2024-09-02,17523.96,23.45,21.78,8.02
2024-09-03,17712.39,23.7,22.02,8.1
2024-09-04,17586.77,23.53,21.86,8.05
2024-09-05,17648.07,23.61,21.94,8.07
2024-09-06,17561.65,23.5,21.83,8.03
2024-09-09,17272.72,23.11,21.47,7.9
2024-09-10,17310.41,23.16,21.52,7.92
2024-09-11,17335.53,23.2,21.55,7.93
2024-09-12,16770.99,22.44,20.85,7.67
2024-09-13,16382.45,21.92,20.36,7.5
2024-09-18,15914.77,21.3,19.78,7.28
2024-09-19,15840.65,21.2,19.69,7.25
2024-09-20,15877.34,21.25,19.74,7.26
2024-09-23,15847.44,21.21,19.7,7.25
2024-09-24,17242.57,23.07,21.43,7.89
2024-09-25,17574.21,23.52,21.85,8.04
2024-09-26,19207.26,25.7,23.88,8.79
2024-09-27,20465.97,27.39,25.44,9.36
2024-09-30,21958.34,29.38,27.29,10.05
2024-10-08,21644.29,28.96,26.9,9.9
2024-10-09,20038.24,26.81,24.91,9.17
2024-10-10,20601.64,27.57,25.61,9.43
2024-10-11,20161.85,26.98,25.06,9.22
2024-10-14,20124.16,26.93,25.01,9.21
2024-10-15,19524.45,26.13,24.27,8.93
2024-10-16,19125.61,25.59,23.77,8.75
2024-10-17,18775.13,25.12,23.34,8.59
2024-10-18,19358.01,25.9,24.06,8.86
2024-10-21,19204.75,25.7,23.87,8.79
2024-10-22,19383.13,25.94,24.09,8.87
2024-10-23,19690.9,26.35,24.48,9.01
2024-10-24,19498.7,26.09,24.24,8.92
2024-10-25,19582.24,26.2,24.34,8.96
2024-10-28,19659.5,26.31,23.78,8.27
2024-10-29,19240.18,25.74,23.27,8.09
2024-10-30,19244.95,25.75,23.27,8.1
2024-10-31,19192.06,25.68,23.21,8.07
2024-11-01,19266.93,25.78,23.3,8.11
2024-11-04,19448.45,26.02,23.52,8.18
2024-11-05,19810.11,26.51,23.96,8.33
2024-11-06,19734.87,26.41,23.87,8.3
2024-11-07,20716.46,27.72,25.05,8.71
2024-11-08,20224.41,27.06,24.46,8.51
2024-11-11,20074.17,26.86,24.28,8.44
2024-11-12,19812.75,26.51,23.96,8.33
2024-11-13,19829.08,26.53,23.98,8.34
2024-11-14,19770.04,26.45,23.91,8.32
2024-11-15,19584.12,26.21,23.69,8.24
2024-11-18,19584.12,26.21,23.69,8.24
2024-11-19,19369.57,25.92,23.43,8.15
2024-11-20,19405.87,25.97,23.47,8.16
2024-11-21,19409.89,25.97,23.47,8.17
2024-11-22,18941.2,25.34,22.91,7.97
2024-11-25,18825.0,25.19,22.77,7.92
2024-11-26,18956.02,25.36,22.93,7.97
2024-11-27,19082.27,25.53,23.08,8.03
2024-11-28,19069.08,25.52,23.06,8.02
2024-11-29,19166.31,25.65,23.18,8.06
2024-12-02,19157.02,25.63,23.17,8.06
2024-12-03,19178.87,25.66,23.2,8.07
2024-12-04,19094.21,25.55,23.09,8.03
2024-12-05,18981.15,25.4,22.96,7.99
2024-12-06,19106.89,25.57,23.11,8.04
2024-12-09,19079.13,25.53,23.07,8.03
2024-12-10,19428.23,26.0,23.5,8.17
2024-12-11,19290.17,25.81,23.33,8.12
2024-12-12,19669.55,26.32,23.79,8.27
2024-12-13,19081.64,25.53,23.08,8.03
2024-12-16,19184.65,25.67,23.2,8.07
2024-12-17,19571.56,26.19,23.67,8.23
2024-12-18,19741.15,26.42,23.88,8.3
2024-12-19,19483.75,26.07,23.56,8.2
2024-12-20,19119.33,25.58,23.12,8.04
2024-12-23,19175.23,25.66,23.19,8.07
2024-12-24,19330.62,25.87,23.38,8.13
2024-12-25,19219.83,25.72,23.24,8.09
2024-12-26,19192.06,25.68,23.21,8.07
2024-12-27,19206.89,25.7,23.23,8.08
2024-12-30,19157.02,25.63,23.17,8.06
2024-12-31,19144.45,25.62,23.15,8.05
2025-01-02,18692.22,25.01,22.61,7.86
2025-01-03,18528.92,24.79,22.41,7.79
2025-01-06,18089.25,24.2,21.88,7.61
2025-01-07,18091.76,24.21,21.88,7.61
2025-01-08,18120.65,24.25,21.92,7.62
2025-01-09,18139.5,24.27,21.94,7.63
2025-01-10,18039.0,24.14,21.82,7.59
2025-01-13,18139.24,24.27,21.94,7.63
2025-01-14,18497.51,24.75,22.37,7.78
2025-01-15,18482.06,24.73,22.35,7.78
2025-01-16,18169.39,24.31,21.97,7.64
2025-01-17,18274.54,24.45,22.1,7.69
2025-01-20,18526.41,24.79,22.41,7.79
2025-01-21,18442.87,24.68,22.3,7.76
2025-01-22,18101.81,24.22,21.89,7.62
2025-01-23,18126.93,24.26,21.92,7.63
2025-01-24,18039.0,24.14,21.82,7.59
2025-01-27,18026.31,24.12,21.8,7.58
2025-02-05,17634.5,23.6,21.33,7.42
2025-02-06,17748.06,23.75,21.46,7.47
2025-02-07,18039.0,24.14,21.82,7.59
2025-02-10,17982.6,24.06,21.75,7.56
2025-02-11,17812.88,23.84,21.54,7.49
2025-02-12,18126.93,24.26,21.92,7.63
2025-02-13,18404.05,24.63,22.26,7.74
2025-02-14,18528.92,24.79,22.41,7.79
2025-02-17,18486.46,24.74,22.36,7.78
2025-02-18,18528.92,24.79,22.41,7.79
2025-02-19,18729.91,25.06,22.65,7.88
2025-02-20,18516.36,24.78,22.39,7.79
2025-02-21,18694.86,25.02,22.61,7.86
2025-02-24,18580.04,24.86,22.47,7.82
2025-02-25,18265.12,24.44,22.09,7.68
2025-02-26,18340.61,24.54,22.18,7.72
2025-02-27,18661.57,24.97,22.57,7.85
2025-02-28,18852.89,25.23,22.8,7.93
2025-03-03,18679.91,25.0,22.59,7.86
2025-03-04,18467.49,24.71,22.33,7.77
2025-03-05,18420.51,24.65,22.28,7.75
2025-03-06,18918.09,25.31,22.88,7.96
2025-03-07,19106.77,25.57,23.11,8.04
2025-03-10,19130.64,25.6,23.14,8.05
2025-03-11,19454.48,26.03,23.53,8.18
2025-03-12,19377.86,25.93,23.44,8.15
2025-03-13,19317.43,25.85,23.36,8.13
2025-03-14,20451.03,27.37,24.73,8.6
2025-03-17,20574.76,27.53,24.88,8.66
2025-03-18,20400.65,27.3,24.67,8.58
2025-03-19,20547.75,27.49,24.85,8.64
2025-03-20,20149.41,26.96,24.37,8.48
2025-03-21,19769.41,26.45,23.91,8.32
2025-03-24,19885.61,26.61,24.05,8.37
2025-03-25,19791.4,26.48,23.94,8.33
2025-03-26,19797.68,26.49,23.94,8.33
2025-03-27,19960.98,26.71,24.14,8.4
2025-03-28,19913.37,26.65,24.08,8.38
2025-03-31,19609.25,26.24,23.72,8.25
2025-04-01,19546.69,26.16,23.64,8.22
2025-04-02,19458.76,26.04,23.53,8.19
2025-04-03,19708.24,22.86,22.86,8.45
2025-04-07,18842.97,21.85,21.85,8.08
2025-04-08,19408.26,22.51,22.51,8.33
2025-04-09,19358.51,22.45,22.45,8.3
2025-04-10,19458.5,22.57,22.57,8.35
2025-04-11,19709.49,22.86,22.86,8.46
2025-04-14,19496.06,22.61,22.61,8.36
2025-04-15,19571.56,22.7,22.7,8.4
2025-04-16,19586.26,22.71,22.71,8.4
2025-04-17,19722.31,22.87,22.87,8.46
2025-04-18,19671.3,22.81,22.81,8.44
2025-04-21,19483.63,22.6,22.6,8.36
2025-04-22,19455.99,22.56,22.56,8.35
2025-04-23,19496.19,22.61,22.61,8.36
2025-04-24,19499.33,22.61,22.61,8.37
2025-04-25,19471.07,22.58,22.58,8.35
2025-04-28,19471.07,22.58,22.58,8.35
2025-04-29,19395.69,22.49,22.49,8.32
2025-04-30,19433.38,22.54,21.83,7.52
2025-05-06,19473.58,22.58,21.88,7.54
2025-05-07,19533.88,22.65,21.95,7.56
2025-05-08,19825.19,22.99,22.27,7.67
2025-05-09,19988.37,23.18,22.46,7.74
2025-05-12,20155.69,23.37,22.64,7.8
2025-05-13,19977.31,23.17,22.44,7.73
2025-05-14,20538.71,23.82,23.07,7.95
2025-05-15,20501.27,23.78,23.03,7.94
2025-05-16,20276.67,23.52,22.78,7.85
2025-05-19,19835.11,23.0,22.28,7.68
2025-05-20,19923.3,23.11,22.38,7.71
2025-05-21,19860.11,23.03,22.31,7.69
2025-05-22,19847.93,23.02,22.3,7.68
2025-05-23,19754.97,22.91,22.19,7.65
2025-05-26,19477.35,22.59,21.88,7.54
2025-05-27,19394.44,22.49,21.79,7.51
2025-05-28,19307.76,22.39,21.69,7.47
2025-05-29,19345.45,22.44,21.73,7.49
2025-05-30,19119.33,22.17,21.48,7.4
2025-06-03,18956.02,21.98,21.3,7.34
2025-06-04,18968.08,22.0,21.31,7.34
2025-06-05,19018.83,22.06,21.37,7.36
2025-06-06,18923.24,21.95,21.26,7.32
2025-06-09,18668.48,21.65,20.97,7.23
2025-06-10,18529.04,21.49,20.82,7.17
2025-06-11,18591.73,21.56,20.89,7.2
2025-06-12,18327.93,21.26,20.59,7.09
2025-06-13,17925.31,20.79,20.14,6.94
2025-06-16,17866.78,20.72,20.07,6.92
2025-06-17,17925.94,20.79,20.14,6.94
2025-06-18,17900.82,20.76,20.11,6.93
2025-06-19,17913.38,20.77,20.13,6.93
2025-06-20,17946.8,20.81,20.16,6.95
2025-06-23,17838.01,20.69,20.04,6.9
2025-06-24,18054.07,20.94,20.28,6.99
2025-06-25,18037.24,20.92,20.26,6.98
2025-06-26,17838.01,20.69,20.04,6.9
2025-06-27,17625.59,20.44,19.8,6.82
2025-06-30,17706.36,20.53,19.89,6.85
2025-07-01,17650.84,20.47,19.83,6.83
2025-07-02,17707.36,20.54,19.89,6.85
2025-07-03,17782.74,20.62,19.98,6.88
2025-07-04,17865.9,20.72,20.07,6.92
2025-07-07,17721.18,20.55,19.91,6.86
2025-07-08,17789.14,20.63,19.99,6.89
2025-07-09,17823.94,20.67,20.02,6.9
2025-07-10,17919.66,20.78,20.13,6.94
2025-07-11,17925.94,20.79,20.14,6.94
2025-07-14,17883.23,20.74,20.09,6.92
2025-07-15,17724.95,20.56,19.91,6.86
2025-07-16,17725.33,20.56,19.91,6.86
2025-07-17,17792.16,20.63,19.99,6.89
2025-07-18,18051.56,20.93,20.28,6.99
2025-07-21,18126.93,21.02,20.36,7.02
2025-07-22,18403.05,21.34,20.68,7.12
2025-07-23,18535.2,21.5,20.82,7.17
2025-07-24,18736.19,21.73,21.05,7.25
2025-07-25,18277.68,21.2,20.53,7.07
2025-07-28,18072.42,20.96,20.3,7.0
2025-07-29,18076.69,20.96,20.31,7.0
2025-07-30,18207.83,21.12,20.46,7.05
2025-07-31,17858.99,20.71,20.06,6.91
2025-08-01,17800.32,20.64,20.0,6.89
2025-08-04,17825.45,20.67,20.03,6.9
2025-08-05,17935.24,20.8,20.15,6.94
2025-08-06,17886.75,20.74,20.1,6.92
2025-08-07,17867.53,20.72,20.07,6.92
2025-08-08,17850.19,20.7,20.05,6.91
2025-08-11,18152.06,21.05,20.39,7.03
2025-08-12,18052.06,20.94,20.28,6.99
2025-08-13,17838.64,20.69,19.83,7.47
2025-08-14,17925.82,20.79,19.93,7.51
2025-08-15,17864.14,20.72,19.86,7.49
2025-08-18,17944.79,20.81,19.95,7.52
2025-08-19,18064.12,20.95,20.09,7.57
2025-08-20,18214.87,21.12,20.25,7.63
2025-08-21,18192.88,21.1,20.23,7.62
2025-08-22,18390.11,21.33,20.45,7.71
2025-08-25,18721.49,21.71,20.82,7.84
2025-08-26,18611.95,21.58,20.69,7.8
2025-08-27,18189.74,21.09,20.23,7.62
2025-08-28,18165.88,21.07,20.2,7.61
2025-08-29,18591.73,21.56,20.67,7.79
2025-09-01,18484.76,21.44,20.55,7.75
2025-09-02,18675.11,21.66,20.77,7.83
2025-09-03,18540.49,21.5,20.62,7.77
2025-09-04,18441.68,21.39,20.51,7.73
2025-09-05,18571.17,21.54,20.65,7.78
2025-09-08,18799.46,21.8,20.9,7.88
2025-09-09,18846.67,21.86,20.96,7.9
2025-09-10,19059.68,22.1,21.19,7.99
2025-09-11,19078.34,22.13,21.21,7.99
2025-09-12,18984.42,22.02,21.11,7.96
2025-09-15,18973.15,22.0,21.1,7.95
2025-09-16,18783.8,21.78,20.89,7.87
2025-09-17,18696.39,21.68,20.79,7.83
2025-09-18,18382.83,21.32,20.44,7.7
2025-09-19,18382.95,21.32,20.44,7.7
2025-09-22,18199.87,21.11,20.24,7.63
2025-09-23,18125.61,21.02,20.15,7.6
2025-09-24,18057.74,20.94,20.08,7.57
2025-09-25,18020.17,20.9,20.04,7.55
2025-09-26,17970.08,20.84,19.98,7.53
2025-09-29,18293.91,21.22,20.34,7.67
2025-09-30,18082.66,20.97,20.11,7.58
2025-10-09,17992.37,20.87,20.01,7.54
2025-10-10,17907.46,20.77,19.91,7.5
2025-10-13,17772.22,20.61,19.76,7.45
2025-10-14,18170.69,21.07,20.2,7.61
2025-10-15,18308.19,21.23,20.36,7.67
2025-10-16,18595.09,21.57,20.68,7.79
2025-10-17,18220.53,21.13,20.26,7.63
2025-10-20,18257.22,21.17,20.3,7.65
2025-10-21,18311.45,21.24,20.36,7.67
2025-10-22,18266.87,21.18,20.31,7.65
2025-10-23,18383.08,21.32,20.44,7.7
2025-10-24,18157.92,21.06,20.19,7.61
2025-10-27,18037.83,20.92,20.06,7.56
2025-10-28,18095.3,20.99,20.12,7.58
2025-10-29,17931.26,20.8,19.94,7.51
2025-10-30,17866.64,20.72,19.85,6.95
2025-10-31,17907.59,20.77,19.89,6.97
2025-11-03,17970.08,20.84,19.96,6.99
2025-11-04,17894.94,20.75,19.88,6.96
2025-11-05,17783.24,20.62,19.75,6.92
2025-11-06,17971.71,20.84,19.96,6.99
2025-11-07,17949.16,20.82,19.94,6.98
2025-11-10,18311.95,21.24,20.34,7.12
2025-11-11,18270.5,21.19,20.29,7.11
2025-11-12,18347.64,21.28,20.38,7.14
2025-11-13,18413.13,21.35,20.45,7.16
2025-11-14,18240.57,21.15,20.26,7.1
2025-11-17,18420.89,21.36,20.46,7.17
2025-11-18,18483.51,21.44,20.53,7.19
2025-11-19,18421.02,21.36,20.46,7.17
2025-11-20,18372.18,21.31,20.41,7.15
2025-11-21,18365.79,21.3,20.4,7.14
2025-11-24,18182.96,21.09,20.2,7.07
2025-11-25,18090.92,20.98,20.09,7.04
2025-11-26,18147.27,21.05,20.16,7.06
2025-11-27,18124.11,21.02,20.13,7.05
2025-11-28,18164.18,21.07,20.18,7.07
2025-12-01,18132.87,21.03,20.14,7.05
2025-12-02,17982.98,20.86,19.98,7.0
2025-12-03,17896.19,20.75,19.88,6.96
2025-12-04,17832.08,20.68,19.81,6.94
2025-12-05,17907.59,20.77,19.89,6.97
2025-12-08,17759.95,20.6,19.73,6.91
2025-12-09,17544.43,20.35,19.49,6.82
2025-12-10,17566.85,20.37,19.51,6.83
2025-12-11,17681.93,20.51,19.64,6.88
2025-12-12,17790.38,20.63,19.76,6.92
2025-12-15,17857.37,20.71,19.84,6.95
2025-12-16,17807.28,20.65,19.78,6.93
2025-12-17,17946.28,20.81,19.93,6.98
2025-12-18,17919.99,20.78,19.91,6.97
2025-12-19,17657.01,20.48,19.61,6.87
2025-12-22,17635.22,20.45,19.59,6.86
2025-12-23,17630.21,20.45,19.58,6.86
2025-12-24,17543.05,20.34,19.49,6.82
2025-12-25,17709.23,20.54,19.67,6.89
2025-12-26,17708.73,20.54,19.67,6.89
2025-12-29,17556.83,20.36,19.5,6.83
2025-12-30,17403.05,20.18,19.33,6.77
2025-12-31,17246.01,20.0,19.16,6.71
2026-01-05,17857.37,20.71,19.84,6.95
2026-01-06,17882.54,20.74,19.86,6.96
2026-01-07,17824.31,20.67,19.8,6.93
2026-01-08,17685.81,20.51,19.64,6.88
2026-01-09,17770.97,20.61,19.74,6.91
2026-01-12,17822.69,20.67,19.8,6.93
2026-01-13,17669.53,20.49,19.63,6.87
2026-01-14,17506.86,20.3,19.45,6.81
2026-01-15,17392.66,20.17,19.32,6.77
2026-01-16,17306.37,20.07,19.22,6.73
2026-01-19,17231.24,19.98,19.14,6.7
2026-01-20,17200.56,19.95,19.11,6.69
2026-01-21,16918.92,19.62,18.79,6.58
2026-01-22,16781.17,19.46,18.64,6.53
2026-01-23,16742.85,19.42,18.6,6.51
2026-01-26,16805.47,19.49,18.67,6.54
2026-01-27,16818.11,19.5,18.68,6.54
2026-01-28,16576.18,19.22,18.41,6.45
2026-01-29,18004.14,20.88,20.0,7.0
2026-01-30,17544.31,20.35,19.49,6.82
2026-02-02,17869.9,20.72,19.85,6.95
2026-02-03,18469.98,21.42,20.52,7.18
2026-02-04,19097.12,22.15,21.21,7.43
2026-02-05,19472.8,22.58,21.63,7.57
2026-02-06,18972.02,22.0,21.07,7.38
2026-02-09,19096.62,22.15,21.21,7.43
2026-02-10,18844.16,21.85,20.93,7.33
2026-02-11,18838.28,21.85,20.93,7.33
2026-02-12,18616.25,21.59,20.68,7.24
2026-02-13,18599.97,21.57,20.66,7.24
2026-02-24,18368.3,21.3,20.4,7.15
2026-02-25,18679.61,21.66,20.75,7.27
2026-02-26,18360.91,21.29,20.39,7.14
2026-02-27,18220.78,21.13,20.24,7.09
2026-03-02,18034.07,20.91,20.03,7.02
2026-03-03,17859.75,20.71,19.84,6.95
2026-03-04,17546.56,20.35,19.49,6.83
2026-03-05,17519.76,20.32,19.46,6.82
2026-03-06,17556.83,20.36,19.5,6.83
2026-03-09,17494.21,20.29,19.43,6.81
