date,open,close,high,low,vol
2026-02-05,38.0,37.71,38.38,37.44,184791.0
2026-02-06,37.4,39.3,39.85,37.09,328886.0
2026-02-09,39.6,39.53,39.72,38.86,220328.0
2026-02-10,39.56,39.87,39.97,38.9,221652.0
2026-02-11,39.78,39.92,40.45,39.59,179635.0
2026-02-12,39.92,39.81,40.58,39.68,182519.0
2026-02-13,39.8,38.81,39.8,38.81,163197.0
2026-02-24,39.28,40.66,40.78,38.91,289764.0
2026-02-25,40.69,41.01,41.62,39.88,303182.0
2026-02-26,41.05,41.31,41.71,40.61,212460.0
2026-02-27,41.05,41.6,42.2,40.99,231556.0
2026-03-02,41.59,43.3,43.92,41.36,426246.0
2026-03-03,43.3,42.15,43.84,41.97,332784.0
2026-03-04,41.51,40.87,42.68,40.75,309689.0
2026-03-05,41.49,41.55,41.98,41.08,188510.0
2026-03-06,41.48,42.77,43.2,40.88,283836.0
2026-03-09,41.82,40.97,42.13,40.27,309329.0
2026-03-10,41.2,41.39,42.03,41.1,195782.0
2026-03-11,41.45,40.66,41.47,40.3,229903.0
2026-03-12,40.9,39.65,40.97,39.2,292685.0
2026-03-13,39.45,38.72,40.1,38.57,238063.0
2026-03-16,38.71,38.01,39.11,37.14,336158.0
2026-03-17,38.2,37.85,39.04,37.8,206741.0
2026-03-18,37.95,37.85,37.98,36.91,209365.0
2026-03-19,37.43,36.3,37.43,35.92,353487.0
2026-03-20,36.39,35.41,36.56,35.41,231862.0
2026-03-23,34.6,34.1,35.09,33.88,329860.0
2026-03-24,34.76,34.97,35.12,33.73,233837.0
2026-03-25,35.3,35.22,36.01,35.0,206814.0
2026-03-26,35.26,34.81,35.73,34.55,136918.0
2026-03-27,34.47,35.03,35.15,34.31,178675.0
2026-03-30,34.81,34.66,35.25,34.41,164175.0
2026-03-31,34.61,34.15,34.97,34.0,155181.0
2026-04-01,34.82,34.88,35.03,34.19,157294.0
2026-04-02,34.7,33.6,34.79,33.4,216530.0
2026-04-03,33.99,33.68,34.55,33.61,171700.0
2026-04-07,33.7,34.45,34.68,33.53,223402.0
2026-04-08,35.2,35.0,35.44,34.78,323717.0
2026-04-09,34.8,34.7,35.05,33.89,213761.0
2026-04-10,34.95,34.8,35.06,34.56,202275.0
2026-04-13,34.75,33.85,34.8,33.57,347934.0
2026-04-14,34.1,35.34,35.49,32.92,480659.0
2026-04-15,35.58,34.41,36.23,34.25,422307.0
2026-04-16,34.41,34.1,34.78,34.0,347184.0
2026-04-17,34.1,33.79,34.12,33.35,292333.0
2026-04-20,33.9,34.46,35.3,33.58,426287.0
2026-04-21,34.46,34.41,35.04,34.01,275098.0
2026-04-22,34.31,33.93,34.35,33.58,377927.0
2026-04-23,34.15,33.61,34.66,33.41,321254.0
2026-04-24,33.67,35.05,35.33,33.56,482383.0
2026-04-27,35.05,35.88,36.2,34.91,470789.0
2026-04-28,35.88,36.22,36.66,35.3,424571.0
2026-04-29,36.82,36.82,37.39,36.33,429807.0
2026-04-30,36.68,36.63,37.35,36.48,323435.0
2026-05-06,36.64,37.04,37.26,36.1,427383.0
2026-05-07,37.09,36.16,37.2,35.88,424115.0
2026-05-08,35.92,35.58,36.18,35.34,334683.0
2026-05-11,35.57,35.76,36.35,35.48,383080.0
2026-05-12,35.68,35.16,35.94,34.95,318261.0
2026-05-13,34.9,35.2,35.38,34.8,305009.0
2026-05-14,35.11,34.56,35.99,34.56,395152.0
2026-05-15,36.0,35.91,37.66,35.7,1069154.0
2026-05-18,36.6,34.07,36.6,33.77,892738.0
2026-05-19,33.52,32.46,33.57,31.62,695812.0
2026-05-20,32.45,33.05,34.22,32.04,515365.0
2026-05-21,33.07,32.58,33.69,32.5,429686.0
2026-05-22,33.5,35.84,35.84,32.86,917476.0
2026-05-25,35.84,35.26,36.06,35.18,570225.0
2026-05-26,35.21,35.76,36.8,34.3,754444.0
2026-05-27,35.99,35.2,37.09,35.0,613124.0
2026-05-28,35.2,34.57,35.66,33.6,517012.0
2026-05-29,34.57,33.02,34.64,33.02,389944.0
2026-06-01,34.6,36.32,36.32,34.6,829800.0
2026-06-02,37.2,38.23,38.5,36.41,1264359.0
2026-06-03,38.16,38.79,40.0,37.81,1090961.0
2026-06-04,38.22,38.24,39.22,37.8,653343.0
2026-06-05,37.9,39.27,40.2,37.89,853206.0
2026-06-08,38.0,38.15,40.94,37.6,986846.0
