date,open,close,low,high,vol,amt
2025-09-23,21.7,21.63,21.2,21.78,515735,110552.2
2025-09-24,21.55,22.25,21.4,22.35,967411,213328.02
2025-09-25,22.25,22.15,21.94,22.44,575381,127360.7
2025-09-26,22.0,22.28,21.96,22.62,693028,155220.38
2025-09-29,22.35,22.97,22.0,23.03,1109941,252135.05
2025-09-30,22.98,23.24,22.8,23.48,827763,191458.8
2025-10-09,23.01,23.24,22.5,23.29,909112,208358.55
2025-10-10,23.18,22.96,22.88,23.66,822671,191101.73
2025-10-13,22.0,22.87,21.88,22.98,723516,163150.61
2025-10-14,23.0,23.04,22.85,24.05,1040052,242608.89
2025-10-15,22.8,23.46,22.73,23.76,885932,206703.34
2025-10-16,23.47,23.57,23.28,23.97,787069,186375.25
2025-10-17,23.45,22.5,22.43,23.45,759273,173192.45
2025-10-20,22.82,22.49,22.38,23.07,589946,133593.44
2025-10-21,22.59,22.83,22.43,22.95,584955,133073.86
2025-10-22,22.98,23.02,22.79,23.37,715264,164958.19
2025-10-23,22.8,22.68,22.25,22.83,663292,149113.38
2025-10-24,22.73,22.91,22.66,23.28,483274,111058.28
2025-10-27,22.94,22.53,22.37,23.47,1027526,234523.14
2025-10-28,22.5,21.95,21.87,22.6,1315460,290489.16
2025-10-29,21.95,22.12,21.9,22.18,519559,114495.2
2025-10-30,22.28,22.51,22.24,22.8,932833,210614.16
2025-10-31,22.56,22.14,22.14,22.64,712947,159206.61
2025-11-03,22.18,21.88,21.72,22.36,518531,113631.91
2025-11-04,21.8,21.71,21.58,22.18,515388,112659.97
2025-11-05,21.61,21.82,21.31,21.93,486045,104985.18
2025-11-06,21.94,21.99,21.72,22.18,478563,105308.49
2025-11-07,22.02,22.13,21.81,22.33,539448,119249.12
2025-11-10,22.0,21.13,20.85,22.0,1316993,279008.66
2025-11-11,21.15,20.91,20.88,21.42,562580,118175.32
2025-11-12,20.91,20.65,20.61,20.95,441022,91468.1
2025-11-13,20.66,20.89,20.53,20.93,469009,97482.06
2025-11-14,20.88,20.66,20.65,21.05,410212,85437.89
2025-11-17,20.64,20.57,20.36,20.64,435497,89278.8
2025-11-18,20.57,20.86,20.54,21.28,760735,159379.17
2025-11-19,21.0,20.77,20.66,21.03,361003,75225.1
2025-11-20,20.8,20.86,20.8,21.12,376581,78912.52
2025-11-21,20.61,20.26,20.2,20.7,548195,112054.35
2025-11-24,20.53,20.51,20.21,20.66,383776,78516.98
2025-11-25,20.57,20.44,20.38,20.62,420173,86048.76
2025-11-26,20.4,20.88,20.4,21.04,615896,128729.44
2025-11-27,20.8,20.13,20.1,20.83,767004,155962.3
2025-11-28,20.06,20.32,19.95,20.36,422426,85487.67
2025-12-01,20.38,20.12,19.96,20.38,663262,132994.09
2025-12-02,20.11,20.16,19.99,20.26,507928,102289.2
2025-12-03,20.23,20.4,20.1,20.64,633431,129219.07
2025-12-04,20.41,20.97,20.34,20.99,837912,174096.38
2025-12-05,20.94,21.3,20.9,21.35,819260,173557.86
2025-12-08,21.43,21.23,21.03,21.63,652898,138709.14
2025-12-09,21.15,21.18,21.04,21.43,414681,88048.27
2025-12-10,21.17,21.47,21.03,21.55,516531,110197.09
2025-12-11,21.45,21.09,21.03,21.61,501440,106544.98
2025-12-12,21.19,21.32,21.09,21.39,533302,113370.89
2025-12-15,21.31,21.07,21.06,21.57,446771,95335.12
2025-12-16,21.04,20.76,20.62,21.04,420097,87166.21
2025-12-17,20.79,21.07,20.63,21.19,482588,100948.77
2025-12-18,20.9,21.0,20.7,21.18,388530,81427.87
2025-12-19,20.99,21.24,20.95,21.5,522373,111253.86
2025-12-22,21.3,20.89,20.86,21.38,580600,121761.44
2025-12-23,20.85,20.68,20.44,20.93,520129,107309.95
2025-12-24,20.69,20.8,20.56,20.9,316322,65655.95
2025-12-25,20.8,20.67,20.62,20.86,325381,67316.11
2025-12-26,20.63,21.17,20.6,21.28,715799,151071.7
2025-12-29,21.18,20.72,20.65,21.2,650952,135966.53
2025-12-30,20.67,21.04,20.67,21.35,750355,157900.95
2025-12-31,21.11,21.13,20.93,21.25,403597,85264.86
2026-01-05,21.11,21.26,21.01,21.35,775391,164429.42
2026-01-06,21.25,21.88,21.21,22.0,877272,190833.2
2026-01-07,21.88,21.73,21.62,21.95,585280,127182.74
2026-01-08,21.72,21.43,21.31,21.83,517762,111230.08
2026-01-09,21.57,22.28,21.57,22.38,1104154,244363.86
2026-01-12,22.32,22.56,22.06,22.7,934560,210125.75
2026-01-13,22.7,22.62,22.28,22.95,934790,210957.06
2026-01-14,22.62,22.24,22.02,22.79,932308,208512.75
2026-01-15,22.15,22.25,22.05,22.44,570392,127036.38
2026-01-16,22.19,22.11,22.01,22.54,684874,152252.89
2026-01-19,21.98,22.1,21.89,22.27,716854,158036.84
2026-01-20,22.2,22.55,22.13,22.63,1004541,225205.06
2026-01-21,22.53,22.58,22.41,22.82,798546,180354.36
2026-01-22,22.61,22.61,22.35,22.69,642589,144918.03
2026-01-23,22.71,22.98,22.62,23.23,993901,228953.78
2026-01-26,23.03,23.05,22.8,23.42,992022,229256.89
2026-01-27,23.04,22.83,22.68,23.32,766377,176246.23
2026-01-28,22.78,22.25,22.18,22.78,1092572,244675.2
2026-01-29,22.45,22.12,21.75,22.45,957326,210621.98
2026-01-30,22.08,21.92,21.71,22.26,622327,136631.56
2026-02-02,22.03,21.38,21.3,22.04,615282,133159.31
2026-02-03,21.45,23.08,21.44,23.11,1312057,294232.53
2026-02-04,22.91,23.26,22.8,23.3,859733,198818.08
2026-02-05,23.25,23.27,23.02,23.4,682883,158616.39
2026-02-06,23.05,22.98,22.89,23.29,477210,110238.91
2026-02-09,23.38,23.58,23.26,23.91,725567,171456.72
2026-02-10,23.68,23.78,23.34,23.86,603072,142875.05
2026-02-11,23.84,23.92,23.7,24.26,680065,162949.23
2026-02-12,23.99,23.96,23.69,24.08,476175,113766.62
2026-02-13,23.76,23.12,23.07,23.86,591021,137622.61
2026-02-24,23.32,23.95,23.02,24.21,805323,191966.75
2026-02-25,23.95,23.98,23.88,24.29,626306,150822.73
2026-02-26,23.96,23.35,23.25,23.99,557226,130861.95
2026-02-27,23.44,23.15,23.03,23.59,532365,123698.67
2026-03-02,23.0,22.97,22.77,23.37,547966,126350.5
2026-03-03,23.13,22.19,22.0,23.26,871915,195177.86
2026-03-04,22.0,22.01,21.77,22.32,510118,112070.86
2026-03-05,22.26,22.08,21.96,22.73,649321,144653.98
2026-03-06,22.12,22.03,21.81,22.2,659719,145035.02
2026-03-09,21.67,21.27,20.83,21.68,888106,188173.58
2026-03-10,21.65,22.06,21.58,22.26,769124,168792.31
2026-03-11,22.3,22.25,21.74,22.34,637708,140813.06
2026-03-12,22.1,21.51,21.11,22.14,1037123,222786.28
2026-03-13,21.39,21.29,21.27,21.69,568707,122261.22
2026-03-16,21.27,20.85,20.73,21.29,718457,149948.98
2026-03-17,20.99,20.76,20.76,21.22,551206,115424.54
2026-03-18,20.82,20.7,20.27,20.86,638750,130954.8
2026-03-19,20.44,19.76,19.64,20.46,1036471,206689.44
2026-03-20,19.86,19.43,19.43,19.91,622433,122406.25
2026-03-23,19.02,18.65,18.45,19.21,1009949,189818.42
2026-03-24,18.8,19.13,18.72,19.2,699909,132703.67
2026-03-25,19.5,19.73,19.43,19.86,711149,140219.64
2026-03-26,19.7,19.26,19.17,19.74,418748,81171.17
2026-03-27,19.03,19.16,18.97,19.29,553015,105853.18
2026-03-30,18.81,18.87,18.61,19.0,650713,122316.19
2026-03-31,19.0,19.22,18.96,19.8,1229970,238949.78
2026-04-01,19.81,20.3,19.69,20.33,1304141,261910.25
2026-04-02,20.12,20.07,19.85,20.38,686695,137886.67
2026-04-03,20.07,19.88,19.83,20.34,497320,99604.75
2026-04-07,19.92,19.52,19.45,20.02,579245,113327.06
2026-04-08,20.2,20.86,20.2,20.94,1190927,247044.98
2026-04-09,20.7,20.66,20.57,20.85,540802,111962.97
2026-04-10,20.91,20.66,20.64,20.99,539004,111956.27
2026-04-13,20.55,20.36,20.32,20.73,616293,126023.2
2026-04-14,20.58,20.86,20.58,20.95,716221,148903.89
2026-04-15,20.96,20.66,20.64,21.14,618820,129024.23
2026-04-16,20.72,20.39,20.21,20.96,821411,168102.19
2026-04-17,20.47,20.16,19.92,20.47,684374,137575.52
2026-04-20,20.08,19.92,19.71,20.12,712122,141240.33
2026-04-21,19.99,19.93,19.81,20.12,586770,117170.14
2026-04-22,19.94,19.78,19.61,20.03,707756,140065.45
2026-04-23,19.72,19.6,19.52,19.86,549816,108000.32
2026-04-24,19.5,19.52,19.31,19.66,458868,89489.35
2026-04-27,19.59,19.5,19.4,19.64,471768,92083.52
2026-04-28,19.55,20.14,19.49,20.39,1320249,265042.19
2026-04-29,20.07,20.5,20.07,20.5,992099,201459.27
2026-04-30,20.07,20.35,19.98,20.78,1222164,249953.44
2026-05-06,20.6,20.91,20.31,21.05,1494789,309204.0
2026-05-07,21.02,20.98,20.73,21.1,1015329,212664.17
2026-05-08,20.9,20.53,20.31,20.9,1072760,219642.8
2026-05-11,21.4,21.84,21.4,22.48,2357330,516861.12
2026-05-12,21.69,21.36,21.25,21.79,1081556,231894.3
2026-05-13,21.2,21.39,21.03,21.46,861020,183654.64
2026-05-14,21.38,20.61,20.6,21.55,839833,175839.73
2026-05-15,20.6,20.46,20.35,20.98,861001,177223.33
2026-05-18,20.4,19.39,19.21,20.4,1158029,226972.42
2026-05-19,19.52,19.31,19.0,19.56,755237,145004.31
2026-05-20,19.32,19.4,18.99,19.71,719779,138901.95
2026-05-21,19.5,18.96,18.94,20.01,1251117,244296.73
2026-05-22,19.3,18.96,18.8,19.3,672577,127298.3
2026-05-25,19.11,18.83,18.69,19.44,727838,137701.97
2026-05-26,18.78,18.88,18.58,19.13,1111606,209771.95
2026-05-27,18.88,18.47,18.15,18.88,1150940,212099.52
2026-05-28,18.42,17.9,17.65,18.43,1042509,186761.94
2026-05-29,17.89,17.94,17.89,18.55,1341990,243533.31
2026-06-01,17.91,18.07,17.38,18.23,1312840,234122.91
2026-06-02,18.0,18.14,17.66,18.36,885398,159411.77
2026-06-03,18.11,17.96,17.8,18.33,780235,141012.22
2026-06-04,17.9,18.14,17.82,18.39,939873,170561.75
2026-06-05,18.3,18.65,18.2,18.92,1364928,253896.06
2026-06-08,19.0,19.51,19.0,19.99,2301728,449582.28
2026-06-09,19.59,19.92,19.15,19.93,1428996,281342.41
2026-06-10,19.92,18.85,18.68,19.99,1254176,239677.91
2026-06-11,18.61,18.22,18.0,18.69,934074,170185.7
2026-06-12,18.4,18.91,18.4,19.22,1130550,213548.3
2026-06-15,19.32,19.19,19.0,19.89,920637,178237.34
2026-06-16,19.22,18.65,18.59,19.31,902311,170241.38
2026-06-17,18.55,18.91,18.45,18.93,705381,132283.59
2026-06-18,18.81,18.37,18.29,18.89,772658,142946.41
2026-06-22,18.3,18.95,17.91,18.99,1016096,187890.39
2026-06-23,18.88,18.05,17.98,18.98,1007843,185133.7
2026-06-24,18.15,17.62,17.53,18.18,938433,166545.12
2026-06-25,17.6,17.75,17.6,18.4,1012836,182615.02
2026-06-26,17.64,17.68,17.62,18.19,840776,149982.08
2026-06-29,17.61,18.02,17.14,18.35,1130992,202313.09
2026-06-30,17.88,17.28,17.21,18.13,1207974,210353.58
2026-07-01,17.29,17.43,16.68,17.49,1129079,193374.64
2026-07-02,17.21,17.77,17.21,18.06,1355495,239957.34
2026-07-03,17.85,18.56,17.85,18.67,1432175,263333.94
2026-07-06,18.52,18.89,18.4,19.08,1057040,199143.73
2026-07-07,19.3,19.44,19.3,19.98,1682220,331017.12
2026-07-08,19.21,18.85,18.83,19.4,927692,177114.38
2026-07-09,18.72,18.57,18.14,18.8,883328,162376.91
2026-07-10,18.5,18.86,18.35,19.35,804123,151888.97
2026-07-13,18.8,18.71,18.27,18.98,704509,130947.19
2026-07-14,18.59,18.63,18.1,18.69,815430,150498.09
2026-07-15,18.63,19.16,18.54,19.47,813352,155405.16
2026-07-16,19.2,18.95,18.84,19.39,706612,134277.12
2026-07-17,18.74,18.65,18.31,18.98,807984,150284.81
